Spatial ID,Output DER Types,All Sectors,Act vs Sim,Output Periods,Incremental Count (Calibration),Cumulative Count (Calibration),Incremental MW-AC (Calibration),Cumulative MW-AC (Calibration)
92161,Solar PV,Residential,Simulated,31-Jan-2013,0,0,0,0
92173,Solar PV,Residential,Simulated,31-Jan-2013,1.33198144,31.11299455,0.00492447,0.70447715
92179,Solar PV,Residential,Simulated,31-Jan-2013,0,0,0,0
92182,Solar PV,Residential,Simulated,31-Jan-2013,0,0,0,0
92199,Solar PV,Residential,Simulated,31-Jan-2013,0,0,0,0
92536,Solar PV,Residential,Simulated,31-Jan-2013,0.05722662,0.72324915,0.00021277,0.00268904
92624,Solar PV,Residential,Simulated,31-Jan-2013,0.66543907,22.62026857,0.00444628,0.10361656
92629,Solar PV,Residential,Simulated,31-Jan-2013,2.54728712,68.06802954,0.01690735,0.37563597
92651,Solar PV,Residential,Simulated,31-Jan-2013,0.48774574,24.90059306,0.00319617,0.12665233
92653,Solar PV,Residential,Simulated,31-Jan-2013,6.26016022,159.89487149,0.05146789,1.06656455
92656,Solar PV,Residential,Simulated,31-Jan-2013,0.06799968,1.90257413,0.00036789,0.00788311
92672,Solar PV,Residential,Simulated,31-Jan-2013,3.13587377,98.54906597,0.01779335,0.42423594
92673,Solar PV,Residential,Simulated,31-Jan-2013,7.0089284,138.21362077,0.04691639,0.74568375
92674,Solar PV,Residential,Simulated,31-Jan-2013,0,0,0,0
92675,Solar PV,Residential,Simulated,31-Jan-2013,5.17703939,172.72709001,0.0363839,0.88722331
92676,Solar PV,Residential,Simulated,31-Jan-2013,0,0,0,0
92677,Solar PV,Residential,Simulated,31-Jan-2013,7.50903871,189.04220192,0.04775929,0.98851107
92679,Solar PV,Residential,Simulated,31-Jan-2013,4.18106656,76.07864744,0.03295196,0.53725035
92688,Solar PV,Residential,Simulated,31-Jan-2013,1.62438621,37.9149238,0.01005902,0.18974577
92690,Solar PV,Residential,Simulated,31-Jan-2013,0,0,0,0
92691,Solar PV,Residential,Simulated,31-Jan-2013,2.70315972,54.96833555,0.01731462,0.2960553
92692,Solar PV,Residential,Simulated,31-Jan-2013,3.72720646,71.47490768,0.02200515,0.36624912
92693,Solar PV,Residential,Simulated,31-Jan-2013,0,0,0,0
92694,Solar PV,Residential,Simulated,31-Jan-2013,9.33834784,589.89547283,0.05695764,1.49819999
92697,Solar PV,Residential,Simulated,31-Jan-2013,0,0,0,0
91901,Solar PV,Residential,Actual,28-Feb-2013,9,326,0.0726,2.110521
91902,Solar PV,Residential,Actual,28-Feb-2013,5,178,0.026,0.898931
91905,Solar PV,Residential,Actual,28-Feb-2013,1,12,0.0055,0.0745
91906,Solar PV,Residential,Actual,28-Feb-2013,0,14,0,0.0547
91910,Solar PV,Residential,Actual,28-Feb-2013,6,192,0.0238,0.730013
91911,Solar PV,Residential,Actual,28-Feb-2013,2,153,0.0066,0.407792
91913,Solar PV,Residential,Actual,28-Feb-2013,9,258,0.0289,0.6658
91914,Solar PV,Residential,Actual,28-Feb-2013,7,105,0.0225,0.4274
91915,Solar PV,Residential,Actual,28-Feb-2013,2,63,0.0089,0.242738
91916,Solar PV,Residential,Actual,28-Feb-2013,0,23,0,0.127415
91917,Solar PV,Residential,Actual,28-Feb-2013,0,8,0,0.051332
91931,Solar PV,Residential,Actual,28-Feb-2013,0,1,0,0.006
91932,Solar PV,Residential,Actual,28-Feb-2013,4,87,0.017,0.271811
91934,Solar PV,Residential,Actual,28-Feb-2013,1,4,0.0041,0.016
91935,Solar PV,Residential,Actual,28-Feb-2013,8,205,0.059,1.41121
91941,Solar PV,Residential,Actual,28-Feb-2013,6,319,0.024,1.507906
91942,Solar PV,Residential,Actual,28-Feb-2013,4,124,0.0219,0.433153
91945,Solar PV,Residential,Actual,28-Feb-2013,4,91,0.0169,0.324926
91948,Solar PV,Residential,Actual,28-Feb-2013,0,1,0,0.0012
91950,Solar PV,Residential,Actual,28-Feb-2013,3,44,0.0069,0.1186
91962,Solar PV,Residential,Actual,28-Feb-2013,1,10,0.0069,0.0425
91963,Solar PV,Residential,Actual,28-Feb-2013,0,7,0,0.0332
91977,Solar PV,Residential,Actual,28-Feb-2013,13,225,0.0574,0.843202
91978,Solar PV,Residential,Actual,28-Feb-2013,1,47,0.0052,0.17927
91980,Solar PV,Residential,Actual,28-Feb-2013,0,0
92003,Solar PV,Residential,Actual,28-Feb-2013,1,56,0.0047,0.425467
92004,Solar PV,Residential,Actual,28-Feb-2013,1,88,0.0022,0.401659
92007,Solar PV,Residential,Actual,28-Feb-2013,2,81,0.0092,0.308134
92008,Solar PV,Residential,Actual,28-Feb-2013,6,131,0.034,0.5153
92009,Solar PV,Residential,Actual,28-Feb-2013,14,315,0.0814,1.507989
92010,Solar PV,Residential,Actual,28-Feb-2013,1,58,0.0105,0.213026
92011,Solar PV,Residential,Actual,28-Feb-2013,14,126,0.0592,0.528371
92014,Solar PV,Residential,Actual,28-Feb-2013,4,166,0.0267,0.796934
92019,Solar PV,Residential,Actual,28-Feb-2013,8,328,0.0369,1.766174
92020,Solar PV,Residential,Actual,28-Feb-2013,6,263,0.0344,1.288905
92021,Solar PV,Residential,Actual,28-Feb-2013,9,371,0.0593,2.025521
92024,Solar PV,Residential,Actual,28-Feb-2013,7,417,0.0399,1.977648
92025,Solar PV,Residential,Actual,28-Feb-2013,9,259,0.0605,1.491631
92026,Solar PV,Residential,Actual,28-Feb-2013,16,302,0.0885,1.552603
92027,Solar PV,Residential,Actual,28-Feb-2013,10,259,0.061,1.218114
92028,Solar PV,Residential,Actual,28-Feb-2013,14,609,0.081,3.304833
92029,Solar PV,Residential,Actual,28-Feb-2013,5,280,0.0332,1.483712
92036,Solar PV,Residential,Actual,28-Feb-2013,2,73,0.0064,0.274361
92037,Solar PV,Residential,Actual,28-Feb-2013,9,302,0.0508,1.493409
92040,Solar PV,Residential,Actual,28-Feb-2013,18,376,0.0666,1.760835
92054,Solar PV,Residential,Actual,28-Feb-2013,3,89,0.0124,0.33039
92055,Solar PV,Residential,Actual,28-Feb-2013,0,0
92056,Solar PV,Residential,Actual,28-Feb-2013,2,152,0.0039,0.5027
92057,Solar PV,Residential,Actual,28-Feb-2013,6,224,0.0237,0.799394
92058,Solar PV,Residential,Actual,28-Feb-2013,1,37,0.0058,0.1132
92059,Solar PV,Residential,Actual,28-Feb-2013,0,21,0,0.1064
92060,Solar PV,Residential,Actual,28-Feb-2013,0,1,0,0.0018
92061,Solar PV,Residential,Actual,28-Feb-2013,1,23,0.0072,0.1113
92064,Solar PV,Residential,Actual,28-Feb-2013,19,814,0.1017,4.840112
92065,Solar PV,Residential,Actual,28-Feb-2013,35,650,0.209112,3.603261
92066,Solar PV,Residential,Actual,28-Feb-2013,0,4,0,0.0163
92067,Solar PV,Residential,Actual,28-Feb-2013,1,130,0.0061,1.591172
92069,Solar PV,Residential,Actual,28-Feb-2013,3,212,0.0144,0.773324
92070,Solar PV,Residential,Actual,28-Feb-2013,0,13,0,0.0862
92071,Solar PV,Residential,Actual,28-Feb-2013,12,315,0.0651,1.252562
92075,Solar PV,Residential,Actual,28-Feb-2013,3,113,0.0161,0.5178
92078,Solar PV,Residential,Actual,28-Feb-2013,5,414,0.0368,1.255467
92081,Solar PV,Residential,Actual,28-Feb-2013,3,107,0.0136,0.470314
92082,Solar PV,Residential,Actual,28-Feb-2013,7,338,0.0719,2.073536
92083,Solar PV,Residential,Actual,28-Feb-2013,3,68,0.0111,0.2462
92084,Solar PV,Residential,Actual,28-Feb-2013,9,311,0.0382,1.5512
92086,Solar PV,Residential,Actual,28-Feb-2013,0,19,0,0.0984
92091,Solar PV,Residential,Actual,28-Feb-2013,0,3,0,0.0139
92101,Solar PV,Residential,Actual,28-Feb-2013,0,5,0,0.0171
92102,Solar PV,Residential,Actual,28-Feb-2013,1,82,0.0058,0.193495
92103,Solar PV,Residential,Actual,28-Feb-2013,4,175,0.0146,0.684671
92104,Solar PV,Residential,Actual,28-Feb-2013,2,154,0.0044,0.476964
92105,Solar PV,Residential,Actual,28-Feb-2013,3,169,0.0073,0.4386
92106,Solar PV,Residential,Actual,28-Feb-2013,2,128,0.0051,0.570835
92107,Solar PV,Residential,Actual,28-Feb-2013,2,122,0.0067,0.446293
92108,Solar PV,Residential,Actual,28-Feb-2013,0,44,0,0.207
92109,Solar PV,Residential,Actual,28-Feb-2013,12,468,0.0284,1.204987
92110,Solar PV,Residential,Actual,28-Feb-2013,2,99,0.0115,0.381938
92111,Solar PV,Residential,Actual,28-Feb-2013,1,146,0.0015,0.484662
92112,Solar PV,Residential,Actual,28-Feb-2013,0,0
92113,Solar PV,Residential,Actual,28-Feb-2013,0,39,0,0.1872
92114,Solar PV,Residential,Actual,28-Feb-2013,11,134,0.0403,0.393449
92115,Solar PV,Residential,Actual,28-Feb-2013,2,223,0.0039,0.737048
92116,Solar PV,Residential,Actual,28-Feb-2013,2,142,0.0062,0.504907
92117,Solar PV,Residential,Actual,28-Feb-2013,10,368,0.0384,1.268347
92118,Solar PV,Residential,Actual,28-Feb-2013,0,119,0,0.509668
92119,Solar PV,Residential,Actual,28-Feb-2013,7,160,0.029,0.6231
92120,Solar PV,Residential,Actual,28-Feb-2013,9,437,0.0513,1.296732
92121,Solar PV,Residential,Actual,28-Feb-2013,0,31,0,0.14228
92122,Solar PV,Residential,Actual,28-Feb-2013,5,162,0.0212,0.656179
92123,Solar PV,Residential,Actual,28-Feb-2013,4,124,0.0118,0.4601
92124,Solar PV,Residential,Actual,28-Feb-2013,9,164,0.033011,0.676761
92126,Solar PV,Residential,Actual,28-Feb-2013,38,380,0.1244,1.236171
92127,Solar PV,Residential,Actual,28-Feb-2013,15,535,0.0829,2.00097
92128,Solar PV,Residential,Actual,28-Feb-2013,8,279,0.0364,1.272352
92129,Solar PV,Residential,Actual,28-Feb-2013,11,425,0.0415,1.64568
92130,Solar PV,Residential,Actual,28-Feb-2013,11,612,0.0448,2.337104
92131,Solar PV,Residential,Actual,28-Feb-2013,11,484,0.0618,1.98749
92136,Solar PV,Residential,Actual,28-Feb-2013,0,0
92139,Solar PV,Residential,Actual,28-Feb-2013,2,34,0.0073,0.111912
92145,Solar PV,Residential,Actual,28-Feb-2013,0,0
92154,Solar PV,Residential,Actual,28-Feb-2013,4,124,0.0104,0.369356
92173,Solar PV,Residential,Actual,28-Feb-2013,0,23,0,0.6731
92179,Solar PV,Residential,Actual,28-Feb-2013,0,0
92182,Solar PV,Residential,Actual,28-Feb-2013,0,0
92536,Solar PV,Residential,Actual,28-Feb-2013,0,1,0,0.0098
92624,Solar PV,Residential,Actual,28-Feb-2013,1,18,0.0066,0.0678
92629,Solar PV,Residential,Actual,28-Feb-2013,3,55,0.0092,0.2433
92651,Solar PV,Residential,Actual,28-Feb-2013,0,24,0,0.113692
92653,Solar PV,Residential,Actual,28-Feb-2013,1,145,0.0037,0.79501
92656,Solar PV,Residential,Actual,28-Feb-2013,0,1,0,0.003
92672,Solar PV,Residential,Actual,28-Feb-2013,1,84,0.0061,0.314226
92673,Solar PV,Residential,Actual,28-Feb-2013,3,131,0.0172,0.5451
92675,Solar PV,Residential,Actual,28-Feb-2013,3,153,0.0145,0.663021
92676,Solar PV,Residential,Actual,28-Feb-2013,0,0
92677,Solar PV,Residential,Actual,28-Feb-2013,1,175,0.0082,0.802203
92679,Solar PV,Residential,Actual,28-Feb-2013,3,67,0.0123,0.371
92688,Solar PV,Residential,Actual,28-Feb-2013,0,28,0,0.1083
92691,Solar PV,Residential,Actual,28-Feb-2013,0,47,0,0.215209
92692,Solar PV,Residential,Actual,28-Feb-2013,1,66,0.0041,0.2856
92694,Solar PV,Residential,Actual,28-Feb-2013,4,545,0.0142,1.158294
91901,Solar PV,Residential,Simulated,28-Feb-2013,12.86509441,376.33448759,0.09985747,2.57257723
91902,Solar PV,Residential,Simulated,28-Feb-2013,8.94202027,200.35236348,0.05648271,1.13177854
91905,Solar PV,Residential,Simulated,28-Feb-2013,0.60609569,14.02625736,0.00704061,0.12551935
91906,Solar PV,Residential,Simulated,28-Feb-2013,0.82763821,19.22876365,0.00487017,0.09000589
91910,Solar PV,Residential,Simulated,28-Feb-2013,9.30525715,221.23904633,0.04167274,0.89005964
91911,Solar PV,Residential,Simulated,28-Feb-2013,8.52208648,209.0779159,0.03990125,0.7202562
91913,Solar PV,Residential,Simulated,28-Feb-2013,15.66154013,295.48706945,0.07293448,1.1038009
91914,Solar PV,Residential,Simulated,28-Feb-2013,7.24336927,104.75743867,0.04424262,0.59067956
91915,Solar PV,Residential,Simulated,28-Feb-2013,6.84373536,97.83301108,0.03405436,0.45167445
91916,Solar PV,Residential,Simulated,28-Feb-2013,0.6989283,24.8326359,0.00483153,0.15836023
91917,Solar PV,Residential,Simulated,28-Feb-2013,0.25426957,9.8562103,0.00192736,0.06948207
91931,Solar PV,Residential,Simulated,28-Feb-2013,0.03809873,1.45772303,0.00022409,0.00869224
91932,Solar PV,Residential,Simulated,28-Feb-2013,2.64651554,98.24447787,0.01092223,0.32770366
91934,Solar PV,Residential,Simulated,28-Feb-2013,0.11390008,2.30175233,0.00092555,0.01557804
91935,Solar PV,Residential,Simulated,28-Feb-2013,7.92900846,225.04248657,0.06913616,1.64034542
91941,Solar PV,Residential,Simulated,28-Feb-2013,16.66635649,409.20309282,0.10283368,2.15874456
91942,Solar PV,Residential,Simulated,28-Feb-2013,6.66210654,152.34491866,0.03527298,0.64118811
91945,Solar PV,Residential,Simulated,28-Feb-2013,4.55190017,94.65524193,0.02074255,0.37234307
91948,Solar PV,Residential,Simulated,28-Feb-2013,0,1,0,0.0012
91950,Solar PV,Residential,Simulated,28-Feb-2013,2.29041182,44.62222955,0.00970058,0.15998253
91962,Solar PV,Residential,Simulated,28-Feb-2013,0.51731286,12.95755786,0.0031783,0.06170243
91963,Solar PV,Residential,Simulated,28-Feb-2013,0.33816685,8.3185708,0.00198903,0.04310099
91977,Solar PV,Residential,Simulated,28-Feb-2013,12.41104191,264.97525917,0.06249029,1.15207496
91978,Solar PV,Residential,Simulated,28-Feb-2013,2.17144661,57.770429,0.01257978,0.26687185
91980,Solar PV,Residential,Simulated,28-Feb-2013,0.01078504,0.14050814,0.00006344,0.00082644
92003,Solar PV,Residential,Simulated,28-Feb-2013,2.51889022,66.55493344,0.02311103,0.55206095
92004,Solar PV,Residential,Simulated,28-Feb-2013,2.36571064,96.14895191,0.01414065,0.46761476
92007,Solar PV,Residential,Simulated,28-Feb-2013,2.64688396,95.58399414,0.01535029,0.42060225
92008,Solar PV,Residential,Simulated,28-Feb-2013,5.99871294,164.31276171,0.03355907,0.75766748
92009,Solar PV,Residential,Simulated,28-Feb-2013,18.68343834,429.06684035,0.11606634,2.32405388
92010,Solar PV,Residential,Simulated,28-Feb-2013,3.76795361,86.93247359,0.0258119,0.44377917
92011,Solar PV,Residential,Simulated,28-Feb-2013,6.46964059,164.6275996,0.03640262,0.79045025
92014,Solar PV,Residential,Simulated,28-Feb-2013,4.3221546,169.49101534,0.02917588,0.92796399
92019,Solar PV,Residential,Simulated,28-Feb-2013,20.88716387,425.63755615,0.14165971,2.56017998
92020,Solar PV,Residential,Simulated,28-Feb-2013,12.7215955,316.70154664,0.07611867,1.71238167
92021,Solar PV,Residential,Simulated,28-Feb-2013,17.8458684,450.18759733,0.11403741,2.58915558
92024,Solar PV,Residential,Simulated,28-Feb-2013,16.44869753,500.49910798,0.10862077,2.63802248
92025,Solar PV,Residential,Simulated,28-Feb-2013,12.00455599,307.75973388,0.07582198,1.82248702
92026,Solar PV,Residential,Simulated,28-Feb-2013,14.85508341,347.20672447,0.0855515,1.85196328
92027,Solar PV,Residential,Simulated,28-Feb-2013,14.91724784,328.48852274,0.10630393,1.91559415
92028,Solar PV,Residential,Simulated,28-Feb-2013,21.96459037,650.28995023,0.14480477,3.66129865
92029,Solar PV,Residential,Simulated,28-Feb-2013,10.10263494,305.54542982,0.05619724,1.60224872
92036,Solar PV,Residential,Simulated,28-Feb-2013,1.00654539,70.28008529,0.00594816,0.28923945
92037,Solar PV,Residential,Simulated,28-Feb-2013,11.4116152,361.78543249,0.0817031,2.0205861
92040,Solar PV,Residential,Simulated,28-Feb-2013,26.671511,536.65355652,0.18384659,3.11100147
92054,Solar PV,Residential,Simulated,28-Feb-2013,3.40055538,101.17176815,0.01770489,0.42943666
92055,Solar PV,Residential,Simulated,28-Feb-2013,0,0,0,0
92056,Solar PV,Residential,Simulated,28-Feb-2013,9.60159665,209.83176156,0.04462386,0.81151045
92057,Solar PV,Residential,Simulated,28-Feb-2013,12.4503941,278.01365044,0.06221323,1.18183285
92058,Solar PV,Residential,Simulated,28-Feb-2013,2.13472385,49.78057261,0.00973424,0.18223825
92059,Solar PV,Residential,Simulated,28-Feb-2013,1.18046771,25.90855834,0.00835913,0.15140808
92060,Solar PV,Residential,Simulated,28-Feb-2013,0.05174603,1.59466092,0.00030436,0.00529768
92061,Solar PV,Residential,Simulated,28-Feb-2013,1.19174113,25.74143561,0.00898538,0.15526669
92064,Solar PV,Residential,Simulated,28-Feb-2013,30.05570411,953.1436976,0.2219946,6.10998479
92065,Solar PV,Residential,Simulated,28-Feb-2013,28.38576825,748.00264593,0.20987456,4.65212421
92066,Solar PV,Residential,Simulated,28-Feb-2013,0.13845834,4.58184757,0.00084231,0.02172317
92067,Solar PV,Residential,Simulated,28-Feb-2013,5.26764594,151.9329039,0.06293888,1.81896227
92068,Solar PV,Residential,Simulated,28-Feb-2013,0,0,0,0
92069,Solar PV,Residential,Simulated,28-Feb-2013,13.66855125,300.32750983,0.07024128,1.23594165
92070,Solar PV,Residential,Simulated,28-Feb-2013,0.2382793,12.59996667,0.0013634,0.08187668
92071,Solar PV,Residential,Simulated,28-Feb-2013,19.92709852,411.19704992,0.09727934,1.79402085
92072,Solar PV,Residential,Simulated,28-Feb-2013,0,0,0,0
92075,Solar PV,Residential,Simulated,28-Feb-2013,3.33641387,130.28887734,0.02082293,0.65286518
92078,Solar PV,Residential,Simulated,28-Feb-2013,13.67050208,479.49857923,0.07478554,1.7580869
92081,Solar PV,Residential,Simulated,28-Feb-2013,5.58501364,135.12919254,0.02822917,0.60894286
92082,Solar PV,Residential,Simulated,28-Feb-2013,14.22911997,384.95399121,0.11908963,2.6310987
92083,Solar PV,Residential,Simulated,28-Feb-2013,4.51891501,93.7397664,0.02156594,0.38810421
92084,Solar PV,Residential,Simulated,28-Feb-2013,13.33624535,373.56513197,0.08799177,2.07831792
92085,Solar PV,Residential,Simulated,28-Feb-2013,0,0,0,0
92086,Solar PV,Residential,Simulated,28-Feb-2013,0.42016537,20.82109261,0.00365967,0.12900213
92091,Solar PV,Residential,Simulated,28-Feb-2013,0.43158911,7.93686576,0.00367779,0.0559695
92092,Solar PV,Residential,Simulated,28-Feb-2013,0.00632664,0.08388851,0.00003721,0.00049342
92093,Solar PV,Residential,Simulated,28-Feb-2013,0,0,0,0
92096,Solar PV,Residential,Simulated,28-Feb-2013,0,0,0,0
92101,Solar PV,Residential,Simulated,28-Feb-2013,0.24861159,6.35160682,0.00164939,0.0311359
92102,Solar PV,Residential,Simulated,28-Feb-2013,3.00619984,89.7046559,0.01394956,0.27003376
92103,Solar PV,Residential,Simulated,28-Feb-2013,4.14283169,190.13986363,0.02368237,0.79226219
92104,Solar PV,Residential,Simulated,28-Feb-2013,4.25306563,172.8916131,0.01833198,0.59242196
92105,Solar PV,Residential,Simulated,28-Feb-2013,4.96247567,164.23093233,0.02372842,0.54613517
92106,Solar PV,Residential,Simulated,28-Feb-2013,6.27518276,166.77305337,0.03759353,0.86242411
92107,Solar PV,Residential,Simulated,28-Feb-2013,3.62902478,137.62073654,0.01784745,0.54700072
92108,Solar PV,Residential,Simulated,28-Feb-2013,0.93897106,48.05835137,0.00935728,0.3080325
92109,Solar PV,Residential,Simulated,28-Feb-2013,5.10994249,461.72053531,0.0231769,1.19970971
92110,Solar PV,Residential,Simulated,28-Feb-2013,6.1768852,152.20078893,0.03245032,0.66824547
92111,Solar PV,Residential,Simulated,28-Feb-2013,6.28236934,165.94231793,0.02901573,0.6268159
92112,Solar PV,Residential,Simulated,28-Feb-2013,0,0,0,0
92113,Solar PV,Residential,Simulated,28-Feb-2013,1.69864509,47.76263082,0.00811529,0.25631618
92114,Solar PV,Residential,Simulated,28-Feb-2013,9.87011722,163.46725748,0.04237244,0.6039622
92115,Solar PV,Residential,Simulated,28-Feb-2013,8.74567093,263.027954,0.04058986,0.95999147
92116,Solar PV,Residential,Simulated,28-Feb-2013,4.86944431,171.72611902,0.02185633,0.64113172
92117,Solar PV,Residential,Simulated,28-Feb-2013,12.11333385,400.1909033,0.0538971,1.48121283
92118,Solar PV,Residential,Simulated,28-Feb-2013,4.66821014,152.76541518,0.0284545,0.74569771
92119,Solar PV,Residential,Simulated,28-Feb-2013,9.06308096,204.68916671,0.0474168,0.90642822
92120,Solar PV,Residential,Simulated,28-Feb-2013,12.46549088,487.22883112,0.06971458,1.6918766
92121,Solar PV,Residential,Simulated,28-Feb-2013,1.86706699,44.16689381,0.01046738,0.21935473
92122,Solar PV,Residential,Simulated,28-Feb-2013,6.62753808,191.20260343,0.03423557,0.83741529
92123,Solar PV,Residential,Simulated,28-Feb-2013,13.09370064,233.86657076,0.06452395,1.04151028
92124,Solar PV,Residential,Simulated,28-Feb-2013,10.71304178,257.85166293,0.05654584,1.1933274
92126,Solar PV,Residential,Simulated,28-Feb-2013,15.91310418,298.20720639,0.07494094,1.1941236
92127,Solar PV,Residential,Simulated,28-Feb-2013,21.44443555,626.42606651,0.13094451,2.82030257
92128,Solar PV,Residential,Simulated,28-Feb-2013,14.22364907,346.63475279,0.07254038,1.67518669
92129,Solar PV,Residential,Simulated,28-Feb-2013,20.52923575,521.12768983,0.10474454,2.28754499
92130,Solar PV,Residential,Simulated,28-Feb-2013,19.97682979,709.42546208,0.11823175,3.08716423
92131,Solar PV,Residential,Simulated,28-Feb-2013,19.84606118,600.06991203,0.12116756,2.7691413
92132,Solar PV,Residential,Simulated,28-Feb-2013,0,0,0,0
92136,Solar PV,Residential,Simulated,28-Feb-2013,0.00801228,0.10578115,0.00004713,0.00062218
92139,Solar PV,Residential,Simulated,28-Feb-2013,4.80809004,65.49758215,0.01936587,0.25126566
92145,Solar PV,Residential,Simulated,28-Feb-2013,0.02076897,0.25946977,0.00007605,0.00095005
92152,Solar PV,Residential,Simulated,28-Feb-2013,0,0,0,0
92154,Solar PV,Residential,Simulated,28-Feb-2013,7.84222418,160.29260815,0.04277077,0.66481199
92158,Solar PV,Residential,Simulated,28-Feb-2013,0,0,0,0
92161,Solar PV,Residential,Simulated,28-Feb-2013,0,0,0,0
92173,Solar PV,Residential,Simulated,28-Feb-2013,1.38445167,32.49744621,0.00511846,0.70959561
92179,Solar PV,Residential,Simulated,28-Feb-2013,0,0,0,0
92182,Solar PV,Residential,Simulated,28-Feb-2013,0,0,0,0
92199,Solar PV,Residential,Simulated,28-Feb-2013,0,0,0,0
92536,Solar PV,Residential,Simulated,28-Feb-2013,0.05751629,0.78076544,0.00021385,0.00290289
92624,Solar PV,Residential,Simulated,28-Feb-2013,0.68552218,23.30579075,0.00458047,0.10819703
92629,Solar PV,Residential,Simulated,28-Feb-2013,2.62831598,70.69634552,0.01744517,0.39308114
92651,Solar PV,Residential,Simulated,28-Feb-2013,0.51142228,25.41201534,0.00335132,0.13000364
92653,Solar PV,Residential,Simulated,28-Feb-2013,6.47635097,166.37122246,0.05324531,1.11980986
92656,Solar PV,Residential,Simulated,28-Feb-2013,0.07133761,1.97391175,0.00038595,0.00826906
92672,Solar PV,Residential,Simulated,28-Feb-2013,3.23173575,101.78080173,0.01833728,0.44257323
92673,Solar PV,Residential,Simulated,28-Feb-2013,7.32198382,145.53560459,0.04901192,0.79469566
92674,Solar PV,Residential,Simulated,28-Feb-2013,0,0,0,0
92675,Solar PV,Residential,Simulated,28-Feb-2013,5.33468088,178.06177088,0.0374918,0.92471511
92676,Solar PV,Residential,Simulated,28-Feb-2013,0,0,0,0
92677,Solar PV,Residential,Simulated,28-Feb-2013,7.7744228,196.81662471,0.04944719,1.03795826
92679,Solar PV,Residential,Simulated,28-Feb-2013,4.38836596,80.4670134,0.03458573,0.57183608
92688,Solar PV,Residential,Simulated,28-Feb-2013,1.68882648,39.60375027,0.01045807,0.20020383
92690,Solar PV,Residential,Simulated,28-Feb-2013,0,0,0,0
92691,Solar PV,Residential,Simulated,28-Feb-2013,2.80681602,57.77515156,0.01797857,0.31403387
92692,Solar PV,Residential,Simulated,28-Feb-2013,3.90069321,75.37560089,0.02302941,0.38927853
92693,Solar PV,Residential,Simulated,28-Feb-2013,0,0,0,0
92694,Solar PV,Residential,Simulated,28-Feb-2013,9.74841597,599.6438888,0.05945878,1.55765878
92697,Solar PV,Residential,Simulated,28-Feb-2013,0,0,0,0
91901,Solar PV,Residential,Actual,31-Mar-2013,9,335,0.053238,2.163759
91902,Solar PV,Residential,Actual,31-Mar-2013,3,181,0.018602,0.917533
91905,Solar PV,Residential,Actual,31-Mar-2013,0,12,0,0.0745
91906,Solar PV,Residential,Actual,31-Mar-2013,0,14,0,0.0547
91910,Solar PV,Residential,Actual,31-Mar-2013,3,195,0.0073,0.737313
91911,Solar PV,Residential,Actual,31-Mar-2013,6,159,0.0238,0.431592
91913,Solar PV,Residential,Actual,31-Mar-2013,16,274,0.039996,0.705796
91914,Solar PV,Residential,Actual,31-Mar-2013,10,115,0.03452,0.46192
91915,Solar PV,Residential,Actual,31-Mar-2013,2,65,0.007209,0.249947
91916,Solar PV,Residential,Actual,31-Mar-2013,0,23,0,0.127415
91917,Solar PV,Residential,Actual,31-Mar-2013,0,8,0,0.051332
91931,Solar PV,Residential,Actual,31-Mar-2013,0,1,0,0.006
91932,Solar PV,Residential,Actual,31-Mar-2013,0,87,0,0.271811
91934,Solar PV,Residential,Actual,31-Mar-2013,0,4,0,0.016
91935,Solar PV,Residential,Actual,31-Mar-2013,5,210,0.036798,1.448008
91941,Solar PV,Residential,Actual,31-Mar-2013,15,334,0.091972,1.599878
91942,Solar PV,Residential,Actual,31-Mar-2013,6,130,0.026771,0.459924
91945,Solar PV,Residential,Actual,31-Mar-2013,5,96,0.02133,0.346256
91948,Solar PV,Residential,Actual,31-Mar-2013,0,1,0,0.0012
91950,Solar PV,Residential,Actual,31-Mar-2013,4,48,0.0127,0.1313
91962,Solar PV,Residential,Actual,31-Mar-2013,1,11,0.004994,0.047494
91963,Solar PV,Residential,Actual,31-Mar-2013,0,7,0,0.0332
91977,Solar PV,Residential,Actual,31-Mar-2013,6,231,0.028999,0.872201
91978,Solar PV,Residential,Actual,31-Mar-2013,1,48,0.0081,0.18737
91980,Solar PV,Residential,Actual,31-Mar-2013,0,0
92003,Solar PV,Residential,Actual,31-Mar-2013,4,60,0.016864,0.442331
92004,Solar PV,Residential,Actual,31-Mar-2013,1,89,0.0016,0.403259
92007,Solar PV,Residential,Actual,31-Mar-2013,0,81,0,0.308134
92008,Solar PV,Residential,Actual,31-Mar-2013,6,137,0.020633,0.535933
92009,Solar PV,Residential,Actual,31-Mar-2013,13,328,0.070291,1.57828
92010,Solar PV,Residential,Actual,31-Mar-2013,2,60,0.009384,0.22241
92011,Solar PV,Residential,Actual,31-Mar-2013,14,140,0.038245,0.566616
92014,Solar PV,Residential,Actual,31-Mar-2013,2,168,0.009,0.805934
92019,Solar PV,Residential,Actual,31-Mar-2013,9,337,0.057638,1.823812
92020,Solar PV,Residential,Actual,31-Mar-2013,7,270,0.023894,1.312799
92021,Solar PV,Residential,Actual,31-Mar-2013,17,388,0.096447,2.121968
92024,Solar PV,Residential,Actual,31-Mar-2013,9,426,0.041047,2.018695
92025,Solar PV,Residential,Actual,31-Mar-2013,7,266,0.045964,1.537595
