Spatial ID,Output DER Types,All Sectors,Act vs Sim,Output Periods,Incremental Count (Calibration),Cumulative Count (Calibration),Incremental MW-AC (Calibration),Cumulative MW-AC (Calibration)
92692,Solar PV,NonResidential,Actual,30-Nov-2015,0,3,0,0.275
92694,Solar PV,NonResidential,Actual,30-Nov-2015,0,4,0,0.182355
91901,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00736753,0.67486722
91902,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00569201,0.17303777
91905,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00231842,0.15259957
91906,Solar PV,NonResidential,Simulated,30-Nov-2015,0.01733576,0.56416092
91910,Solar PV,NonResidential,Simulated,30-Nov-2015,0.08832582,4.45010218
91911,Solar PV,NonResidential,Simulated,30-Nov-2015,0.04405086,2.73984115
91913,Solar PV,NonResidential,Simulated,30-Nov-2015,0.0612439,2.40068461
91914,Solar PV,NonResidential,Simulated,30-Nov-2015,0.03190343,0.84856256
91915,Solar PV,NonResidential,Simulated,30-Nov-2015,0.03968175,1.75247481
91916,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00090552,0.0302492
91917,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00162576,0.01524425
91931,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00073998,0.0069699
91932,Solar PV,NonResidential,Simulated,30-Nov-2015,0.0124824,0.57811021
91934,Solar PV,NonResidential,Simulated,30-Nov-2015,0,0
91935,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00094447,0.05718666
91941,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00115057,0.066167
91942,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00263707,2.71546567
91945,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00624845,0.23992359
91948,Solar PV,NonResidential,Simulated,30-Nov-2015,0,0
91950,Solar PV,NonResidential,Simulated,30-Nov-2015,0.04652999,1.97334237
91962,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00002662,0.00076376
91963,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00013447,0.0009758
91977,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00757934,0.1725175
91978,Solar PV,NonResidential,Simulated,30-Nov-2015,0.01019824,0.32918816
91980,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00037596,0.03098182
92003,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00794164,0.53934288
92004,Solar PV,NonResidential,Simulated,30-Nov-2015,0.0224698,1.17457434
92007,Solar PV,NonResidential,Simulated,30-Nov-2015,0.0001647,0.0130394
92008,Solar PV,NonResidential,Simulated,30-Nov-2015,0.02241932,0.67197682
92009,Solar PV,NonResidential,Simulated,30-Nov-2015,0.04232423,2.05222805
92010,Solar PV,NonResidential,Simulated,30-Nov-2015,0.01817679,0.77538932
92011,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00591278,0.57675149
92014,Solar PV,NonResidential,Simulated,30-Nov-2015,0.0015415,1.03050795
92019,Solar PV,NonResidential,Simulated,30-Nov-2015,0.02672435,1.05818843
92020,Solar PV,NonResidential,Simulated,30-Nov-2015,0.04845453,2.41430266
92021,Solar PV,NonResidential,Simulated,30-Nov-2015,0.0209113,1.03987858
92024,Solar PV,NonResidential,Simulated,30-Nov-2015,0.03087073,1.03810463
92025,Solar PV,NonResidential,Simulated,30-Nov-2015,0.03979082,1.91727382
92026,Solar PV,NonResidential,Simulated,30-Nov-2015,0.03783044,1.123694
92027,Solar PV,NonResidential,Simulated,30-Nov-2015,0.02995327,2.07141086
92028,Solar PV,NonResidential,Simulated,30-Nov-2015,0.07395652,4.64801861
92029,Solar PV,NonResidential,Simulated,30-Nov-2015,0.0406539,1.62501357
92036,Solar PV,NonResidential,Simulated,30-Nov-2015,0.0001226,0.0499977
92037,Solar PV,NonResidential,Simulated,30-Nov-2015,0.02687093,2.5268377
92040,Solar PV,NonResidential,Simulated,30-Nov-2015,0.01093622,0.37411905
92054,Solar PV,NonResidential,Simulated,30-Nov-2015,0.04272568,2.34669054
92055,Solar PV,NonResidential,Simulated,30-Nov-2015,0.09004103,1.06648297
92056,Solar PV,NonResidential,Simulated,30-Nov-2015,0.08235977,3.62082715
92057,Solar PV,NonResidential,Simulated,30-Nov-2015,0.01223379,0.7836294
92058,Solar PV,NonResidential,Simulated,30-Nov-2015,0.02200131,1.28952537
92059,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00203718,0.08200828
92060,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00003203,0.00023174
92061,Solar PV,NonResidential,Simulated,30-Nov-2015,0.0342492,1.61852934
92064,Solar PV,NonResidential,Simulated,30-Nov-2015,0.07519352,3.77993332
92065,Solar PV,NonResidential,Simulated,30-Nov-2015,0.01661913,0.97768029
92066,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00001957,0.00014112
92067,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00916655,0.36589861
92068,Solar PV,NonResidential,Simulated,30-Nov-2015,0,0
92069,Solar PV,NonResidential,Simulated,30-Nov-2015,0.03908593,2.98670213
92070,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00002142,0.00034759
92071,Solar PV,NonResidential,Simulated,30-Nov-2015,0.05499787,3.16384521
92072,Solar PV,NonResidential,Simulated,30-Nov-2015,0.0000007,0.00002485
92075,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00349037,0.14295115
92078,Solar PV,NonResidential,Simulated,30-Nov-2015,0.0182746,0.6268263
92081,Solar PV,NonResidential,Simulated,30-Nov-2015,0.07854249,2.65589339
92082,Solar PV,NonResidential,Simulated,30-Nov-2015,0.02203165,2.95510363
92083,Solar PV,NonResidential,Simulated,30-Nov-2015,0.0218629,0.78463087
92084,Solar PV,NonResidential,Simulated,30-Nov-2015,0.0082957,0.27710757
92085,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00000028,0.00000923
92086,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00032709,0.12920211
92091,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00086773,0.01237832
92092,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00000083,0.00002766
92093,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00000005,0.00000163
92096,Solar PV,NonResidential,Simulated,30-Nov-2015,0.000016,0.00056847
92101,Solar PV,NonResidential,Simulated,30-Nov-2015,0.03815853,1.98677308
92102,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00669749,0.72379023
92103,Solar PV,NonResidential,Simulated,30-Nov-2015,0.01069633,0.64203653
92104,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00946737,0.4360649
92105,Solar PV,NonResidential,Simulated,30-Nov-2015,0.0286694,1.08305925
92106,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00647865,1.50416379
92107,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00075187,0.06411174
92108,Solar PV,NonResidential,Simulated,30-Nov-2015,0.03445941,2.73230537
92109,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00239744,0.14761892
92110,Solar PV,NonResidential,Simulated,30-Nov-2015,0.02089879,2.93132024
92111,Solar PV,NonResidential,Simulated,30-Nov-2015,0.07488989,3.49876161
92112,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00022084,0.00203009
92113,Solar PV,NonResidential,Simulated,30-Nov-2015,0.02994132,1.38958187
92114,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00875605,0.25662861
92115,Solar PV,NonResidential,Simulated,30-Nov-2015,0.04285592,1.67281675
92116,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00713762,0.43761511
92117,Solar PV,NonResidential,Simulated,30-Nov-2015,0.0096863,0.41331425
92118,Solar PV,NonResidential,Simulated,30-Nov-2015,0.0327378,1.05381765
92119,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00761623,0.18307609
92120,Solar PV,NonResidential,Simulated,30-Nov-2015,0.01878208,1.70201725
92121,Solar PV,NonResidential,Simulated,30-Nov-2015,0.05731339,3.32059432
92122,Solar PV,NonResidential,Simulated,30-Nov-2015,0.01095907,0.68759415
92123,Solar PV,NonResidential,Simulated,30-Nov-2015,0.05981311,3.60977857
92124,Solar PV,NonResidential,Simulated,30-Nov-2015,0.01207108,0.67428682
92126,Solar PV,NonResidential,Simulated,30-Nov-2015,0.04878533,2.6225575
92127,Solar PV,NonResidential,Simulated,30-Nov-2015,0.05212834,2.8137516
92128,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00752974,0.33012164
92129,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00668534,0.33251266
92130,Solar PV,NonResidential,Simulated,30-Nov-2015,0.05111928,2.10025823
92131,Solar PV,NonResidential,Simulated,30-Nov-2015,0.02477819,1.66763618
92132,Solar PV,NonResidential,Simulated,30-Nov-2015,0.0000015,0.00004985
92136,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00988862,0.08927611
92139,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00377892,0.07427131
92145,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00009146,0.00178488
92152,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00000027,0.00000916
92154,Solar PV,NonResidential,Simulated,30-Nov-2015,0.1103707,4.39907763
92158,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00001857,0.00065973
92161,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00000001,0.0000002
92173,Solar PV,NonResidential,Simulated,30-Nov-2015,0.01567698,1.42363614
92179,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00084477,0.01101617
92182,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00000134,0.05184479
92199,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00002459,0.00087362
92536,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00031013,0.01926921
92624,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00004105,0.00121701
92629,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00184607,0.07111744
92651,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00039327,0.00586679
92653,Solar PV,NonResidential,Simulated,30-Nov-2015,0.01561192,0.24637815
92656,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00998683,0.30461664
92672,Solar PV,NonResidential,Simulated,30-Nov-2015,0.08712749,3.1702865
92673,Solar PV,NonResidential,Simulated,30-Nov-2015,0.0285192,1.65374354
92674,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00000038,0.00001253
92675,Solar PV,NonResidential,Simulated,30-Nov-2015,0.03606751,1.17260473
92676,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00000109,0.00003152
92677,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00274949,0.05976641
92679,Solar PV,NonResidential,Simulated,30-Nov-2015,0.0000095,0.00029511
92688,Solar PV,NonResidential,Simulated,30-Nov-2015,0.01724773,0.27635964
92690,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00000068,0.00002281
92691,Solar PV,NonResidential,Simulated,30-Nov-2015,0.03124055,0.8376443
92692,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00523703,0.36993242
92693,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00000002,0.00000066
92694,Solar PV,NonResidential,Simulated,30-Nov-2015,0.00696474,0.32654669
92697,Solar PV,NonResidential,Simulated,30-Nov-2015,0,0.00000002
91901,Solar PV,NonResidential,Actual,31-Dec-2015,0,14,0,0.602307
91902,Solar PV,NonResidential,Actual,31-Dec-2015,0,3,0,0.202357
91905,Solar PV,NonResidential,Actual,31-Dec-2015,0,5,0,0.158287
91906,Solar PV,NonResidential,Actual,31-Dec-2015,0,6,0,0.621421
91910,Solar PV,NonResidential,Actual,31-Dec-2015,0,34,0,4.191673
91911,Solar PV,NonResidential,Actual,31-Dec-2015,0,19,0,2.976681
91913,Solar PV,NonResidential,Actual,31-Dec-2015,0,6,0,2.306372
91914,Solar PV,NonResidential,Actual,31-Dec-2015,0,3,0,0.778931
91915,Solar PV,NonResidential,Actual,31-Dec-2015,0,10,0,1.493249
91916,Solar PV,NonResidential,Actual,31-Dec-2015,0,2,0,0.023384
91917,Solar PV,NonResidential,Actual,31-Dec-2015,0,0
91931,Solar PV,NonResidential,Actual,31-Dec-2015,0,0
91932,Solar PV,NonResidential,Actual,31-Dec-2015,0,5,0,0.489829
91934,Solar PV,NonResidential,Actual,31-Dec-2015,0,0
91935,Solar PV,NonResidential,Actual,31-Dec-2015,0,9,0,0.052591
91941,Solar PV,NonResidential,Actual,31-Dec-2015,1,9,0.004117,0.068592
91942,Solar PV,NonResidential,Actual,31-Dec-2015,16,24,0.169445,2.711259
91945,Solar PV,NonResidential,Actual,31-Dec-2015,0,8,0,0.085598
91948,Solar PV,NonResidential,Actual,31-Dec-2015,0,0
91950,Solar PV,NonResidential,Actual,31-Dec-2015,0,29,0,1.42947
91962,Solar PV,NonResidential,Actual,31-Dec-2015,0,0
91963,Solar PV,NonResidential,Actual,31-Dec-2015,0,0
91977,Solar PV,NonResidential,Actual,31-Dec-2015,0,4,0,0.143257
91978,Solar PV,NonResidential,Actual,31-Dec-2015,0,5,0,0.362912
91980,Solar PV,NonResidential,Actual,31-Dec-2015,0,2,0,0.0222
92003,Solar PV,NonResidential,Actual,31-Dec-2015,1,15,0.0085,0.481188
92004,Solar PV,NonResidential,Actual,31-Dec-2015,1,12,0.089376,1.375611
92007,Solar PV,NonResidential,Actual,31-Dec-2015,0,3,0,0.013104
92008,Solar PV,NonResidential,Actual,31-Dec-2015,0,12,0,0.397311
92009,Solar PV,NonResidential,Actual,31-Dec-2015,4,21,0.224234,2.142816
92010,Solar PV,NonResidential,Actual,31-Dec-2015,0,10,0,0.551476
92011,Solar PV,NonResidential,Actual,31-Dec-2015,0,11,0,0.526913
92014,Solar PV,NonResidential,Actual,31-Dec-2015,0,5,0,1.031905
92019,Solar PV,NonResidential,Actual,31-Dec-2015,0,6,0,0.400537
92020,Solar PV,NonResidential,Actual,31-Dec-2015,4,47,0.140449,1.844356
92021,Solar PV,NonResidential,Actual,31-Dec-2015,2,17,0.02953,0.65356
92024,Solar PV,NonResidential,Actual,31-Dec-2015,4,31,0.066925,0.666143
92025,Solar PV,NonResidential,Actual,31-Dec-2015,1,42,0.026911,1.595647
92026,Solar PV,NonResidential,Actual,31-Dec-2015,1,19,0.274087,0.852239
92027,Solar PV,NonResidential,Actual,31-Dec-2015,0,28,0,1.983484
92028,Solar PV,NonResidential,Actual,31-Dec-2015,3,51,0.015803,4.773128
92029,Solar PV,NonResidential,Actual,31-Dec-2015,2,20,0.04944,0.841742
92036,Solar PV,NonResidential,Actual,31-Dec-2015,0,7,0,0.036758
92037,Solar PV,NonResidential,Actual,31-Dec-2015,0,21,0,2.841604
92040,Solar PV,NonResidential,Actual,31-Dec-2015,1,12,0.00698,0.370659
92054,Solar PV,NonResidential,Actual,31-Dec-2015,0,16,0,2.417138
92055,Solar PV,NonResidential,Actual,31-Dec-2015,0,1,0,1.892495
92056,Solar PV,NonResidential,Actual,31-Dec-2015,0,14,0,2.617734
92057,Solar PV,NonResidential,Actual,31-Dec-2015,0,6,0,0.868787
92058,Solar PV,NonResidential,Actual,31-Dec-2015,0,6,0,1.326986
92059,Solar PV,NonResidential,Actual,31-Dec-2015,0,4,0,0.030499
92060,Solar PV,NonResidential,Actual,31-Dec-2015,0,0
92061,Solar PV,NonResidential,Actual,31-Dec-2015,0,10,0,1.632038
92064,Solar PV,NonResidential,Actual,31-Dec-2015,3,72,0.718922,3.686122
92065,Solar PV,NonResidential,Actual,31-Dec-2015,1,46,0.004114,1.0161
92066,Solar PV,NonResidential,Actual,31-Dec-2015,0,0
92067,Solar PV,NonResidential,Actual,31-Dec-2015,1,13,0.013175,0.352092
92069,Solar PV,NonResidential,Actual,31-Dec-2015,0,17,0,2.499803
92070,Solar PV,NonResidential,Actual,31-Dec-2015,0,0
92071,Solar PV,NonResidential,Actual,31-Dec-2015,0,40,0,3.018051
92075,Solar PV,NonResidential,Actual,31-Dec-2015,1,12,0.005699,0.07576
92078,Solar PV,NonResidential,Actual,31-Dec-2015,0,19,0,0.683388
92081,Solar PV,NonResidential,Actual,31-Dec-2015,5,35,0.320975,2.255765
92082,Solar PV,NonResidential,Actual,31-Dec-2015,4,47,0.014993,3.014961
92083,Solar PV,NonResidential,Actual,31-Dec-2015,0,8,0,0.855804
92084,Solar PV,NonResidential,Actual,31-Dec-2015,1,13,0.004221,0.269082
92086,Solar PV,NonResidential,Actual,31-Dec-2015,1,6,0.0048,0.13644
92091,Solar PV,NonResidential,Actual,31-Dec-2015,0,1,0,0.022463
92101,Solar PV,NonResidential,Actual,31-Dec-2015,0,32,0,1.944957
92102,Solar PV,NonResidential,Actual,31-Dec-2015,1,7,0.005255,0.685876
92103,Solar PV,NonResidential,Actual,31-Dec-2015,0,19,0,0.513777
92104,Solar PV,NonResidential,Actual,31-Dec-2015,1,18,0.020908,0.438585
92105,Solar PV,NonResidential,Actual,31-Dec-2015,0,33,0,1.002611
92106,Solar PV,NonResidential,Actual,31-Dec-2015,0,13,0,1.476259
92107,Solar PV,NonResidential,Actual,31-Dec-2015,0,6,0,0.043425
92108,Solar PV,NonResidential,Actual,31-Dec-2015,1,49,0.097024,2.797991
92109,Solar PV,NonResidential,Actual,31-Dec-2015,0,18,0,0.130534
92110,Solar PV,NonResidential,Actual,31-Dec-2015,0,19,0,3.042796
92111,Solar PV,NonResidential,Actual,31-Dec-2015,0,29,0,3.075009
92112,Solar PV,NonResidential,Actual,31-Dec-2015,0,0
92113,Solar PV,NonResidential,Actual,31-Dec-2015,0,45,0,0.902184
92114,Solar PV,NonResidential,Actual,31-Dec-2015,0,13,0,0.362686
92115,Solar PV,NonResidential,Actual,31-Dec-2015,0,21,0,1.749659
92116,Solar PV,NonResidential,Actual,31-Dec-2015,0,8,0,0.370723
92117,Solar PV,NonResidential,Actual,31-Dec-2015,0,6,0,0.38083
92118,Solar PV,NonResidential,Actual,31-Dec-2015,0,8,0,1.418646
92119,Solar PV,NonResidential,Actual,31-Dec-2015,0,5,0,0.17546
92120,Solar PV,NonResidential,Actual,31-Dec-2015,0,11,0,1.625697
92121,Solar PV,NonResidential,Actual,31-Dec-2015,0,36,0,2.887734
92122,Solar PV,NonResidential,Actual,31-Dec-2015,0,8,0,0.670739
92123,Solar PV,NonResidential,Actual,31-Dec-2015,0,41,0,3.746495
92124,Solar PV,NonResidential,Actual,31-Dec-2015,0,11,0,0.2785
92126,Solar PV,NonResidential,Actual,31-Dec-2015,2,15,0.839986,2.932331
92127,Solar PV,NonResidential,Actual,31-Dec-2015,3,42,0.02187,2.912469
92128,Solar PV,NonResidential,Actual,31-Dec-2015,1,9,0.006282,0.219173
92129,Solar PV,NonResidential,Actual,31-Dec-2015,0,8,0,0.23936
92130,Solar PV,NonResidential,Actual,31-Dec-2015,1,12,0.00263,1.070867
92131,Solar PV,NonResidential,Actual,31-Dec-2015,0,18,0,1.44056
92136,Solar PV,NonResidential,Actual,31-Dec-2015,0,0
92139,Solar PV,NonResidential,Actual,31-Dec-2015,0,9,0,0.142602
92145,Solar PV,NonResidential,Actual,31-Dec-2015,0,0
92154,Solar PV,NonResidential,Actual,31-Dec-2015,4,29,0.109848,5.518868
92173,Solar PV,NonResidential,Actual,31-Dec-2015,0,13,0,1.271106
92179,Solar PV,NonResidential,Actual,31-Dec-2015,0,0
92182,Solar PV,NonResidential,Actual,31-Dec-2015,0,2,0,0.0518
92536,Solar PV,NonResidential,Actual,31-Dec-2015,0,1,0,0.020858
92624,Solar PV,NonResidential,Actual,31-Dec-2015,0,0
92629,Solar PV,NonResidential,Actual,31-Dec-2015,0,6,0,0.059482
92651,Solar PV,NonResidential,Actual,31-Dec-2015,0,0
92653,Solar PV,NonResidential,Actual,31-Dec-2015,0,2,0,0.0286
92656,Solar PV,NonResidential,Actual,31-Dec-2015,0,1,0,0.350796
92672,Solar PV,NonResidential,Actual,31-Dec-2015,0,13,0,3.840315
92673,Solar PV,NonResidential,Actual,31-Dec-2015,0,9,0,1.605828
92675,Solar PV,NonResidential,Actual,31-Dec-2015,0,5,0,0.724342
92676,Solar PV,NonResidential,Actual,31-Dec-2015,0,0
92677,Solar PV,NonResidential,Actual,31-Dec-2015,0,1,0,0.0024
92679,Solar PV,NonResidential,Actual,31-Dec-2015,0,0
92688,Solar PV,NonResidential,Actual,31-Dec-2015,0,1,0,0.432468
92691,Solar PV,NonResidential,Actual,31-Dec-2015,0,3,0,0.176161
92692,Solar PV,NonResidential,Actual,31-Dec-2015,0,3,0,0.275
92694,Solar PV,NonResidential,Actual,31-Dec-2015,0,4,0,0.182355
91901,Solar PV,NonResidential,Simulated,31-Dec-2015,0.0076521,0.68251932
91902,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00533468,0.17837245
91905,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00196085,0.15456042
91906,Solar PV,NonResidential,Simulated,31-Dec-2015,0.01630922,0.58047014
91910,Solar PV,NonResidential,Simulated,31-Dec-2015,0.08253967,4.53264185
91911,Solar PV,NonResidential,Simulated,31-Dec-2015,0.04759326,2.7874344
91913,Solar PV,NonResidential,Simulated,31-Dec-2015,0.05675555,2.45744017
91914,Solar PV,NonResidential,Simulated,31-Dec-2015,0.03394438,0.88250694
91915,Solar PV,NonResidential,Simulated,31-Dec-2015,0.04222074,1.79469555
91916,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00098631,0.03123551
91917,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00187126,0.01711551
91931,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00084875,0.00781865
91932,Solar PV,NonResidential,Simulated,31-Dec-2015,0.01342336,0.59153357
91934,Solar PV,NonResidential,Simulated,31-Dec-2015,0,0
91935,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00101429,0.05820095
91941,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00126152,0.06742852
91942,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00291119,2.71837687
91945,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00670601,0.2466296
91948,Solar PV,NonResidential,Simulated,31-Dec-2015,0,0
91950,Solar PV,NonResidential,Simulated,31-Dec-2015,0.04809536,2.02143773
91962,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00002849,0.00079226
91963,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00016813,0.00114393
91977,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00845263,0.18097012
91978,Solar PV,NonResidential,Simulated,31-Dec-2015,0.01111117,0.34029933
91980,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00040632,0.03138814
92003,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00643436,0.54577724
92004,Solar PV,NonResidential,Simulated,31-Dec-2015,0.02193981,1.19651415
92007,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00017717,0.01321657
92008,Solar PV,NonResidential,Simulated,31-Dec-2015,0.02468539,0.69666221
92009,Solar PV,NonResidential,Simulated,31-Dec-2015,0.0395191,2.09174715
92010,Solar PV,NonResidential,Simulated,31-Dec-2015,0.01836773,0.79375705
92011,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00633518,0.58308667
92014,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00139704,1.031905
92019,Solar PV,NonResidential,Simulated,31-Dec-2015,0.02933434,1.08752276
92020,Solar PV,NonResidential,Simulated,31-Dec-2015,0.05122642,2.46552908
92021,Solar PV,NonResidential,Simulated,31-Dec-2015,0.02147949,1.06135808
92024,Solar PV,NonResidential,Simulated,31-Dec-2015,0.03342072,1.07152535
92025,Solar PV,NonResidential,Simulated,31-Dec-2015,0.04039792,1.95767174
92026,Solar PV,NonResidential,Simulated,31-Dec-2015,0.04135919,1.16505319
92027,Solar PV,NonResidential,Simulated,31-Dec-2015,0.03240929,2.10382015
92028,Solar PV,NonResidential,Simulated,31-Dec-2015,0.07054484,4.71856345
92029,Solar PV,NonResidential,Simulated,31-Dec-2015,0.04031423,1.6653278
92036,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00014381,0.05014151
92037,Solar PV,NonResidential,Simulated,31-Dec-2015,0.02906874,2.55590643
92040,Solar PV,NonResidential,Simulated,31-Dec-2015,0.01092512,0.38504417
92054,Solar PV,NonResidential,Simulated,31-Dec-2015,0.03899615,2.38568669
92055,Solar PV,NonResidential,Simulated,31-Dec-2015,0.09732865,1.16381161
92056,Solar PV,NonResidential,Simulated,31-Dec-2015,0.07957088,3.70039803
92057,Solar PV,NonResidential,Simulated,31-Dec-2015,0.01315704,0.79678645
92058,Solar PV,NonResidential,Simulated,31-Dec-2015,0.01916809,1.30869346
92059,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00224413,0.08425241
92060,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00004009,0.00027183
92061,Solar PV,NonResidential,Simulated,31-Dec-2015,0.0347181,1.65324744
92064,Solar PV,NonResidential,Simulated,31-Dec-2015,0.08476967,3.86470299
92065,Solar PV,NonResidential,Simulated,31-Dec-2015,0.01639294,0.99407323
92066,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00002452,0.00016564
92067,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00945359,0.37535219
92068,Solar PV,NonResidential,Simulated,31-Dec-2015,0,0
92069,Solar PV,NonResidential,Simulated,31-Dec-2015,0.04219611,3.02889824
92070,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00002424,0.00037183
92071,Solar PV,NonResidential,Simulated,31-Dec-2015,0.0592986,3.22314381
92072,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00000075,0.0000256
92075,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00348443,0.14643558
92078,Solar PV,NonResidential,Simulated,31-Dec-2015,0.02064498,0.64747128
92081,Solar PV,NonResidential,Simulated,31-Dec-2015,0.08525914,2.74115253
92082,Solar PV,NonResidential,Simulated,31-Dec-2015,0.02206041,2.97716404
92083,Solar PV,NonResidential,Simulated,31-Dec-2015,0.0219832,0.80661407
92084,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00832265,0.28543021
92085,Solar PV,NonResidential,Simulated,31-Dec-2015,0.0000003,0.00000953
92086,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00032059,0.1295227
92091,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00092133,0.01329965
92092,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00000089,0.00002855
92093,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00000005,0.00000168
92096,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00001719,0.00058566
92101,Solar PV,NonResidential,Simulated,31-Dec-2015,0.04076634,2.02753942
92102,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00667855,0.73046878
92103,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00922736,0.65126389
92104,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00865278,0.44471768
92105,Solar PV,NonResidential,Simulated,31-Dec-2015,0.02998324,1.11304249
92106,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00697308,1.51113687
92107,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00080777,0.06491951
92108,Solar PV,NonResidential,Simulated,31-Dec-2015,0.03810137,2.77040675
92109,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00256882,0.15018774
92110,Solar PV,NonResidential,Simulated,31-Dec-2015,0.02238194,2.95370218
92111,Solar PV,NonResidential,Simulated,31-Dec-2015,0.08020645,3.57896806
92112,Solar PV,NonResidential,Simulated,31-Dec-2015,0.0002601,0.00229019
92113,Solar PV,NonResidential,Simulated,31-Dec-2015,0.03245459,1.42203646
92114,Solar PV,NonResidential,Simulated,31-Dec-2015,0.00949402,0.26612263
