Record,Utility,Service Zip,System Size DC,System Size AC,Customer Sector,App Approved Date
505,JEA,All,10.26,8.55,Residential,5/13/2016
506,JEA,All,7.41,6.175,Residential,4/25/2016
507,JEA,All,6.54,5.45,Residential,6/13/2016
508,JEA,All,10.464,8.72,Residential,6/10/2016
509,JEA,All,4.48,3.733333333,Residential,5/9/2016
510,JEA,All,7.84,6.533333333,Residential,7/8/2016
511,JEA,All,11.97,9.975,Residential,5/2/2016
512,JEA,All,15.68,13.06666667,Residential,4/22/2016
513,JEA,All,9.52,7.933333333,Residential,5/2/2016
514,JEA,All,3.24,2.7,Residential,4/25/2016
515,JEA,All,9.86,8.216666667,Residential,4/13/2018
516,JEA,All,7.41,6.175,Residential,6/13/2016
517,JEA,All,9.74,8.116666667,Residential,6/9/2016
518,JEA,All,7.695,6.4125,Residential,5/2/2016
519,JEA,All,9.69,8.075,Residential,5/2/2016
520,JEA,All,8.55,7.125,Residential,4/25/2016
521,JEA,All,5.886,4.905,Residential,7/22/2016
522,JEA,All,6.84,5.7,Residential,5/10/2016
523,JEA,All,10.26,8.55,Residential,5/4/2016
524,JEA,All,8.4,7,Residential,5/10/2016
525,JEA,All,12.4,10.33333333,Residential,7/8/2016
526,JEA,All,4.56,3.8,Residential,5/13/2016
527,JEA,All,7.84,6.533333333,Residential,5/20/2016
528,JEA,All,3.42,2.85,Residential,6/27/2016
529,JEA,All,8.265,6.8875,Residential,7/13/2016
530,JEA,All,11.115,9.2625,Residential,9/14/2016
531,JEA,All,8.835,7.3625,Residential,7/7/2016
532,JEA,All,6.84,5.7,Residential,6/15/2016
533,JEA,All,4.84,4.033333333,Residential,5/20/2016
534,JEA,All,9.69,8.075,Residential,5/20/2016
535,JEA,All,8.12,6.766666667,Residential,6/7/2016
536,JEA,All,10.26,8.55,Residential,5/13/2016
537,JEA,All,8.4,7,Residential,5/26/2016
538,JEA,All,6.72,5.6,Residential,5/26/2016
539,JEA,All,6,5,Residential,5/13/2016
540,JEA,All,7.28,6.066666667,Residential,5/26/2016
541,JEA,All,10.36,8.633333333,Residential,5/26/2016
542,JEA,All,3.9,3.25,Residential,5/20/2016
543,JEA,All,9.8,8.166666667,Residential,5/26/2016
544,JEA,All,4.48,3.733333333,Residential,5/26/2016
545,JEA,All,6.05,5.041666667,Residential,6/17/2016
546,JEA,All,8.25,6.875,Residential,6/7/2016
547,JEA,All,5.7,4.75,Residential,5/23/2016
548,JEA,All,7.7,6.416666667,Residential,5/24/2016
549,JEA,All,7.98,6.65,Residential,5/24/2016
550,JEA,All,11.2,9.333333333,Residential,5/26/2016
551,JEA,All,1.74,1.45,Residential,6/22/2016
552,JEA,All,7.6,6.333333333,Residential,6/24/2016
553,JEA,All,5.7,4.75,Residential,6/15/2016
554,JEA,All,10.838,9.031666667,Residential,6/14/2016
555,JEA,All,8.55,7.125,Residential,7/21/2016
556,JEA,All,8.55,7.125,Residential,7/21/2016
557,JEA,All,7.41,6.175,Residential,5/24/2016
558,JEA,All,9.86,8.216666667,Residential,6/10/2016
559,JEA,All,4.48,3.733333333,Residential,6/7/2016
560,JEA,All,8.82,7.35,Residential,8/15/2016
561,JEA,All,1.14,0.95,Residential,7/25/2016
562,JEA,All,6.72,5.6,Residential,6/10/2016
563,JEA,All,9.69,8.075,Residential,6/15/2016
564,JEA,All,9.52,7.933333333,Residential,6/7/2016
565,JEA,All,4.56,3.8,Residential,5/27/2016
566,JEA,All,10,8.333333333,Residential,6/9/2016
567,JEA,All,3.25,2.708333333,Residential,7/29/2016
568,JEA,All,14.25,11.875,Residential,6/10/2016
569,JEA,All,11.97,9.975,Residential,9/16/2016
570,JEA,All,5.225,4.354166667,Residential,6/22/2016
571,JEA,All,11.2,9.333333333,Residential,6/20/2016
572,JEA,All,5.6,4.666666667,Residential,6/20/2016
573,JEA,All,9.52,7.933333333,Residential,6/20/2016
574,JEA,All,11.4,9.5,Residential,6/29/2016
575,JEA,All,7.15,5.958333333,Residential,6/22/2016
576,JEA,All,8.4,7,Residential,11/1/2016
577,JEA,All,10.545,8.7875,Residential,6/28/2016
578,JEA,All,9.52,7.933333333,Residential,6/20/2016
579,JEA,All,9.24,7.7,Residential,7/7/2016
580,JEA,All,11.97,9.975,Residential,7/8/2016
581,JEA,All,13.68,11.4,Residential,6/29/2016
582,JEA,All,4.2,3.5,Residential,7/5/2016
583,JEA,All,6.72,5.6,Residential,7/8/2016
584,JEA,All,12.32,10.26666667,Residential,7/8/2016
585,JEA,All,8.55,7.125,Residential,8/9/2016
586,JEA,All,5.7,4.75,Residential,7/21/2016
587,JEA,All,9.52,7.933333333,Residential,7/13/2016
588,JEA,All,8.4,7,Residential,7/14/2016
589,JEA,All,9.9,8.25,Residential,7/7/2016
590,JEA,All,6.72,5.6,Residential,7/13/2016
591,JEA,All,8.4,7,Residential,7/14/2016
592,JEA,All,10.26,8.55,Residential,7/27/2016
593,JEA,All,7,5.833333333,Residential,7/21/2016
594,JEA,All,9.3,7.75,Residential,7/28/2016
595,JEA,All,7,5.833333333,Residential,11/3/2016
596,JEA,All,7.41,6.175,Residential,7/27/2016
597,JEA,All,9.24,7.7,Residential,7/28/2016
598,JEA,All,2.97,2.475,Residential,12/14/2016
599,JEA,All,3.135,2.6125,Residential,9/28/2016
600,JEA,All,9.52,7.933333333,Residential,8/2/2016
601,JEA,All,8.4,7,Residential,8/2/2016
602,JEA,All,6.16,5.133333333,Residential,8/16/2016
603,JEA,All,7.08,5.9,Residential,9/16/2016
604,JEA,All,10.075,8.395833333,Residential,9/16/2016
605,JEA,All,8.4,7,Residential,8/12/2016
606,JEA,All,7.2,6,Residential,8/17/2016
607,JEA,All,7,5.833333333,Residential,9/14/2016
608,JEA,All,10.36,8.633333333,Residential,8/13/2016
609,JEA,All,6.27,5.225,Residential,8/2/2016
610,JEA,All,13.64,11.36666667,Residential,8/2/2016
611,JEA,All,7,5.833333333,Residential,9/7/2016
612,JEA,All,8.4,7,Residential,9/2/2016
613,JEA,All,3.12,2.6,Residential,9/8/2016
614,JEA,All,17.36,14.46666667,Residential,8/13/2016
615,JEA,All,7.75,6.458333333,Residential,8/18/2016
616,JEA,All,6.84,5.7,Residential,9/8/2016
617,JEA,All,5.13,4.275,Residential,9/26/2016
618,JEA,All,12.6,10.5,Residential,9/16/2016
619,JEA,All,6.44,5.366666667,Residential,8/24/2016
620,JEA,All,4.56,3.8,Residential,12/2/2016
621,JEA,All,3.42,2.85,Residential,1/4/2017
622,JEA,All,5.32,4.433333333,Residential,12/27/2016
623,JEA,All,3.42,2.85,Residential,2/23/2017
624,JEA,All,5.185,4.320833333,Residential,1/17/2017
625,JEA,All,9.6,8,Residential,8/31/2016
626,JEA,All,7.9,6.583333333,Residential,9/16/2016
627,JEA,All,5.04,4.2,Residential,8/31/2016
628,JEA,All,6.16,5.133333333,Residential,9/2/2016
629,JEA,All,4.48,3.733333333,Residential,9/2/2016
630,JEA,All,7.8,6.5,Residential,9/22/2016
631,JEA,All,13.11,10.925,Residential,9/22/2016
632,JEA,All,4.48,3.733333333,Residential,9/2/2016
633,JEA,All,5.94,4.95,Residential,9/8/2016
634,JEA,All,5,4.166666667,Residential,9/16/2016
635,JEA,All,6.16,5.133333333,Residential,9/2/2016
636,JEA,All,7.28,6.066666667,Residential,9/2/2016
637,JEA,All,1.74,1.45,Residential,9/20/2016
638,JEA,All,11.66,9.716666667,Residential,12/27/2016
639,JEA,All,8.55,7.125,Residential,8/29/2016
640,JEA,All,5.6,4.666666667,Residential,9/16/2016
641,JEA,All,6,5,Residential,9/16/2016
642,JEA,All,3.3,2.75,Residential,9/8/2016
643,JEA,All,6.3,5.25,Residential,9/16/2016
644,JEA,All,7.28,6.066666667,Residential,9/2/2016
645,JEA,All,7.28,6.066666667,Residential,9/2/2016
646,JEA,All,3,2.5,Residential,10/20/2016
647,JEA,All,11.2,9.333333333,Residential,9/2/2016
648,JEA,All,7.28,6.066666667,Residential,8/29/2016
649,JEA,All,5.9,4.916666667,Residential,9/16/2016
650,JEA,All,10.034,8.361666667,Residential,9/16/2016
651,JEA,All,8.96,7.466666667,Residential,9/8/2016
652,JEA,All,7.84,6.533333333,Residential,9/8/2016
653,JEA,All,5.6,4.666666667,Residential,9/8/2016
654,JEA,All,7.92,6.6,Residential,9/8/2016
655,JEA,All,11.78,9.816666667,Residential,9/12/2016
656,JEA,All,11.2,9.333333333,Residential,10/5/2016
657,JEA,All,8.055,6.7125,Residential,9/16/2016
658,JEA,All,10.64,8.866666667,Residential,9/13/2016
659,JEA,All,9.69,8.075,Residential,9/29/2016
660,JEA,All,14,11.66666667,Residential,9/13/2016
661,JEA,All,8.4,7,Residential,9/15/2016
662,JEA,All,15.6,13,Residential,9/20/2016
663,JEA,All,9.28,7.733333333,Residential,9/29/2016
664,JEA,All,8.1,6.75,Residential,10/31/2016
665,JEA,All,6.48,5.4,Residential,11/1/2016
666,JEA,All,7.2,6,Residential,11/28/2016
667,JEA,All,5.13,4.275,Residential,10/5/2016
668,JEA,All,7.84,6.533333333,Residential,9/30/2016
669,JEA,All,6.3,5.25,Residential,11/28/2016
670,JEA,All,8.55,7.125,Residential,9/28/2016
671,JEA,All,5.2,4.333333333,Residential,10/5/2016
672,JEA,All,4.88,4.066666667,Residential,12/8/2016
673,JEA,All,3.27,2.725,Residential,10/31/2016
674,JEA,All,7,5.833333333,Residential,10/27/2016
675,JEA,All,6.84,5.7,Residential,11/16/2016
676,JEA,All,9.81,8.175,Residential,10/31/2016
677,JEA,All,3.12,2.6,Residential,9/26/2016
678,JEA,All,6.67,5.558333333,Residential,12/16/2016
679,JEA,All,4.16,3.466666667,Residential,11/28/2016
680,JEA,All,10.83,9.025,Residential,10/5/2016
681,JEA,All,5.13,4.275,Residential,10/5/2016
682,JEA,All,5.94,4.95,Residential,10/20/2016
683,JEA,All,4.8,4,Residential,11/21/2016
684,JEA,All,4.68,3.9,Residential,10/5/2016
685,JEA,All,8.85,7.375,Residential,10/18/2016
686,JEA,All,12.3,10.25,Residential,10/18/2016
687,JEA,All,3.99,3.325,Residential,11/1/2016
688,JEA,All,8.525,7.104166667,Residential,10/27/2016
689,JEA,All,4.8,4,Residential,11/18/2016
690,JEA,All,5.605,4.670833333,Residential,10/27/2016
691,JEA,All,5.605,4.670833333,Residential,10/18/2016
692,JEA,All,13.68,11.4,Residential,10/17/2016
693,JEA,All,5.8,4.833333333,Residential,10/28/2016
694,JEA,All,2.12,1.766666667,Residential,12/12/2016
695,JEA,All,7.5,6.25,Residential,11/22/2016
696,JEA,All,6.6,5.5,Residential,10/21/2016
697,JEA,All,8.12,6.766666667,Residential,11/8/2016
698,JEA,All,9.27,7.725,Residential,1/4/2017
699,JEA,All,9.69,8.075,Residential,11/16/2016
700,JEA,All,7.8,6.5,Residential,2/14/2017
701,JEA,All,7.2,6,Residential,11/22/2016
702,JEA,All,7.29,6.075,Residential,12/19/2016
703,JEA,All,4.8,4,Residential,11/10/2016
704,JEA,All,7.268,6.056666667,Residential,11/29/2016
705,JEA,All,4.8,4,Residential,12/19/2016
706,JEA,All,7.965,6.6375,Residential,12/9/2016
707,JEA,All,4.2,3.5,Residential,11/2/2016
708,JEA,All,14.82,12.35,Residential,11/1/2016
709,JEA,All,6.84,5.7,Residential,11/23/2016
710,JEA,All,4.125,3.4375,Residential,11/22/2016
711,JEA,All,5.22,4.35,Residential,11/21/2016
712,JEA,All,6.4,5.333333333,Residential,11/22/2016
713,JEA,All,4.2,3.5,Residential,11/3/2016
714,JEA,All,5.8,4.833333333,Residential,12/5/2016
715,JEA,All,15.96,13.3,Residential,11/9/2016
716,JEA,All,10,8.333333333,Residential,12/8/2016
717,JEA,All,9.69,8.075,Residential,11/7/2016
718,JEA,All,3.42,2.85,Residential,11/21/2016
719,JEA,All,7.98,6.65,Residential,11/7/2016
720,JEA,All,8.55,7.125,Residential,11/2/2016
721,JEA,All,10.44,8.7,Residential,12/12/2016
722,JEA,All,7.5,6.25,Residential,11/21/2016
723,JEA,All,4.24,3.533333333,Residential,12/9/2016
724,JEA,All,7.98,6.65,Residential,12/5/2016
725,JEA,All,10.545,8.7875,Residential,11/9/2016
726,JEA,All,6.48,5.4,Residential,11/21/2016
727,JEA,All,9.28,7.733333333,Residential,11/3/2016
728,JEA,All,3.6,3,Residential,11/23/2016
729,JEA,All,13.68,11.4,Residential,12/19/2016
730,JEA,All,7.83,6.525,Residential,11/17/2016
731,JEA,All,14.5,12.08333333,Residential,11/30/2016
732,JEA,All,4.24,3.533333333,Residential,3/5/2017
733,JEA,All,8.7,7.25,Residential,11/30/2016
734,JEA,All,9.69,8.075,Residential,11/16/2016
735,JEA,All,11.97,9.975,Residential,11/29/2016
736,JEA,All,6.3,5.25,Residential,1/6/2017
737,JEA,All,10.15,8.458333333,Residential,11/16/2016
738,JEA,All,6.48,5.4,Residential,12/13/2016
739,JEA,All,7.02,5.85,Residential,12/9/2016
740,JEA,All,7.02,5.85,Residential,12/15/2016
741,JEA,All,5.94,4.95,Residential,12/14/2016
742,JEA,All,9.45,7.875,Residential,12/9/2016
743,JEA,All,8.1,6.75,Residential,12/15/2016
744,JEA,All,6.48,5.4,Residential,12/9/2016
745,JEA,All,6.48,5.4,Residential,12/9/2016
746,JEA,All,9,7.5,Residential,11/29/2016
747,JEA,All,10.26,8.55,Residential,11/23/2016
748,JEA,All,6.27,5.225,Residential,11/18/2016
749,JEA,All,3.18,2.65,Residential,12/13/2016
750,JEA,All,4.24,3.533333333,Residential,12/13/2016
751,JEA,All,5.94,4.95,Residential,11/30/2016
752,JEA,All,12.76,10.63333333,Residential,11/17/2016
753,JEA,All,6.84,5.7,Residential,12/2/2016
754,JEA,All,4.69,3.908333333,Residential,12/16/2016
755,JEA,All,6.03,5.025,Residential,11/29/2016
756,JEA,All,9.62,8.016666667,Residential,12/19/2016
757,JEA,All,6.5,5.416666667,Residential,11/29/2016
758,JEA,All,4.64,3.866666667,Residential,11/23/2016
759,JEA,All,7.64,6.366666667,Residential,11/30/2016
760,JEA,All,10.08,8.4,Residential,1/20/2017
761,JEA,All,9.28,7.733333333,Residential,12/13/2016
762,JEA,All,3.48,2.9,Residential,12/16/2016
763,JEA,All,5.8,4.833333333,Residential,12/7/2016
764,JEA,All,5.4,4.5,Residential,12/16/2016
765,JEA,All,7.92,6.6,Residential,12/14/2016
766,JEA,All,18.85,15.70833333,Residential,12/8/2016
767,JEA,All,10.08,8.4,Residential,1/19/2017
768,JEA,All,10.08,8.4,Residential,1/20/2017
769,JEA,All,4.2,3.5,Residential,1/11/2017
770,JEA,All,6.38,5.316666667,Residential,12/8/2016
771,JEA,All,11.02,9.183333333,Residential,12/8/2016
772,JEA,All,7.085,5.904166667,Residential,12/19/2016
773,JEA,All,8.7,7.25,Residential,12/13/2016
774,JEA,All,7.02,5.85,Residential,12/22/2016
775,JEA,All,7.29,6.075,Residential,1/9/2017
776,JEA,All,6.84,5.7,Residential,12/13/2016
777,JEA,All,13.4,11.16666667,Residential,3/28/2017
778,JEA,All,5.22,4.35,Residential,12/13/2016
779,JEA,All,3.3,2.75,Residential,12/14/2016
780,JEA,All,3.12,2.6,Residential,12/19/2016
781,JEA,All,4.06,3.383333333,Residential,3/8/2017
782,JEA,All,4.06,3.383333333,Residential,2/2/2017
783,JEA,All,5.31,4.425,Residential,12/28/2016
784,JEA,All,12.76,10.63333333,Residential,12/19/2016
785,JEA,All,8.37,6.975,Residential,12/22/2016
786,JEA,All,12.76,10.63333333,Residential,12/20/2016
787,JEA,All,7.25,6.041666667,Residential,1/10/2017
788,JEA,All,9.69,8.075,Residential,1/23/2017
789,JEA,All,11.34,9.45,Residential,1/19/2017
790,JEA,All,9.86,8.216666667,Residential,12/20/2016
791,JEA,All,3.48,2.9,Residential,12/30/2016
792,JEA,All,5.8,4.833333333,Residential,12/30/2016
793,JEA,All,7.25,6.041666667,Residential,12/30/2016
794,JEA,All,10.44,8.7,Residential,1/30/2017
795,JEA,All,6.96,5.8,Residential,1/10/2017
796,JEA,All,9.28,7.733333333,Residential,12/30/2016
797,JEA,All,7.83,6.525,Residential,1/10/2017
798,JEA,All,8.12,6.766666667,Residential,12/30/2016
799,JEA,All,6.67,5.558333333,Residential,1/6/2017
800,JEA,All,7.67,6.391666667,Residential,2/21/2017
801,JEA,All,7.08,5.9,Residential,2/21/2017
802,JEA,All,5.9,4.916666667,Residential,5/2/2018
803,JEA,All,10,8.333333333,Residential,2/9/2017
804,JEA,All,20.59,17.15833333,Residential,1/17/2017
805,JEA,All,6.96,5.8,Residential,11/29/2017
806,JEA,All,13.34,11.11666667,Residential,1/17/2017
807,JEA,All,7.25,6.041666667,Residential,1/11/2017
808,JEA,All,10.44,8.7,Residential,1/19/2017
809,JEA,All,8,6.666666667,Residential,2/15/2017
810,JEA,All,5.36,4.466666667,Residential,1/18/2017
811,JEA,All,2.61,2.175,Residential,1/23/2017
812,JEA,All,4.72,3.933333333,Residential,2/8/2017
813,JEA,All,7.67,6.391666667,Residential,2/8/2017
814,JEA,All,9.28,7.733333333,Residential,1/30/2017
815,JEA,All,6.7,5.583333333,Residential,2/7/2017
816,JEA,All,4.69,3.908333333,Residential,2/16/2017
817,JEA,All,10.03,8.358333333,Residential,3/10/2017
818,JEA,All,6.9,5.75,Residential,2/3/2017
819,JEA,All,6.38,5.316666667,Residential,2/2/2017
820,JEA,All,11.6,9.666666667,Residential,2/7/2017
821,JEA,All,12.15,10.125,Residential,2/23/2017
822,JEA,All,4.68,3.9,Residential,3/27/2017
823,JEA,All,3.248,2.706666667,Residential,3/21/2017
824,JEA,All,11.6,9.666666667,Residential,2/7/2017
825,JEA,All,10.2,8.5,Residential,2/15/2017
826,JEA,All,6.33,5.275,Residential,2/2/2017
827,JEA,All,5.9,4.916666667,Residential,2/21/2017
828,JEA,All,8.26,6.883333333,Residential,3/24/2017
829,JEA,All,8.12,6.766666667,Residential,2/16/2017
830,JEA,All,5.8,4.833333333,Residential,2/8/2017
831,JEA,All,12.73,10.60833333,Residential,5/17/2017
832,JEA,All,8.12,6.766666667,Residential,2/13/2017
833,JEA,All,8.04,6.7,Residential,2/16/2017
834,JEA,All,10.44,8.7,Residential,3/15/2017
835,JEA,All,4.36,3.633333333,Residential,3/29/2017
836,JEA,All,8.64,7.2,Residential,2/17/2017
837,JEA,All,7.38,6.15,Residential,3/15/2017
838,JEA,All,12.39,10.325,Residential,3/15/2017
839,JEA,All,11.6,9.666666667,Residential,2/23/2017
840,JEA,All,9.18,7.65,Residential,8/21/2017
841,JEA,All,3,2.5,Residential,3/6/2017
842,JEA,All,5.51,4.591666667,Residential,2/16/2017
843,JEA,All,9.145,7.620833333,Residential,3/13/2017
844,JEA,All,7.37,6.141666667,Residential,4/19/2017
845,JEA,All,3.145,2.620833333,Residential,4/28/2017
846,JEA,All,7.08,5.9,Residential,3/9/2017
847,JEA,All,7.08,5.9,Residential,6/5/2017
848,JEA,All,5.9,4.916666667,Residential,3/10/2017
849,JEA,All,6.195,5.1625,Residential,3/10/2017
850,JEA,All,6.2,5.166666667,Residential,5/4/2017
851,JEA,All,5.22,4.35,Residential,3/5/2017
852,JEA,All,8.7,7.25,Residential,2/23/2017
853,JEA,All,9.28,7.733333333,Residential,2/21/2017
854,JEA,All,15.95,13.29166667,Residential,3/5/2017
855,JEA,All,11.02,9.183333333,Residential,2/27/2017
856,JEA,All,6.2,5.166666667,Residential,4/26/2017
857,JEA,All,7.28,6.066666667,Residential,4/19/2017
858,JEA,All,7.8,6.5,Residential,3/5/2017
859,JEA,All,8.99,7.491666667,Residential,3/5/2017
860,JEA,All,7.83,6.525,Residential,3/7/2017
861,JEA,All,6.72,5.6,Residential,3/28/2017
862,JEA,All,6.38,5.316666667,Residential,3/30/2017
863,JEA,All,9.18,7.65,Residential,3/7/2017
864,JEA,All,8.41,7.008333333,Residential,3/15/2017
865,JEA,All,6.96,5.8,Residential,3/15/2017
866,JEA,All,11.02,9.183333333,Residential,3/13/2017
867,JEA,All,8.64,7.2,Residential,3/7/2017
868,JEA,All,9.18,7.65,Residential,3/7/2017
869,JEA,All,17.98,14.98333333,Residential,3/13/2017
870,JEA,All,4.86,4.05,Residential,3/30/2017
871,JEA,All,7.67,6.391666667,Residential,7/10/2017
872,JEA,All,7.67,6.391666667,Residential,3/20/2017
873,JEA,All,6.38,5.316666667,Residential,3/29/2017
874,JEA,All,9.3,7.75,Residential,3/29/2017
875,JEA,All,9.57,7.975,Residential,4/14/2017
876,JEA,All,9.28,7.733333333,Residential,3/31/2017
877,JEA,All,4.27,3.558333333,Residential,4/28/2017
878,JEA,All,7.37,6.141666667,Residential,3/28/2017
879,JEA,All,8.7,7.25,Residential,3/30/2017
880,JEA,All,1.92,1.6,Residential,3/30/2017
881,JEA,All,6.2,5.166666667,Residential,8/14/2017
882,JEA,All,6.38,5.316666667,Residential,3/27/2017
883,JEA,All,6.72,5.6,Residential,5/17/2017
884,JEA,All,6.48,5.4,Residential,3/30/2017
885,JEA,All,11.34,9.45,Residential,3/30/2017
886,JEA,All,11.4,9.5,Residential,4/13/2017
887,JEA,All,7,5.833333333,Residential,4/11/2017
888,JEA,All,9.28,7.733333333,Residential,4/13/2017
889,JEA,All,12.76,10.63333333,Residential,3/31/2017
890,JEA,All,6.05,5.041666667,Residential,4/14/2017
891,JEA,All,4.64,3.866666667,Residential,5/11/2017
892,JEA,All,7.54,6.283333333,Residential,5/10/2017
893,JEA,All,8.555,7.129166667,Residential,4/20/2017
894,JEA,All,9.9,8.25,Residential,4/14/2017
895,JEA,All,9.28,7.733333333,Residential,4/25/2017
896,JEA,All,8.7,7.25,Residential,4/25/2017
897,JEA,All,5.13,4.275,Residential,6/30/2017
898,JEA,All,7.54,6.283333333,Residential,4/28/2017
899,JEA,All,8.7,7.25,Residential,4/28/2017
900,JEA,All,8.12,6.766666667,Residential,4/28/2017
901,JEA,All,4.56,3.8,Residential,7/10/2017
902,JEA,All,7.67,6.391666667,Residential,7/10/2017
903,JEA,All,3.12,2.6,Residential,6/5/2017
904,JEA,All,11.6,9.666666667,Residential,4/28/2017
905,JEA,All,7.37,6.141666667,Residential,5/4/2017
906,JEA,All,10.05,8.375,Residential,5/18/2017
907,JEA,All,4.56,3.8,Residential,6/27/2017
908,JEA,All,7.84,6.533333333,Residential,5/17/2017
909,JEA,All,8.12,6.766666667,Residential,5/17/2017
910,JEA,All,10.25,8.541666667,Residential,5/25/2017
911,JEA,All,4.64,3.866666667,Residential,5/23/2017
912,JEA,All,6.96,5.8,Residential,5/11/2017
913,JEA,All,5.51,4.591666667,Residential,6/20/2017
914,JEA,All,9.86,8.216666667,Residential,7/10/2017
915,JEA,All,5.22,4.35,Residential,6/27/2017
916,JEA,All,9.57,7.975,Residential,5/18/2017
917,JEA,All,6.38,5.316666667,Residential,5/18/2017
918,JEA,All,4.64,3.866666667,Residential,5/18/2017
919,JEA,All,3.48,2.9,Residential,5/23/2017
920,JEA,All,5.36,4.466666667,Residential,5/24/2017
921,JEA,All,6.48,5.4,Residential,6/20/2017
922,JEA,All,11.76,9.8,Residential,6/27/2017
923,JEA,All,4.69,3.908333333,Residential,6/13/2017
924,JEA,All,4.64,3.866666667,Residential,6/8/2017
925,JEA,All,10.2,8.5,Residential,5/24/2017
926,JEA,All,8.68,7.233333333,Residential,5/24/2017
927,JEA,All,8.68,7.233333333,Residential,7/21/2017
928,JEA,All,8.96,7.466666667,Residential,7/10/2017
929,JEA,All,5.13,4.275,Residential,6/27/2017
930,JEA,All,9.86,8.216666667,Residential,5/26/2017
931,JEA,All,5.8,4.833333333,Residential,6/20/2017
932,JEA,All,6.48,5.4,Residential,6/15/2017
933,JEA,All,11.6,9.666666667,Residential,5/26/2017
934,JEA,All,5.22,4.35,Residential,7/21/2017
935,JEA,All,6.38,5.316666667,Residential,6/1/2017
936,JEA,All,9.28,7.733333333,Residential,6/6/2017
937,JEA,All,9.28,7.733333333,Residential,6/6/2017
938,JEA,All,3.48,2.9,Residential,6/9/2017
939,JEA,All,6.92,5.766666667,Residential,6/27/2017
940,JEA,All,4.32,3.6,Residential,6/27/2017
941,JEA,All,16.35,13.625,Residential,9/21/2017
942,JEA,All,4.06,3.383333333,Residential,6/5/2017
943,JEA,All,9.57,7.975,Residential,6/7/2017
944,JEA,All,6.72,5.6,Residential,6/10/2017
945,JEA,All,5.13,4.275,Residential,11/16/2017
946,JEA,All,5.2,4.333333333,Residential,7/10/2017
947,JEA,All,9.9,8.25,Residential,8/8/2017
948,JEA,All,9.28,7.733333333,Residential,6/13/2017
949,JEA,All,7.92,6.6,Residential,6/28/2017
950,JEA,All,6.03,5.025,Residential,6/20/2017
951,JEA,All,6.16,5.133333333,Residential,7/24/2017
952,JEA,All,6.38,5.316666667,Residential,7/10/2017
953,JEA,All,9.86,8.216666667,Residential,6/28/2017
954,JEA,All,12.73,10.60833333,Residential,8/2/2017
955,JEA,All,6.7,5.583333333,Residential,7/3/2017
956,JEA,All,13.06,10.88333333,Residential,7/3/2017
957,JEA,All,9.9,8.25,Residential,8/2/2017
958,JEA,All,5.22,4.35,Residential,12/4/2017
959,JEA,All,4.56,3.8,Residential,8/28/2017
960,JEA,All,11.75,9.791666667,Residential,7/10/2017
961,JEA,All,16,13.33333333,Residential,8/22/2017
962,JEA,All,6,5,Residential,12/12/2017
963,JEA,All,4.56,3.8,Residential,7/18/2017
964,JEA,All,12.96,10.8,Residential,8/24/2017
965,JEA,All,12.18,10.15,Residential,10/16/2017
966,JEA,All,11.78,9.816666667,Residential,1/23/2016
967,JEA,All,9.92,8.266666667,Residential,8/28/2017
968,JEA,All,8.04,6.7,Residential,7/19/2017
969,JEA,All,5.22,4.35,Residential,7/28/2017
970,JEA,All,6.38,5.316666667,Residential,7/25/2017
971,JEA,All,5.36,4.466666667,Residential,7/10/2017
972,JEA,All,6.38,5.316666667,Residential,2/7/2018
973,JEA,All,8.7,7.25,Residential,7/13/2017
974,JEA,All,2.7,2.25,Residential,4/24/2018
975,JEA,All,10.26,8.55,Residential,1/10/2018
976,JEA,All,5.7,4.75,Residential,8/17/2017
977,JEA,All,9.18,7.65,Residential,9/1/2017
978,JEA,All,6.38,5.316666667,Residential,11/28/2017
979,JEA,All,5.22,4.35,Residential,8/25/2017
980,JEA,All,2.28,1.9,Residential,10/11/2017
981,JEA,All,4.64,3.866666667,Residential,7/12/2017
982,JEA,All,7.705,6.420833333,Residential,8/17/2017
983,JEA,All,15.56,12.96666667,Residential,7/19/2017
984,JEA,All,7.695,6.4125,Residential,9/6/2017
985,JEA,All,6.84,5.7,Residential,8/28/2017
986,JEA,All,10.54,8.783333333,Residential,7/19/2017
987,JEA,All,9.92,8.266666667,Residential,8/8/2017
988,JEA,All,8.4,7,Residential,12/14/2017
989,JEA,All,7.425,6.1875,Residential,10/2/2017
990,JEA,All,4.69,3.908333333,Residential,7/24/2017
991,JEA,All,4.06,3.383333333,Residential,8/16/2017
992,JEA,All,8.26,6.883333333,Residential,7/25/2017
993,JEA,All,11.4,9.5,Residential,8/14/2017
994,JEA,All,2.97,2.475,Residential,7/21/2017
995,JEA,All,14.52,12.1,Residential,8/8/2017
996,JEA,All,7.125,5.9375,Residential,9/29/2017
997,JEA,All,5.22,4.35,Residential,8/14/2017
998,JEA,All,10.6,8.833333333,Residential,8/28/2017
999,JEA,All,8.26,6.883333333,Residential,8/8/2017
1000,JEA,All,3.85,3.208333333,Residential,8/17/2017
1001,JEA,All,1.77,1.475,Residential,8/14/2017
1002,JEA,All,8.85,7.375,Residential,8/9/2017
1003,JEA,All,7.44,6.2,Residential,12/28/2017
1004,JEA,All,10.3,8.583333333,Residential,11/9/2017
1005,JEA,All,3.5,2.916666667,Residential,9/1/2017
1006,JEA,All,8.26,6.883333333,Residential,9/21/2017
