Record,Utility,Service Zip,System Size DC,System Size AC,Customer Sector,App Approved Date
1495,JEA,All,6.1,5.083333333,Residential,6/25/2019
1496,JEA,All,9.3,7.75,Residential,7/3/2019
1497,JEA,All,6.3,5.25,Residential,6/26/2019
1498,JEA,All,12.04,10.03333333,Residential,7/25/2019
1499,JEA,All,9.92,8.266666667,Residential,6/19/2019
1500,JEA,All,7.8,6.5,Residential,6/28/2019
1501,JEA,All,7.8,6.5,Residential,6/21/2019
1502,JEA,All,6.6,5.5,Residential,6/13/2019
1503,JEA,All,6.375,5.3125,Residential,7/18/2019
1504,JEA,All,4.38,3.65,Residential,9/10/2019
1505,JEA,All,8.77,7.308333333,Residential,6/9/2020
1506,JEA,All,7.3,6.083333333,Residential,6/28/2019
1507,JEA,All,8.325,6.9375,Residential,8/21/2019
1508,JEA,All,11.7,9.75,Residential,7/11/2019
1509,JEA,All,7.2,6,Residential,8/14/2019
1510,JEA,All,7.2,6,Residential,8/22/2019
1511,JEA,All,9.9,8.25,Residential,8/8/2019
1512,JEA,All,8.26,6.883333333,Residential,7/23/2019
1513,JEA,All,11.7,9.75,Residential,7/23/2019
1514,JEA,All,7.93,6.608333333,Residential,12/16/2019
1515,JEA,All,9.09,7.575,Residential,7/9/2019
1516,JEA,All,4.2,3.5,Residential,8/28/2019
1517,JEA,All,10.23,8.525,Residential,8/1/2019
1518,JEA,All,8.1,6.75,Residential,7/11/2019
1519,JEA,All,3.7,3.083333333,Residential,8/8/2019
1520,JEA,All,6,5,Residential,7/9/2019
1521,JEA,All,8.574,7.145,Residential,9/18/2019
1522,JEA,All,10.2,8.5,Residential,8/5/2019
1523,JEA,All,8.1,6.75,Residential,8/1/2019
1524,JEA,All,9.9,8.25,Residential,7/25/2019
1525,JEA,All,5.85,4.875,Residential,8/6/2019
1526,JEA,All,4.5,3.75,Residential,8/8/2019
1527,JEA,All,10,8.333333333,Residential,9/10/2019
1528,JEA,All,5.4,4.5,Residential,7/23/2019
1529,JEA,All,10.8,9,Residential,1/13/2020
1530,JEA,All,6.71,5.591666667,Residential,8/12/2019
1531,JEA,All,5.04,4.2,Residential,9/30/2019
1532,JEA,All,6.5,5.416666667,Residential,8/14/2019
1533,JEA,All,7.5,6.25,Residential,10/16/2019
1534,JEA,All,6,5,Residential,8/26/2019
1535,JEA,All,5,4.166666667,Residential,8/28/2019
1536,JEA,All,5.4,4.5,Residential,9/13/2019
1537,JEA,All,10.8,9,Residential,11/20/2020
1538,JEA,All,11.16,9.3,Residential,9/18/2019
1539,JEA,All,6.6,5.5,Residential,8/28/2019
1540,JEA,All,7.44,6.2,Residential,10/8/2019
1541,JEA,All,5.4,4.5,Residential,8/1/2019
1542,JEA,All,7.13,5.941666667,Residential,10/1/2019
1543,JEA,All,6.6,5.5,Residential,9/18/2019
1544,JEA,All,7.56,6.3,Residential,10/3/2019
1545,JEA,All,4.2,3.5,Residential,9/3/2019
1546,JEA,All,10.5,8.75,Residential,9/6/2019
1547,JEA,All,5.92,4.933333333,Residential,9/25/2019
1548,JEA,All,6.3,5.25,Residential,9/18/2019
1549,JEA,All,15.6,13,Residential,7/15/2020
1550,JEA,All,7.84,6.533333333,Residential,9/23/2019
1551,JEA,All,3.6,3,Residential,9/18/2019
1552,JEA,All,11.52,9.6,Residential,10/1/2019
1553,JEA,All,6.82,5.683333333,Residential,9/19/2019
1554,JEA,All,10.08,8.4,Residential,3/22/2018
1555,JEA,All,8.04,6.7,Residential,10/21/2019
1556,JEA,All,6.6,5.5,Residential,8/14/2019
1557,JEA,All,4.4,3.666666667,Residential,12/9/2019
1558,JEA,All,9.975,8.3125,Residential,9/13/2019
1559,JEA,All,5.1,4.25,Residential,9/27/2019
1560,JEA,All,9.52,7.933333333,Residential,8/2/2016
1561,JEA,All,8.1,6.75,Residential,2/20/2019
1562,JEA,All,9.12,7.6,Residential,9/27/2019
1563,JEA,All,7.2,6,Residential,9/26/2019
1564,JEA,All,6.175,5.145833333,Residential,2/6/2020
1565,JEA,All,6.175,5.145833333,Residential,10/7/2020
1566,JEA,All,9.76,8.133333333,Residential,11/15/2018
1567,JEA,All,6.71,5.591666667,Residential,10/21/2019
1568,JEA,All,10.98,9.15,Residential,10/21/2019
1569,JEA,All,7.2,6,Residential,10/3/2019
1570,JEA,All,9.6,8,Residential,4/30/2019
1571,JEA,All,16,13.33333333,Residential,10/17/2019
1572,JEA,All,7.1,5.916666667,Residential,11/7/2019
1573,JEA,All,5.4,4.5,Residential,10/17/2019
1574,JEA,All,9.6,8,Residential,10/9/2019
1575,JEA,All,13.5,11.25,Residential,10/1/2019
1576,JEA,All,8.68,7.233333333,Residential,9/19/2019
1577,JEA,All,6.825,5.6875,Residential,9/2/2020
1578,JEA,All,12.025,10.02083333,Residential,2/12/2020
1579,JEA,All,7.9,6.583333333,Residential,10/9/2019
1580,JEA,All,766.8,639,NonResidential,11/19/2019
1581,JEA,All,7.1,5.916666667,Residential,9/22/2020
1582,JEA,All,8.1,6.75,Residential,10/17/2019
1583,JEA,All,7.15,5.958333333,Residential,10/1/2019
1584,JEA,All,3.7,3.083333333,Residential,9/16/2016
1585,JEA,All,6.4,5.333333333,Residential,10/24/2019
1586,JEA,All,11.66,9.716666667,Residential,11/12/2019
1587,JEA,All,5.04,4.2,Residential,10/9/2019
1588,JEA,All,10.8,9,Residential,10/10/2019
1589,JEA,All,6.6,5.5,Residential,10/1/2019
1590,JEA,All,5.6,4.666666667,Residential,10/29/2019
1591,JEA,All,7.8,6.5,Residential,12/5/2019
1592,JEA,All,4,3.333333333,Residential,11/19/2019
1593,JEA,All,12.3,10.25,Residential,1/27/2020
1594,JEA,All,6,5,Residential,11/1/2019
1595,JEA,All,15.96,13.3,Residential,11/9/2016
1596,JEA,All,8.77,7.308333333,Residential,10/30/2019
1597,JEA,All,16.25,13.54166667,Residential,11/6/2019
1598,JEA,All,5.7,4.75,Residential,1/22/2020
1599,JEA,All,12.09,10.075,Residential,1/3/2020
1600,JEA,All,11.1,9.25,Residential,10/16/2019
1601,JEA,All,8.64,7.2,Residential,3/25/2016
1602,JEA,All,7.8,6.5,Residential,3/25/2020
1603,JEA,All,6.72,5.6,Residential,7/14/2016
1604,JEA,All,5.04,4.2,Residential,6/30/2015
1605,JEA,All,8.505,7.0875,Residential,2/4/2020
1606,JEA,All,7.2,6,Residential,11/19/2019
1607,JEA,All,12,10,Residential,10/16/2019
1608,JEA,All,13.5,11.25,Residential,12/17/2019
1609,JEA,All,8.64,7.2,Residential,12/27/2019
1610,JEA,All,8.4,7,Residential,1/9/2020
1611,JEA,All,7.13,5.941666667,Residential,2/5/2020
1612,JEA,All,7.8,6.5,Residential,11/12/2019
1613,JEA,All,7.92,6.6,Residential,2/21/2020
1614,JEA,All,5.2,4.333333333,Residential,10/24/2019
1615,JEA,All,5.89,4.908333333,Residential,2/7/2020
1616,JEA,All,10.54,8.783333333,Residential,6/20/2017
1617,JEA,All,9.15,7.625,Residential,12/16/2019
1618,JEA,All,8.85,7.375,Residential,12/16/2019
1619,JEA,All,6.4,5.333333333,Residential,12/11/2019
1620,JEA,All,10,8.333333333,Residential,1/14/2020
1621,JEA,All,4.32,3.6,Residential,9/18/2012
1622,JEA,All,7.8,6.5,Residential,11/15/2019
1623,JEA,All,6.54,5.45,Residential,1/13/2020
1624,JEA,All,9.15,7.625,Residential,12/3/2019
1625,JEA,All,10.075,8.395833333,Residential,11/22/2019
1626,JEA,All,6,5,Residential,2/8/2018
1627,JEA,All,8.1,6.75,Residential,12/20/2019
1628,JEA,All,16.74,13.95,Residential,12/13/2019
1629,JEA,All,5.8,4.833333333,Residential,12/11/2019
1630,JEA,All,15.2,12.66666667,Residential,1/16/2020
1631,JEA,All,16.5,13.75,Residential,10/21/2016
1632,JEA,All,7.15,5.958333333,Residential,1/24/2020
1633,JEA,All,6.41,5.341666667,Residential,12/31/2019
1634,JEA,All,13.44,11.2,Residential,6/20/2016
1635,JEA,All,8.37,6.975,Residential,1/22/2020
1636,JEA,All,6.72,5.6,Residential,7/7/2016
1637,JEA,All,4,3.333333333,Residential,12/31/2019
1638,JEA,All,15.05,12.54166667,Residential,1/29/2020
1639,JEA,All,10.2,8.5,Residential,7/20/2020
1640,JEA,All,6,5,Residential,1/30/2020
1641,JEA,All,4.55,3.791666667,Residential,12/17/2019
1642,JEA,All,4.62,3.85,Residential,1/13/2020
1643,JEA,All,4.5,3.75,Residential,1/13/2020
1644,JEA,All,6.5,5.416666667,Residential,1/15/2020
1645,JEA,All,9.92,8.266666667,Residential,1/3/2020
1646,JEA,All,6.29,5.241666667,Residential,11/21/2019
1647,JEA,All,7.75,6.458333333,Residential,1/27/2020
1648,JEA,All,4,3.333333333,Residential,1/9/2020
1649,JEA,All,9.61,8.008333333,Residential,1/21/2020
1650,JEA,All,4.57,3.808333333,Residential,1/9/2020
1651,JEA,All,3.42,2.85,Residential,2/24/2020
1652,JEA,All,12.24,10.2,Residential,12/20/2019
1653,JEA,All,10.37,8.641666667,Residential,1/9/2020
1654,JEA,All,8,6.666666667,Residential,1/31/2020
1655,JEA,All,9.72,8.1,Residential,2/7/2020
1656,JEA,All,4.35,3.625,Residential,12/13/2016
1657,JEA,All,4.9,4.083333333,Residential,1/13/2020
1658,JEA,All,6.41,5.341666667,Residential,2/5/2020
1659,JEA,All,6.5,5.416666667,Residential,12/9/2019
1660,JEA,All,23.4,19.5,Residential,1/15/2020
1661,JEA,All,3.9,3.25,Residential,1/9/2020
1662,JEA,All,17.98,14.98333333,Residential,12/19/2019
1663,JEA,All,4.62,3.85,Residential,1/16/2020
1664,JEA,All,11.34,9.45,Residential,8/25/2015
1665,JEA,All,4,3.333333333,Residential,1/27/2020
1666,JEA,All,8.24,6.866666667,Residential,1/29/2020
1667,JEA,All,4.62,3.85,Residential,1/13/2020
1668,JEA,All,9.72,8.1,Residential,1/13/2020
1669,JEA,All,10.9,9.083333333,Residential,8/16/2017
1670,JEA,All,6,5,Residential,3/24/2020
1671,JEA,All,5.2,4.333333333,Residential,6/15/2017
1672,JEA,All,9.15,7.625,Residential,1/7/2020
1673,JEA,All,6.46,5.383333333,Residential,1/17/2020
1674,JEA,All,11.055,9.2125,Residential,3/5/2020
1675,JEA,All,0.2,0.166666667,Residential,8/10/2008
1676,JEA,All,79.2,66,NonResidential,6/18/2020
1677,JEA,All,6.12,5.1,Residential,1/24/2020
1678,JEA,All,8.4,7,Residential,1/16/2020
1679,JEA,All,10.72,8.933333333,Residential,2/25/2020
1680,JEA,All,6.5,5.416666667,Residential,2/12/2020
1681,JEA,All,8.23,6.858333333,Residential,11/30/2018
1682,JEA,All,4.74,3.95,NonResidential,1/12/2021
1683,JEA,All,9.48,7.9,NonResidential,1/12/2021
1684,JEA,All,25.28,21.06666667,NonResidential,1/12/2021
1685,JEA,All,9.15,7.625,Residential,2/7/2020
1686,JEA,All,10,8.333333333,Residential,1/22/2020
1687,JEA,All,11.7,9.75,Residential,3/18/2020
1688,JEA,All,7.32,6.1,Residential,2/19/2020
1689,JEA,All,7.15,5.958333333,Residential,1/30/2020
1690,JEA,All,9.61,8.008333333,Residential,3/25/2020
1691,JEA,All,14.28,11.9,Residential,2/25/2020
1692,JEA,All,9.1,7.583333333,Residential,2/25/2020
1693,JEA,All,10.07,8.391666667,Residential,2/20/2020
1694,JEA,All,13.8,11.5,Residential,2/18/2020
1695,JEA,All,4.284,3.57,Residential,2/18/2020
1696,JEA,All,11.7,9.75,Residential,2/18/2020
1697,JEA,All,5.44,4.533333333,Residential,2/24/2020
1698,JEA,All,7.8,6.5,Residential,2/25/2020
1699,JEA,All,37,30.83333333,NonResidential,6/30/2020
1700,JEA,All,7.8,6.5,Residential,3/6/2020
1701,JEA,All,4.02,3.35,Residential,2/12/2020
1702,JEA,All,8.26,6.883333333,Residential,7/25/2017
1703,JEA,All,6.625,5.520833333,Residential,11/25/2014
1704,JEA,All,8.45,7.041666667,Residential,3/20/2020
1705,JEA,All,18.58,15.48333333,Residential,4/2/2018
1706,JEA,All,17.67,14.725,Residential,3/30/2020
1707,JEA,All,7.08,5.9,Residential,9/21/2017
1708,JEA,All,4.96,4.133333333,Residential,4/2/2020
1709,JEA,All,12.18,10.15,Residential,3/20/2018
1710,JEA,All,10.44,8.7,Residential,9/25/2019
1711,JEA,All,10.4,8.666666667,Residential,7/17/2020
1712,JEA,All,7.04,5.866666667,Residential,3/18/2020
1713,JEA,All,5.31,4.425,Residential,4/14/2017
1714,JEA,All,6.6,5.5,Residential,12/13/2016
1715,JEA,All,8,6.666666667,Residential,3/19/2020
1716,JEA,All,2.7,2.25,Residential,4/22/2015
1717,JEA,All,11.6,9.666666667,Residential,3/30/2020
1718,JEA,All,4.4,3.666666667,Residential,5/20/2020
1719,JEA,All,6.21,5.175,Residential,8/17/2015
1720,JEA,All,13,10.83333333,Residential,6/17/2020
1721,JEA,All,12.5,10.41666667,Residential,3/25/2020
1722,JEA,All,7.705,6.420833333,Residential,11/6/2017
1723,JEA,All,7.8,6.5,Residential,5/28/2020
1724,JEA,All,9,7.5,Residential,6/25/2020
1725,JEA,All,6.63,5.525,Residential,1/7/2013
1726,JEA,All,5.8,4.833333333,Residential,3/24/2020
1727,JEA,All,3.575,2.979166667,Residential,4/3/2019
1728,JEA,All,9.425,7.854166667,Residential,3/7/2019
1729,JEA,All,11.02,9.183333333,Residential,1/4/2019
1730,JEA,All,8.56,7.133333333,Residential,4/2/2018
1731,JEA,All,7.38,6.15,Residential,2/27/2018
1732,JEA,All,11.8,9.833333333,Residential,1/10/2018
1733,JEA,All,7.41,6.175,Residential,1/5/2018
1734,JEA,All,5.94,4.95,Residential,9/17/2015
1735,JEA,All,6.08,5.066666667,Residential,6/18/2020
1736,JEA,All,4.4,3.666666667,Residential,5/26/2020
1737,JEA,All,7.38,6.15,Residential,3/9/2017
1738,JEA,All,8.4,7,Residential,6/29/2020
1739,JEA,All,11.47,9.558333333,Residential,8/25/2020
1740,JEA,All,10.05,8.375,Residential,6/18/2020
1741,JEA,All,5.2,4.333333333,Residential,6/5/2020
1742,JEA,All,9.69,8.075,Residential,2/22/2016
1743,JEA,All,7.83,6.525,Residential,9/1/2015
1744,JEA,All,10.05,8.375,Residential,6/18/2020
1745,JEA,All,9.8,8.166666667,Residential,6/14/2016
1746,JEA,All,11.5,9.583333333,Residential,6/25/2020
1747,JEA,All,5.85,4.875,Residential,6/17/2016
1748,JEA,All,5.36,4.466666667,Residential,9/23/2020
1749,JEA,All,8.64,7.2,Residential,12/27/2019
1750,JEA,All,3.2,2.666666667,Residential,6/17/2020
1751,JEA,All,11.1,9.25,Residential,6/22/2020
1752,JEA,All,5.2,4.333333333,Residential,7/17/2020
1753,JEA,All,5.2,4.333333333,Residential,8/7/2020
1754,JEA,All,6.9,5.75,Residential,10/21/2016
1755,JEA,All,8.37,6.975,Residential,8/11/2015
1756,JEA,All,10.44,8.7,Residential,9/25/2019
1757,JEA,All,8,6.666666667,Residential,6/26/2020
1758,JEA,All,5.76,4.8,Residential,5/26/2020
1759,JEA,All,10.8,9,Residential,6/16/2020
1760,JEA,All,7.02,5.85,Residential,11/30/2015
1761,JEA,All,10.05,8.375,Residential,7/8/2020
1762,JEA,All,6.6,5.5,Residential,11/22/2016
1763,JEA,All,9.61,8.008333333,Residential,5/20/2020
1764,JEA,All,5.25,4.375,Residential,7/18/2014
1765,JEA,All,6.6,5.5,Residential,9/14/2016
1766,JEA,All,7.7,6.416666667,Residential,6/17/2020
1767,JEA,All,8.64,7.2,Residential,9/18/2015
1768,JEA,All,9.72,8.1,Residential,4/30/2015
1769,JEA,All,9.1,7.583333333,Residential,7/20/2020
1770,JEA,All,4.9,4.083333333,Residential,6/18/2020
1771,JEA,All,4,3.333333333,Residential,6/22/2020
1772,JEA,All,14.16,11.8,Residential,1/12/2018
1773,JEA,All,4.25,3.541666667,Residential,9/6/2017
1774,JEA,All,5.04,4.2,Residential,6/9/2020
1775,JEA,All,5.04,4.2,Residential,7/24/2020
1776,JEA,All,13.32,11.1,Residential,10/1/2020
1777,JEA,All,7.47,6.225,Residential,7/24/2020
1778,JEA,All,4,3.333333333,Residential,8/5/2020
1779,JEA,All,4,3.333333333,Residential,3/21/2018
1780,JEA,All,4.69,3.908333333,Residential,8/26/2020
1781,JEA,All,18,15,Residential,6/26/2020
1782,JEA,All,14.58,12.15,Residential,11/9/2015
1783,JEA,All,6.03,5.025,Residential,6/25/2020
1784,JEA,All,5.2,4.333333333,Residential,7/21/2020
1785,JEA,All,4.55,3.791666667,Residential,5/28/2020
1786,JEA,All,11.7,9.75,Residential,8/29/2019
1787,JEA,All,7.36,6.133333333,Residential,8/11/2020
1788,JEA,All,11.78,9.816666667,Residential,1/4/2019
1789,JEA,All,7.6,6.333333333,Residential,11/13/2019
1790,JEA,All,8.4,7,Residential,6/15/2016
1791,JEA,All,91.2,76,NonResidential,9/25/2020
1792,JEA,All,97.2,81,NonResidential,9/25/2020
1793,JEA,All,10.1,8.416666667,Residential,7/6/2020
1794,JEA,All,5.36,4.466666667,Residential,7/27/2020
1795,JEA,All,8.58,7.15,Residential,7/30/2020
1796,JEA,All,17.03,14.19166667,Residential,8/5/2020
1797,JEA,All,9.01,7.508333333,Residential,9/4/2014
1798,JEA,All,20.1,16.75,Residential,11/25/2020
1799,JEA,All,10.03,8.358333333,Residential,8/12/2020
1800,JEA,All,12.82,10.68333333,Residential,11/4/2020
1801,JEA,All,10.33,8.608333333,Residential,4/2/2018
1802,JEA,All,12.06,10.05,Residential,4/2/2018
1803,JEA,All,11.2,9.333333333,Residential,9/25/2020
1804,JEA,All,6.39,5.325,Residential,8/19/2020
1805,JEA,All,10.4,8.666666667,Residential,9/10/2020
1806,JEA,All,19.22,16.01666667,Residential,9/11/2020
1807,JEA,All,5,4.166666667,Residential,4/26/2010
1808,JEA,All,7.02,5.85,Residential,9/24/2015
1809,JEA,All,7.04,5.866666667,Residential,9/24/2020
1810,JEA,All,6.24,5.2,Residential,4/4/2013
1811,JEA,All,6.27,5.225,Residential,12/8/2016
1812,JEA,All,8.38,6.983333333,Residential,8/14/2020
1813,JEA,All,7.56,6.3,Residential,9/9/2015
1814,JEA,All,11.47,9.558333333,Residential,12/4/2020
1815,JEA,All,11.47,9.558333333,Residential,9/24/2020
1816,JEA,All,22,18.33333333,Residential,7/28/2020
1817,JEA,All,8.06,6.716666667,Residential,9/8/2016
1818,JEA,All,20.8,17.33333333,NonResidential,10/23/2020
1819,JEA,All,11.5,9.583333333,Residential,6/29/2020
1820,JEA,All,8.06,6.716666667,Residential,8/5/2020
1821,JEA,All,6.08,5.066666667,Residential,8/19/2020
1822,JEA,All,5.83,4.858333333,Residential,9/29/2014
1823,JEA,All,6.3,5.25,Residential,4/2/2018
1824,JEA,All,11.8,9.833333333,Residential,9/21/2017
1825,JEA,All,11.31,9.425,Residential,2/13/2020
1826,JEA,All,7.8,6.5,Residential,7/22/2020
1827,JEA,All,13.05,10.875,Residential,12/14/2020
1828,JEA,All,6.96,5.8,Residential,1/11/2017
1829,JEA,All,10.2,8.5,Residential,10/8/2020
1830,JEA,All,11.22,9.35,Residential,9/20/2017
1831,JEA,All,5.13,4.275,Residential,11/9/2015
1832,JEA,All,17.4,14.5,Residential,11/30/2020
1833,JEA,All,6.24,5.2,Residential,1/25/2016
1834,JEA,All,10.395,8.6625,Residential,10/26/2020
1835,JEA,All,5.94,4.95,Residential,1/12/2017
1836,JEA,All,5.266,4.388333333,Residential,1/16/2021
1837,JEA,All,10.24,8.533333333,Residential,10/12/2020
1838,JEA,All,3.465,2.8875,Residential,11/25/2020
1839,JEA,All,6.3,5.25,Residential,8/20/2020
1840,JEA,All,12.6,10.5,Residential,9/24/2020
1841,JEA,All,8.505,7.0875,Residential,9/14/2020
1842,JEA,All,8,6.666666667,Residential,11/13/2020
1843,JEA,All,6.93,5.775,Residential,9/24/2020
1844,JEA,All,14.28,11.9,Residential,11/5/2020
1845,JEA,All,11.6,9.666666667,Residential,4/2/2018
1846,JEA,All,5.36,4.466666667,Residential,5/3/2017
1847,JEA,All,3.8,3.166666667,Residential,3/30/2012
1848,JEA,All,3.12,2.6,Residential,12/10/2015
1849,JEA,All,9.45,7.875,Residential,8/31/2020
1850,JEA,All,12.285,10.2375,Residential,9/17/2020
1851,JEA,All,6.93,5.775,Residential,10/6/2020
1852,JEA,All,11.56,9.633333333,Residential,10/30/2020
1853,JEA,All,8.25,6.875,Residential,9/28/2020
1854,JEA,All,4.425,3.6875,Residential,1/13/2021
1855,JEA,All,10.08,8.4,Residential,8/31/2020
1856,JEA,All,7.28,6.066666667,Residential,5/26/2016
1857,JEA,All,10.14,8.45,Residential,9/3/2020
1858,JEA,All,8.7,7.25,Residential,4/2/2018
1859,JEA,All,7.245,6.0375,Residential,10/30/2020
1860,JEA,All,6.3,5.25,Residential,8/24/2020
1861,JEA,All,5.94,4.95,Residential,10/21/2020
1862,JEA,All,6.96,5.8,Residential,2/13/2017
1863,JEA,All,3.465,2.8875,Residential,10/5/2020
1864,JEA,All,11.87,9.891666667,Residential,3/12/2019
1865,JEA,All,6.5,5.416666667,Residential,8/20/2020
1866,JEA,All,3.15,2.625,Residential,10/16/2020
1867,JEA,All,5.4,4.5,Residential,9/18/2020
1868,JEA,All,15.68,13.06666667,Residential,5/26/2020
1869,JEA,All,17.331,14.4425,Residential,11/24/2020
1870,JEA,All,9.155,7.629166667,Residential,11/10/2020
1871,JEA,All,4.76,3.966666667,Residential,10/5/2020
1872,JEA,All,3.9,3.25,Residential,11/12/2020
1873,JEA,All,6.08,5.066666667,Residential,10/22/2020
1874,JEA,All,11.625,9.6875,Residential,9/10/2020
1875,JEA,All,8.45,7.041666667,Residential,1/13/2021
1876,JEA,All,11.22,9.35,Residential,9/16/2020
1877,JEA,All,5.83,4.858333333,Residential,11/4/2014
1878,JEA,All,7.48,6.233333333,Residential,9/28/2020
1879,JEA,All,7.8,6.5,Residential,11/30/2020
1880,JEA,All,8.82,7.35,Residential,11/4/2020
1881,JEA,All,5.2,4.333333333,Residential,9/11/2020
1882,JEA,All,8.68,7.233333333,Residential,4/8/2021
1883,JEA,All,4.99,4.158333333,Residential,5/8/2017
1884,JEA,All,10.875,9.0625,Residential,9/23/2020
1885,JEA,All,6.8,5.666666667,Residential,10/1/2020
1886,JEA,All,6.12,5.1,Residential,10/20/2020
1887,JEA,All,4.42,3.683333333,Residential,10/21/2020
1888,JEA,All,11.6,9.666666667,Residential,12/14/2020
1889,JEA,All,3.4,2.833333333,Residential,8/19/2016
1890,JEA,All,6.67,5.558333333,Residential,9/6/2018
1891,JEA,All,5.78,4.816666667,Residential,10/7/2020
1892,JEA,All,6.8,5.666666667,Residential,10/8/2020
1893,JEA,All,10.325,8.604166667,Residential,11/1/2017
1894,JEA,All,6.66,5.55,Residential,10/22/2020
1895,JEA,All,16.96,14.13333333,Residential,3/26/2021
1896,JEA,All,2.6,2.166666667,Residential,2/13/2014
1897,JEA,All,10.88,9.066666667,Residential,12/15/2020
1898,JEA,All,3.4,2.833333333,Residential,11/2/2020
1899,JEA,All,6.93,5.775,Residential,11/2/2020
1900,JEA,All,6.3,5.25,Residential,12/3/2020
1901,JEA,All,12.16,10.13333333,Residential,10/30/2020
1902,JEA,All,6.9,5.75,Residential,5/4/2021
1903,JEA,All,5.44,4.533333333,Residential,11/3/2020
1904,JEA,All,10.88,9.066666667,Residential,11/20/2020
1905,JEA,All,5.25,4.375,Residential,12/10/2020
1906,JEA,All,6.93,5.775,Residential,12/10/2020
1907,JEA,All,4.8,4,Residential,11/16/2020
1908,JEA,All,4,3.333333333,Residential,11/18/2020
1909,JEA,All,6.3,5.25,Residential,11/2/2017
1910,JEA,All,7.84,6.533333333,Residential,9/16/2016
1911,JEA,All,3.5,2.916666667,Residential,9/21/2017
1912,JEA,All,4.13,3.441666667,Residential,2/13/2017
1913,JEA,All,5.4,4.5,Residential,11/10/2015
1914,JEA,All,15.84,13.2,Residential,4/21/2021
1915,JEA,All,8.25,6.875,Residential,10/21/2020
1916,JEA,All,7.4,6.166666667,Residential,10/21/2020
1917,JEA,All,6,5,Residential,10/22/2020
1918,JEA,All,9.28,7.733333333,Residential,10/20/2020
1919,JEA,All,8.45,7.041666667,Residential,10/7/2020
1920,JEA,All,6.3,5.25,Residential,11/10/2020
1921,JEA,All,10.4,8.666666667,Residential,11/5/2020
1922,JEA,All,10.2,8.5,Residential,7/3/2019
1923,JEA,All,5.985,4.9875,Residential,11/2/2020
1924,JEA,All,8.1,6.75,Residential,6/26/2019
1925,JEA,All,7.92,6.6,Residential,11/30/2020
1926,JEA,All,12.6,10.5,Residential,11/4/2020
1927,JEA,All,8.82,7.35,Residential,10/23/2020
1928,JEA,All,6.46,5.383333333,Residential,10/27/2020
1929,JEA,All,7.14,5.95,Residential,10/22/2020
1930,JEA,All,11.025,9.1875,Residential,10/21/2020
1931,JEA,All,5.78,4.816666667,Residential,12/17/2020
1932,JEA,All,6.3,5.25,Residential,10/30/2020
1933,JEA,All,7.56,6.3,Residential,12/16/2020
1934,JEA,All,5.51,4.591666667,Residential,2/20/2021
1935,JEA,All,3.45,2.875,Residential,11/16/2020
1936,JEA,All,6.82,5.683333333,Residential,9/12/2016
1937,JEA,All,6.9,5.75,Residential,9/16/2016
1938,JEA,All,10.2,8.5,Residential,1/21/2021
1939,JEA,All,4,3.333333333,Residential,11/30/2020
1940,JEA,All,17.28,14.4,Residential,11/10/2020
1941,JEA,All,13.02,10.85,Residential,3/26/2021
1942,JEA,All,7.8,6.5,Residential,12/30/2020
1943,JEA,All,16.74,13.95,NonResidential,1/28/2021
1944,JEA,All,15.96,13.3,Residential,7/27/2016
1945,JEA,All,4.26,3.55,Residential,10/4/2018
1946,JEA,All,6.21,5.175,Residential,11/17/2020
1947,JEA,All,7.45,6.208333333,Residential,4/16/2021
1948,JEA,All,6.8,5.666666667,Residential,1/16/2021
1949,JEA,All,7.245,6.0375,Residential,11/2/2020
1950,JEA,All,6.93,5.775,Residential,11/24/2020
1951,JEA,All,8,6.666666667,Residential,12/2/2020
1952,JEA,All,4.8,4,Residential,12/22/2020
1953,JEA,All,5.04,4.2,Residential,12/3/2020
1954,JEA,All,10.4,8.666666667,Residential,11/6/2020
1955,JEA,All,9.9,8.25,Residential,10/22/2020
1956,JEA,All,8.19,6.825,Residential,12/21/2020
1957,JEA,All,6.16,5.133333333,Residential,9/14/2016
1958,JEA,All,6,5,Residential,7/8/2020
1959,JEA,All,4.08,3.4,Residential,11/13/2020
1960,JEA,All,3.7,3.083333333,Residential,11/12/2020
1961,JEA,All,8.1,6.75,Residential,11/12/2020
1962,JEA,All,11.6,9.666666667,Residential,1/13/2021
1963,JEA,All,5,4.166666667,Residential,10/30/2013
1964,JEA,All,7.8,6.5,Residential,11/12/2020
1965,JEA,All,6.82,5.683333333,Residential,6/13/2017
1966,JEA,All,4.08,3.4,Residential,12/8/2020
1967,JEA,All,6.8,5.666666667,Residential,11/12/2020
1968,JEA,All,6,5,Residential,6/8/2020
1969,JEA,All,7.65,6.375,Residential,2/5/2021
1970,JEA,All,8.7,7.25,Residential,5/4/2017
1971,JEA,All,9,7.5,Residential,6/8/2020
1972,JEA,All,9.9,8.25,Residential,6/25/2020
1973,JEA,All,7.5,6.25,Residential,7/15/2020
1974,JEA,All,6.6,5.5,Residential,8/31/2020
1975,JEA,All,7.5,6.25,Residential,6/9/2020
1976,JEA,All,9.9,8.25,Residential,5/20/2020
1977,JEA,All,10.88,9.066666667,Residential,12/10/2020
1978,JEA,All,10.4,8.666666667,Residential,11/13/2020
1979,JEA,All,12.21,10.175,Residential,1/13/2021
1980,JEA,All,12.375,10.3125,Residential,12/8/2014
1981,JEA,All,6.6,5.5,Residential,6/17/2020
