CEC Forecast Years,Spatial ID,Output DER Types,Value
2028,92078,Solar PV,17.04376543
2028,92081,Solar PV,10.42268496
2028,92082,Solar PV,15.96198577
2028,92083,Solar PV,5.5173677
2028,92084,Solar PV,15.03730271
2028,92085,Solar PV,0.00005325
2028,92086,Solar PV,0.79878744
2028,92091,Solar PV,1.44783214
2028,92092,Solar PV,0.01890477
2028,92093,Solar PV,0.00000939
2028,92096,Solar PV,0.00317401
2028,92101,Solar PV,7.33889652
2028,92102,Solar PV,4.11673393
2028,92103,Solar PV,3.68597694
2028,92104,Solar PV,5.44687267
2028,92105,Solar PV,6.61990752
2028,92106,Solar PV,6.09948677
2028,92107,Solar PV,3.54702327
2028,92108,Solar PV,7.06707669
2028,92109,Solar PV,4.83894318
2028,92110,Solar PV,8.1653936
2028,92111,Solar PV,11.28425648
2028,92112,Solar PV,0.00967733
2028,92113,Solar PV,9.14580065
2028,92114,Solar PV,13.88623795
2028,92115,Solar PV,8.31438893
2028,92116,Solar PV,3.12209908
2028,92117,Solar PV,9.69198091
2028,92118,Solar PV,5.38299782
2028,92119,Solar PV,6.33732489
2028,92120,Solar PV,11.48033079
2028,92121,Solar PV,13.07467078
2028,92122,Solar PV,6.50713785
2028,92123,Solar PV,12.52695928
2028,92124,Solar PV,6.09689787
2028,92126,Solar PV,14.84618161
2028,92127,Solar PV,22.6712572
2028,92128,Solar PV,10.96813058
2028,92129,Solar PV,14.05730425
2028,92130,Solar PV,25.18488994
2028,92131,Solar PV,14.45379499
2028,92132,Solar PV,0.00028761
2028,92136,Solar PV,1.54190654
2028,92139,Solar PV,5.63890794
2028,92145,Solar PV,0.15226231
2028,92152,Solar PV,0.00005284
2028,92154,Solar PV,16.83959531
2028,92158,Solar PV,0.00368351
2028,92161,Solar PV,0.00000116
2028,92173,Solar PV,5.07137159
2028,92179,Solar PV,0.30408775
2028,92182,Solar PV,0.03568121
2028,92199,Solar PV,0.00487779
2028,92536,Solar PV,0.05702813
2028,92624,Solar PV,0.91777091
2028,92629,Solar PV,3.3079574
2028,92651,Solar PV,0.46553084
2028,92653,Solar PV,6.60484088
2028,92656,Solar PV,0.63485549
2028,92672,Solar PV,7.9683926
2028,92673,Solar PV,10.10448416
2028,92674,Solar PV,0.00007226
2028,92675,Solar PV,10.49915315
2028,92676,Solar PV,0.00012915
2028,92677,Solar PV,8.7189953
2028,92679,Solar PV,4.8770191
2028,92688,Solar PV,2.12357733
2028,92690,Solar PV,0.00013158
2028,92691,Solar PV,6.64146953
2028,92692,Solar PV,3.88588471
2028,92693,Solar PV,0.00000379
2028,92694,Solar PV,10.54552898
2028,92697,Solar PV,0.00000009
2029,91901,Solar PV,10.31560357
2029,91902,Solar PV,7.16115768
2029,91905,Solar PV,0.54105616
2029,91906,Solar PV,1.43472527
2029,91910,Solar PV,14.52946869
2029,91911,Solar PV,18.35811252
2029,91913,Solar PV,15.58865151
2029,91914,Solar PV,8.02126628
2029,91915,Solar PV,9.75646667
2029,91916,Solar PV,0.58869441
2029,91917,Solar PV,0.21496475
2029,91931,Solar PV,0.03103056
2029,91932,Solar PV,3.12516425
2029,91934,Solar PV,0.1455003
2029,91935,Solar PV,6.7205788
2029,91941,Solar PV,9.95058921
2029,91942,Solar PV,10.123074
2029,91945,Solar PV,5.38759235
2029,91948,Solar PV,0.00082125
2029,91950,Solar PV,5.59932976
2029,91962,Solar PV,0.7294316
2029,91963,Solar PV,0.18731266
2029,91977,Solar PV,13.37731278
2029,91978,Solar PV,4.89999096
2029,91980,Solar PV,0.36896328
2029,92003,Solar PV,3.29737201
2029,92004,Solar PV,3.61929155
2029,92007,Solar PV,2.05157446
2029,92008,Solar PV,10.74429358
2029,92009,Solar PV,18.58514577
2029,92010,Solar PV,4.66710426
2029,92011,Solar PV,6.47474151
2029,92014,Solar PV,5.61666663
2029,92019,Solar PV,25.7381034
2029,92020,Solar PV,17.64900792
2029,92021,Solar PV,19.61712091
2029,92024,Solar PV,20.30435511
2029,92025,Solar PV,18.54036514
2029,92026,Solar PV,15.40670924
2029,92027,Solar PV,20.06851525
2029,92028,Solar PV,27.97660679
2029,92029,Solar PV,12.40704907
2029,92036,Solar PV,1.78555863
2029,92037,Solar PV,15.91783452
2029,92040,Solar PV,15.89496815
2029,92054,Solar PV,7.75149197
2029,92055,Solar PV,1.29416122
2029,92056,Solar PV,13.00386998
2029,92057,Solar PV,12.77328818
2029,92058,Solar PV,3.59039628
2029,92059,Solar PV,1.69707792
2029,92060,Solar PV,0.05742655
2029,92061,Solar PV,2.57300698
2029,92064,Solar PV,35.64807548
2029,92065,Solar PV,22.53523245
2029,92066,Solar PV,0.10037724
2029,92067,Solar PV,11.023819
2029,92068,Solar PV,0.00000001
2029,92069,Solar PV,17.4759214
2029,92070,Solar PV,0.20964555
2029,92071,Solar PV,21.71135636
2029,92072,Solar PV,0.00015732
2029,92075,Solar PV,3.96316185
2029,92078,Solar PV,18.1611231
2029,92081,Solar PV,11.10761447
2029,92082,Solar PV,16.84117097
2029,92083,Solar PV,5.79258332
2029,92084,Solar PV,16.1582187
2029,92085,Solar PV,0.00006086
2029,92086,Solar PV,0.86361354
2029,92091,Solar PV,1.60564112
2029,92092,Solar PV,0.02099339
2029,92093,Solar PV,0.00001073
2029,92096,Solar PV,0.00359887
2029,92101,Solar PV,8.03874694
2029,92102,Solar PV,4.36487838
2029,92103,Solar PV,3.81137209
2029,92104,Solar PV,5.78767221
2029,92105,Solar PV,7.05822427
2029,92106,Solar PV,6.4088651
2029,92107,Solar PV,3.7348756
2029,92108,Solar PV,7.66351896
2029,92109,Solar PV,5.09535062
2029,92110,Solar PV,8.60583771
2029,92111,Solar PV,12.02410785
2029,92112,Solar PV,0.01047036
2029,92113,Solar PV,9.94221634
2029,92114,Solar PV,14.38928028
2029,92115,Solar PV,8.78613935
2029,92116,Solar PV,3.22172955
2029,92117,Solar PV,10.19116205
2029,92118,Solar PV,5.77585646
2029,92119,Solar PV,6.65056745
2029,92120,Solar PV,12.08131396
2029,92121,Solar PV,14.28809161
2029,92122,Solar PV,6.85801062
2029,92123,Solar PV,13.27817959
2029,92124,Solar PV,6.38467316
2029,92126,Solar PV,15.54873966
2029,92127,Solar PV,23.97651879
2029,92128,Solar PV,11.36144477
2029,92129,Solar PV,14.7042206
2029,92130,Solar PV,26.43972964
2029,92131,Solar PV,15.15369504
2029,92132,Solar PV,0.00032868
2029,92136,Solar PV,1.63140953
2029,92139,Solar PV,5.92843695
2029,92145,Solar PV,0.16703796
2029,92152,Solar PV,0.00006039
2029,92154,Solar PV,17.90072036
2029,92158,Solar PV,0.00417657
2029,92161,Solar PV,0.00000133
2029,92173,Solar PV,5.4161696
2029,92179,Solar PV,0.33567159
2029,92182,Solar PV,0.0357181
2029,92199,Solar PV,0.00553071
2029,92536,Solar PV,0.05820106
2029,92624,Solar PV,0.95901138
2029,92629,Solar PV,3.51492311
2029,92651,Solar PV,0.48282999
2029,92653,Solar PV,6.95539585
2029,92656,Solar PV,0.69379483
2029,92672,Solar PV,8.56927321
2029,92673,Solar PV,10.53313286
2029,92674,Solar PV,0.00008258
2029,92675,Solar PV,11.12699142
2029,92676,Solar PV,0.00015042
2029,92677,Solar PV,9.07046879
2029,92679,Solar PV,5.09460399
2029,92688,Solar PV,2.24750337
2029,92690,Solar PV,0.00015036
2029,92691,Solar PV,7.13182563
2029,92692,Solar PV,3.98938138
2029,92693,Solar PV,0.00000434
2029,92694,Solar PV,11.02918654
2029,92697,Solar PV,0.0000001
2030,91901,Solar PV,10.66592437
2030,91902,Solar PV,7.41136148
2030,91905,Solar PV,0.56142226
2030,91906,Solar PV,1.48641142
2030,91910,Solar PV,15.13077904
2030,91911,Solar PV,19.35069295
2030,91913,Solar PV,16.2984383
2030,91914,Solar PV,8.31223911
2030,91915,Solar PV,10.19365899
2030,91916,Solar PV,0.60608818
2030,91917,Solar PV,0.22049959
2030,91931,Solar PV,0.03125679
2030,91932,Solar PV,3.2077216
2030,91934,Solar PV,0.15120713
2030,91935,Solar PV,6.96130209
2030,91941,Solar PV,10.28579926
2030,91942,Solar PV,10.43651069
2030,91945,Solar PV,5.58162604
2030,91948,Solar PV,0.00082125
2030,91950,Solar PV,5.83027514
2030,91962,Solar PV,0.75231699
2030,91963,Solar PV,0.19117001
2030,91977,Solar PV,13.86851826
2030,91978,Solar PV,5.1492927
2030,91980,Solar PV,0.42812702
2030,92003,Solar PV,3.41852265
2030,92004,Solar PV,3.72276435
2030,92007,Solar PV,2.1076509
2030,92008,Solar PV,11.29194404
2030,92009,Solar PV,19.17299203
2030,92010,Solar PV,4.78930956
2030,92011,Solar PV,6.64466903
2030,92014,Solar PV,5.80836658
2030,92019,Solar PV,26.93214208
2030,92020,Solar PV,18.32842373
2030,92021,Solar PV,20.36964687
2030,92024,Solar PV,21.13188042
2030,92025,Solar PV,19.44237914
2030,92026,Solar PV,15.92893264
2030,92027,Solar PV,20.8863079
2030,92028,Solar PV,29.04370554
2030,92029,Solar PV,12.84668401
2030,92036,Solar PV,1.86830591
2030,92037,Solar PV,16.57949494
2030,92040,Solar PV,16.44820864
2030,92054,Solar PV,8.0941094
2030,92055,Solar PV,1.29416122
2030,92056,Solar PV,13.48220101
2030,92057,Solar PV,13.12348135
2030,92058,Solar PV,3.74487691
2030,92059,Solar PV,1.79977381
2030,92060,Solar PV,0.05742655
2030,92061,Solar PV,2.60094737
2030,92064,Solar PV,37.05682803
2030,92065,Solar PV,23.32851053
2030,92066,Solar PV,0.10159499
2030,92067,Solar PV,11.41875135
2030,92068,Solar PV,0.00000001
2030,92069,Solar PV,18.07151295
2030,92070,Solar PV,0.21562043
2030,92071,Solar PV,22.50897051
2030,92072,Solar PV,0.00017069
2030,92075,Solar PV,4.11637376
2030,92078,Solar PV,18.96552749
2030,92081,Solar PV,11.61664076
2030,92082,Solar PV,17.4778325
2030,92083,Solar PV,6.00153523
2030,92084,Solar PV,16.99524557
2030,92085,Solar PV,0.00006641
2030,92086,Solar PV,0.90875734
2030,92091,Solar PV,1.7136617
2030,92092,Solar PV,0.02229073
2030,92093,Solar PV,0.00001171
2030,92096,Solar PV,0.0039049
2030,92101,Solar PV,8.54552621
2030,92102,Solar PV,4.54497499
2030,92103,Solar PV,3.89528712
2030,92104,Solar PV,6.02400965
2030,92105,Solar PV,7.37179018
2030,92106,Solar PV,6.63224969
2030,92107,Solar PV,3.8669999
2030,92108,Solar PV,8.0977163
2030,92109,Solar PV,5.27983246
2030,92110,Solar PV,8.92168752
2030,92111,Solar PV,12.57344082
2030,92112,Solar PV,0.01102706
2030,92113,Solar PV,10.51732502
2030,92114,Solar PV,14.76251458
2030,92115,Solar PV,9.1269119
2030,92116,Solar PV,3.30749606
2030,92117,Solar PV,10.5482797
2030,92118,Solar PV,6.05667649
2030,92119,Solar PV,6.87887483
2030,92120,Solar PV,12.54117236
2030,92121,Solar PV,15.18573771
2030,92122,Solar PV,7.13040995
2030,92123,Solar PV,13.82825444
2030,92124,Solar PV,6.60160711
2030,92126,Solar PV,16.09594542
2030,92127,Solar PV,24.94690389
2030,92128,Solar PV,11.69479872
2030,92129,Solar PV,15.21482155
2030,92130,Solar PV,27.3682941
2030,92131,Solar PV,15.66722712
2030,92132,Solar PV,0.00035864
2030,92136,Solar PV,1.69402721
2030,92139,Solar PV,6.1274625
2030,92145,Solar PV,0.17780468
2030,92152,Solar PV,0.0000659
2030,92154,Solar PV,18.72046192
2030,92158,Solar PV,0.00453173
2030,92161,Solar PV,0.00000145
2030,92173,Solar PV,5.65099081
2030,92179,Solar PV,0.3578432
2030,92182,Solar PV,0.03574502
2030,92199,Solar PV,0.00600102
2030,92536,Solar PV,0.05872895
2030,92624,Solar PV,0.98621911
2030,92629,Solar PV,3.65402461
2030,92651,Solar PV,0.49406574
2030,92653,Solar PV,7.21014383
2030,92656,Solar PV,0.73414046
2030,92672,Solar PV,8.98859618
2030,92673,Solar PV,10.82837964
2030,92674,Solar PV,0.00009011
2030,92675,Solar PV,11.57703546
2030,92676,Solar PV,0.00016633
2030,92677,Solar PV,9.30410689
2030,92679,Solar PV,5.26192441
2030,92688,Solar PV,2.33812256
2030,92690,Solar PV,0.00016407
2030,92691,Solar PV,7.48220627
2030,92692,Solar PV,4.06043521
2030,92693,Solar PV,0.00000473
2030,92694,Solar PV,11.41178157
2030,92697,Solar PV,0.00000011
2017,91901,Electric Vehicles,0.01152798
2017,91902,Electric Vehicles,0.01362635
2017,91905,Electric Vehicles,0.00019993
2017,91906,Electric Vehicles,0.00108917
2017,91910,Electric Vehicles,0.02380935
2017,91911,Electric Vehicles,0.01811819
2017,91913,Electric Vehicles,0.02373601
2017,91914,Electric Vehicles,0.01737598
2017,91915,Electric Vehicles,0.01771939
2017,91916,Electric Vehicles,0.00060295
2017,91917,Electric Vehicles,0.00069937
2017,91931,Electric Vehicles,0
2017,91932,Electric Vehicles,0.00919238
2017,91934,Electric Vehicles,0.00030194
2017,91935,Electric Vehicles,0.00817896
2017,91941,Electric Vehicles,0.0307395
2017,91942,Electric Vehicles,0.0174922
2017,91945,Electric Vehicles,0.00684587
2017,91948,Electric Vehicles,0.00010025
2017,91950,Electric Vehicles,0.00871577
2017,91962,Electric Vehicles,0.00096711
2017,91963,Electric Vehicles,0.00010096
2017,91977,Electric Vehicles,0.01668616
2017,91978,Electric Vehicles,0.00284061
2017,91980,Electric Vehicles,0.00008408
2017,92003,Electric Vehicles,0.00692282
2017,92004,Electric Vehicles,0.00160557
2017,92007,Electric Vehicles,0.02067316
2017,92008,Electric Vehicles,0.03936163
2017,92009,Electric Vehicles,0.08033867
2017,92010,Electric Vehicles,0.0806416
2017,92011,Electric Vehicles,0.08047759
2017,92014,Electric Vehicles,0.04999209
2017,92019,Electric Vehicles,0.02092503
2017,92020,Electric Vehicles,0.01877914
2017,92021,Electric Vehicles,0.0194759
2017,92024,Electric Vehicles,0.10009526
2017,92025,Electric Vehicles,0.02359552
2017,92026,Electric Vehicles,0.02884918
2017,92027,Electric Vehicles,0.02402991
2017,92028,Electric Vehicles,0.02859255
2017,92029,Electric Vehicles,0.02531423
2017,92036,Electric Vehicles,0.00139713
2017,92037,Electric Vehicles,0.10454212
2017,92040,Electric Vehicles,0.01564597
2017,92054,Electric Vehicles,0.02577331
2017,92055,Electric Vehicles,0.00060777
2017,92056,Electric Vehicles,0.03158212
2017,92057,Electric Vehicles,0.03290614
2017,92058,Electric Vehicles,0.01578299
2017,92059,Electric Vehicles,0.00070533
2017,92060,Electric Vehicles,0.00040229
2017,92061,Electric Vehicles,0.0016052
2017,92064,Electric Vehicles,0.05958249
2017,92065,Electric Vehicles,0.02413476
2017,92066,Electric Vehicles,0
2017,92067,Electric Vehicles,0.04836016
2017,92068,Electric Vehicles,0
2017,92069,Electric Vehicles,0.02712456
2017,92070,Electric Vehicles,0.00040259
2017,92071,Electric Vehicles,0.02457642
2017,92072,Electric Vehicles,0.00049167
2017,92075,Electric Vehicles,0.02713987
2017,92078,Electric Vehicles,0.05746437
2017,92081,Electric Vehicles,0.00049386
2017,92082,Electric Vehicles,0.01589978
2017,92083,Electric Vehicles,0.01269186
2017,92084,Electric Vehicles,0.02694645
2017,92085,Electric Vehicles,0.0001981
2017,92086,Electric Vehicles,0.00067067
2017,92091,Electric Vehicles,0.01650929
2017,92092,Electric Vehicles,0.00049352
2017,92093,Electric Vehicles,0.04396104
2017,92096,Electric Vehicles,0.00153706
2017,92101,Electric Vehicles,0.04589375
2017,92102,Electric Vehicles,0.01547338
2017,92103,Electric Vehicles,0.04376725
2017,92104,Electric Vehicles,0.0329004
2017,92105,Electric Vehicles,0.01134456
2017,92106,Electric Vehicles,0.03097266
2017,92107,Electric Vehicles,0.03171838
2017,92108,Electric Vehicles,0.01892567
2017,92109,Electric Vehicles,0.04894852
2017,92110,Electric Vehicles,0.02089519
2017,92111,Electric Vehicles,0.02945263
2017,92112,Electric Vehicles,0.00252019
2017,92113,Electric Vehicles,0.01055423
2017,92114,Electric Vehicles,0.01196614
2017,92115,Electric Vehicles,0.02637218
2017,92116,Electric Vehicles,0.02721077
2017,92117,Electric Vehicles,0.03918435
2017,92118,Electric Vehicles,0.05239859
2017,92119,Electric Vehicles,0.01553614
2017,92120,Electric Vehicles,0.02657276
2017,92121,Electric Vehicles,0.01545766
2017,92122,Electric Vehicles,0.04350362
2017,92123,Electric Vehicles,0.03292728
2017,92124,Electric Vehicles,0.02149128
2017,92126,Electric Vehicles,0.04964372
2017,92127,Electric Vehicles,0.08549605
2017,92128,Electric Vehicles,0.04841302
2017,92129,Electric Vehicles,0.05962215
2017,92130,Electric Vehicles,0.12193055
2017,92131,Electric Vehicles,0.0560562
2017,92132,Electric Vehicles,0
2017,92136,Electric Vehicles,0.0002979
2017,92139,Electric Vehicles,0.00563173
2017,92145,Electric Vehicles,0.00009333
2017,92152,Electric Vehicles,0.00021382
2017,92154,Electric Vehicles,0.02016352
2017,92158,Electric Vehicles,0
2017,92161,Electric Vehicles,0
2017,92173,Electric Vehicles,0.00335927
2017,92179,Electric Vehicles,0
2017,92182,Electric Vehicles,0.00116978
2017,92199,Electric Vehicles,0
2017,92536,Electric Vehicles,0.00007288
2017,92624,Electric Vehicles,0.01063792
2017,92629,Electric Vehicles,0.0514997
2017,92651,Electric Vehicles,0.01325093
2017,92653,Electric Vehicles,0.0322696
2017,92656,Electric Vehicles,0.00908748
2017,92672,Electric Vehicles,0.08181174
2017,92673,Electric Vehicles,0.07166631
2017,92674,Electric Vehicles,0.00087845
2017,92675,Electric Vehicles,0.05111284
2017,92676,Electric Vehicles,0.0043773
2017,92677,Electric Vehicles,0.1024952
2017,92679,Electric Vehicles,0.02362957
2017,92688,Electric Vehicles,0.00754414
2017,92690,Electric Vehicles,0.00106803
2017,92691,Electric Vehicles,0.01596584
2017,92692,Electric Vehicles,0.02506798
2017,92693,Electric Vehicles,0.00029498
2017,92694,Electric Vehicles,0.08555736
2017,92697,Electric Vehicles,0.00358392
2018,91901,Electric Vehicles,0.02337403
2018,91902,Electric Vehicles,0.0278835
2018,91905,Electric Vehicles,0.00039457
2018,91906,Electric Vehicles,0.00218785
2018,91910,Electric Vehicles,0.04802689
2018,91911,Electric Vehicles,0.0364008
2018,91913,Electric Vehicles,0.05025345
2018,91914,Electric Vehicles,0.03619797
2018,91915,Electric Vehicles,0.03704943
2018,91916,Electric Vehicles,0.00117314
2018,91917,Electric Vehicles,0.00137697
2018,91931,Electric Vehicles,0
2018,91932,Electric Vehicles,0.01852743
2018,91934,Electric Vehicles,0.00058628
2018,91935,Electric Vehicles,0.01658156
2018,91941,Electric Vehicles,0.06234735
2018,91942,Electric Vehicles,0.03491099
2018,91945,Electric Vehicles,0.01370177
2018,91948,Electric Vehicles,0.00019605
2018,91950,Electric Vehicles,0.01749831
2018,91962,Electric Vehicles,0.00202459
2018,91963,Electric Vehicles,0.00019488
2018,91977,Electric Vehicles,0.0336933
2018,91978,Electric Vehicles,0.00581752
2018,91980,Electric Vehicles,0.00021653
2018,92003,Electric Vehicles,0.01431024
2018,92004,Electric Vehicles,0.00313639
2018,92007,Electric Vehicles,0.04311064
2018,92008,Electric Vehicles,0.08149635
2018,92009,Electric Vehicles,0.17012108
2018,92010,Electric Vehicles,0.16964707
2018,92011,Electric Vehicles,0.16990588
2018,92014,Electric Vehicles,0.10381726
2018,92019,Electric Vehicles,0.04192215
2018,92020,Electric Vehicles,0.0371425
2018,92021,Electric Vehicles,0.03887267
2018,92024,Electric Vehicles,0.20825735
2018,92025,Electric Vehicles,0.04766567
2018,92026,Electric Vehicles,0.05783623
2018,92027,Electric Vehicles,0.04802879
2018,92028,Electric Vehicles,0.05817239
2018,92029,Electric Vehicles,0.0517373
2018,92036,Electric Vehicles,0.00276737
2018,92037,Electric Vehicles,0.21500105
2018,92040,Electric Vehicles,0.03142725
2018,92054,Electric Vehicles,0.05241549
2018,92055,Electric Vehicles,0.0011644
2018,92056,Electric Vehicles,0.0642024
2018,92057,Electric Vehicles,0.06780305
2018,92058,Electric Vehicles,0.03229062
2018,92059,Electric Vehicles,0.00136648
2018,92060,Electric Vehicles,0.00078191
2018,92061,Electric Vehicles,0.00313596
2018,92064,Electric Vehicles,0.12168963
2018,92065,Electric Vehicles,0.04895257
2018,92066,Electric Vehicles,0
2018,92067,Electric Vehicles,0.09924902
2018,92068,Electric Vehicles,0
2018,92069,Electric Vehicles,0.05560855
2018,92070,Electric Vehicles,0.0007827
2018,92071,Electric Vehicles,0.04966628
2018,92072,Electric Vehicles,0.00100073
2018,92075,Electric Vehicles,0.05636521
2018,92078,Electric Vehicles,0.12118123
2018,92081,Electric Vehicles,0.00099671
2018,92082,Electric Vehicles,0.03210515
2018,92083,Electric Vehicles,0.0257937
2018,92084,Electric Vehicles,0.05481959
2018,92085,Electric Vehicles,0.00039776
2018,92086,Electric Vehicles,0.00142632
2018,92091,Electric Vehicles,0.03433748
2018,92092,Electric Vehicles,0.00099743
2018,92093,Electric Vehicles,0.06590094
2018,92096,Electric Vehicles,0.00224637
2018,92101,Electric Vehicles,0.09387738
2018,92102,Electric Vehicles,0.03135156
2018,92103,Electric Vehicles,0.09090796
2018,92104,Electric Vehicles,0.06747703
2018,92105,Electric Vehicles,0.02294035
2018,92106,Electric Vehicles,0.06381448
2018,92107,Electric Vehicles,0.06509988
2018,92108,Electric Vehicles,0.03907564
2018,92109,Electric Vehicles,0.10046156
2018,92110,Electric Vehicles,0.04306815
2018,92111,Electric Vehicles,0.05974632
2018,92112,Electric Vehicles,0.00526832
2018,92113,Electric Vehicles,0.02134828
2018,92114,Electric Vehicles,0.02408902
2018,92115,Electric Vehicles,0.05323177
2018,92116,Electric Vehicles,0.05548883
2018,92117,Electric Vehicles,0.07957088
2018,92118,Electric Vehicles,0.11238657
2018,92119,Electric Vehicles,0.03125365
2018,92120,Electric Vehicles,0.05472582
2018,92121,Electric Vehicles,0.03249719
2018,92122,Electric Vehicles,0.08987921
2018,92123,Electric Vehicles,0.06922301
2018,92124,Electric Vehicles,0.04390501
2018,92126,Electric Vehicles,0.10144407
2018,92127,Electric Vehicles,0.1815138
2018,92128,Electric Vehicles,0.09915875
2018,92129,Electric Vehicles,0.12415512
2018,92130,Electric Vehicles,0.25626135
2018,92131,Electric Vehicles,0.11668861
2018,92132,Electric Vehicles,0
2018,92136,Electric Vehicles,0.00059528
2018,92139,Electric Vehicles,0.01135583
2018,92145,Electric Vehicles,0.00020675
2018,92152,Electric Vehicles,0.00037
2018,92154,Electric Vehicles,0.04098957
2018,92158,Electric Vehicles,0
2018,92161,Electric Vehicles,0
2018,92173,Electric Vehicles,0.00677299
2018,92179,Electric Vehicles,0
2018,92182,Electric Vehicles,0.00241983
2018,92199,Electric Vehicles,0
2018,92536,Electric Vehicles,0.00014088
2018,92624,Electric Vehicles,0.0223144
2018,92629,Electric Vehicles,0.10931637
2018,92651,Electric Vehicles,0.02725218
2018,92653,Electric Vehicles,0.06672076
2018,92656,Electric Vehicles,0.01912148
2018,92672,Electric Vehicles,0.17239868
2018,92673,Electric Vehicles,0.15177068
2018,92674,Electric Vehicles,0.0018129
2018,92675,Electric Vehicles,0.10773375
2018,92676,Electric Vehicles,0.00944943
2018,92677,Electric Vehicles,0.21621725
2018,92679,Electric Vehicles,0.0493087
2018,92688,Electric Vehicles,0.01572879
2018,92690,Electric Vehicles,0.00222572
2018,92691,Electric Vehicles,0.03307269
2018,92692,Electric Vehicles,0.05212613
2018,92693,Electric Vehicles,0.00060047
2018,92694,Electric Vehicles,0.18127282
2018,92697,Electric Vehicles,0.00712764
2019,91901,Electric Vehicles,0.03873711
2019,91902,Electric Vehicles,0.04650622
2019,91905,Electric Vehicles,0.00064072
2019,91906,Electric Vehicles,0.0035978
2019,91910,Electric Vehicles,0.07920206
2019,91911,Electric Vehicles,0.05984091
2019,91913,Electric Vehicles,0.085753
2019,91914,Electric Vehicles,0.06122881
2019,91915,Electric Vehicles,0.06271811
2019,91916,Electric Vehicles,0.00189192
2019,91917,Electric Vehicles,0.00224293
2019,91931,Electric Vehicles,0
2019,91932,Electric Vehicles,0.03053942
2019,91934,Electric Vehicles,0.00094333
2019,91935,Electric Vehicles,0.02749331
2019,91941,Electric Vehicles,0.10341679
2019,91942,Electric Vehicles,0.05719908
2019,91945,Electric Vehicles,0.0224673
2019,91948,Electric Vehicles,0.00031753
2019,91950,Electric Vehicles,0.02875671
2019,91962,Electric Vehicles,0.00342714
2019,91963,Electric Vehicles,0.00031201
2019,91977,Electric Vehicles,0.0555865
2019,91978,Electric Vehicles,0.00969661
2019,91980,Electric Vehicles,0.00042273
2019,92003,Electric Vehicles,0.02409014
2019,92004,Electric Vehicles,0.00506902
2019,92007,Electric Vehicles,0.07309229
2019,92008,Electric Vehicles,0.13748962
2019,92009,Electric Vehicles,0.29147535
2019,92010,Electric Vehicles,0.28943537
2019,92011,Electric Vehicles,0.2905716
2019,92014,Electric Vehicles,0.17535003
2019,92019,Electric Vehicles,0.06883798
2019,92020,Electric Vehicles,0.06044451
2019,92021,Electric Vehicles,0.06362991
2019,92024,Electric Vehicles,0.35267877
2019,92025,Electric Vehicles,0.07879977
2019,92026,Electric Vehicles,0.09505507
2019,92027,Electric Vehicles,0.07873375
2019,92028,Electric Vehicles,0.09664416
2019,92029,Electric Vehicles,0.08642121
2019,92036,Electric Vehicles,0.00450851
2019,92037,Electric Vehicles,0.36086177
2019,92040,Electric Vehicles,0.05167648
2019,92054,Electric Vehicles,0.08709077
2019,92055,Electric Vehicles,0.00185083
2019,92056,Electric Vehicles,0.10657261
2019,92057,Electric Vehicles,0.11358315
2019,92058,Electric Vehicles,0.0538263
2019,92059,Electric Vehicles,0.00219426
2019,92060,Electric Vehicles,0.00125851
2019,92061,Electric Vehicles,0.00507241
2019,92064,Electric Vehicles,0.20313763
2019,92065,Electric Vehicles,0.08115242
2019,92066,Electric Vehicles,0
2019,92067,Electric Vehicles,0.16625003
2019,92068,Electric Vehicles,0
2019,92069,Electric Vehicles,0.09287786
2019,92070,Electric Vehicles,0.00126147
2019,92071,Electric Vehicles,0.08206616
2019,92072,Electric Vehicles,0.00167357
2019,92075,Electric Vehicles,0.09534253
2019,92078,Electric Vehicles,0.20689894
2019,92081,Electric Vehicles,0.00164585
2019,92082,Electric Vehicles,0.05308693
2019,92083,Electric Vehicles,0.04277688
2019,92084,Electric Vehicles,0.09104166
2019,92085,Electric Vehicles,0.00065769
2019,92086,Electric Vehicles,0.00244376
2019,92091,Electric Vehicles,0.05794148
2019,92092,Electric Vehicles,0.00164824
2019,92093,Electric Vehicles,0.09081186
2019,92096,Electric Vehicles,0.00303793
2019,92101,Electric Vehicles,0.15671201
2019,92102,Electric Vehicles,0.05188021
2019,92103,Electric Vehicles,0.15362654
2019,92104,Electric Vehicles,0.11277455
2019,92105,Electric Vehicles,0.03786706
2019,92106,Electric Vehicles,0.10735952
2019,92107,Electric Vehicles,0.10898927
2019,92108,Electric Vehicles,0.06566159
2019,92109,Electric Vehicles,0.16821998
2019,92110,Electric Vehicles,0.07227389
2019,92111,Electric Vehicles,0.09909053
2019,92112,Electric Vehicles,0.00900428
2019,92113,Electric Vehicles,0.03526419
2019,92114,Electric Vehicles,0.03962843
2019,92115,Electric Vehicles,0.08790948
2019,92116,Electric Vehicles,0.09239128
2019,92117,Electric Vehicles,0.13202737
2019,92118,Electric Vehicles,0.19401957
2019,92119,Electric Vehicles,0.0514948
2019,92120,Electric Vehicles,0.09177042
2019,92121,Electric Vehicles,0.055636
2019,92122,Electric Vehicles,0.15119432
2019,92123,Electric Vehicles,0.11786248
2019,92124,Electric Vehicles,0.07318577
2019,92126,Electric Vehicles,0.16909394
2019,92127,Electric Vehicles,0.31150126
2019,92128,Electric Vehicles,0.16572083
