CEC Forecast Years,Spatial ID,Output DER Types,Value
2022,92130,Solar PV,18.62874313
2022,92131,Solar PV,13.00419854
2022,92132,Solar PV,0.00008277
2022,92136,Solar PV,1.26650635
2022,92139,Solar PV,4.33189962
2022,92145,Solar PV,0.08360189
2022,92152,Solar PV,0.00001521
2022,92154,Solar PV,12.94403301
2022,92158,Solar PV,0.00107329
2022,92161,Solar PV,0.00000033
2022,92173,Solar PV,3.29362092
2022,92179,Solar PV,0.21056025
2022,92182,Solar PV,0.03549719
2022,92199,Solar PV,0.00142127
2022,92536,Solar PV,0.04264587
2022,92624,Solar PV,0.63826602
2022,92629,Solar PV,1.9717273
2022,92651,Solar PV,0.35396792
2022,92653,Solar PV,6.06051792
2022,92656,Solar PV,0.36581686
2022,92672,Solar PV,5.52580094
2022,92673,Solar PV,8.00154918
2022,92674,Solar PV,0.00002079
2022,92675,Solar PV,8.10637952
2022,92676,Solar PV,0.0000343
2022,92677,Solar PV,6.50776767
2022,92679,Solar PV,4.5199888
2022,92688,Solar PV,1.81769269
2022,92690,Solar PV,0.00003786
2022,92691,Solar PV,4.43996816
2022,92692,Solar PV,3.31717378
2022,92693,Solar PV,0.00000109
2022,92694,Solar PV,8.21742634
2022,92697,Solar PV,0.00000002
2023,91901,Solar PV,9.12875133
2023,91902,Solar PV,6.24691078
2023,91905,Solar PV,0.46524311
2023,91906,Solar PV,1.09190993
2023,91910,Solar PV,11.35154607
2023,91911,Solar PV,11.94868735
2023,91913,Solar PV,10.35040273
2023,91914,Solar PV,6.61610264
2023,91915,Solar PV,6.72263893
2023,91916,Solar PV,0.53526356
2023,91917,Solar PV,0.19853173
2023,91931,Solar PV,0.02787832
2023,91932,Solar PV,2.24636516
2023,91934,Solar PV,0.08513255
2023,91935,Solar PV,5.92205283
2023,91941,Solar PV,8.79859185
2023,91942,Solar PV,7.91619097
2023,91945,Solar PV,4.09840629
2023,91948,Solar PV,0.00082125
2023,91950,Solar PV,4.15635222
2023,91962,Solar PV,0.51967905
2023,91963,Solar PV,0.14755898
2023,91977,Solar PV,11.02527359
2023,91978,Solar PV,3.3154983
2023,91980,Solar PV,0.09385347
2023,92003,Solar PV,2.82295997
2023,92004,Solar PV,3.03045841
2023,92007,Solar PV,1.77522871
2023,92008,Solar PV,6.98317568
2023,92009,Solar PV,15.62861773
2023,92010,Solar PV,3.78289051
2023,92011,Solar PV,5.03129089
2023,92014,Solar PV,4.65740924
2023,92019,Solar PV,18.14876457
2023,92020,Solar PV,13.96796545
2023,92021,Solar PV,15.90727395
2023,92024,Solar PV,15.95192055
2023,92025,Solar PV,13.03751926
2023,92026,Solar PV,13.37021663
2023,92027,Solar PV,16.18165244
2023,92028,Solar PV,23.31248514
2023,92029,Solar PV,10.41220287
2023,92036,Solar PV,1.03325114
2023,92037,Solar PV,11.99819009
2023,92040,Solar PV,14.09152847
2023,92054,Solar PV,5.59956226
2023,92055,Solar PV,1.29416122
2023,92056,Solar PV,10.30444935
2023,92057,Solar PV,9.7853932
2023,92058,Solar PV,2.68803789
2023,92059,Solar PV,0.98858857
2023,92060,Solar PV,0.05742655
2023,92061,Solar PV,2.47452979
2023,92064,Solar PV,28.47134012
2023,92065,Solar PV,19.24510048
2023,92066,Solar PV,0.08417901
2023,92067,Solar PV,9.43826914
2023,92068,Solar PV,0
2023,92069,Solar PV,13.07884091
2023,92070,Solar PV,0.18528476
2023,92071,Solar PV,17.31529053
2023,92072,Solar PV,0.00005524
2023,92075,Solar PV,3.08613055
2023,92078,Solar PV,13.26073895
2023,92081,Solar PV,8.44819816
2023,92082,Solar PV,13.84237308
2023,92083,Solar PV,4.72035027
2023,92084,Solar PV,12.0298306
2023,92085,Solar PV,0.00002083
2023,92086,Solar PV,0.49391179
2023,92091,Solar PV,0.68023281
2023,92092,Solar PV,0.0059574
2023,92093,Solar PV,0.00000367
2023,92096,Solar PV,0.00126365
2023,92101,Solar PV,4.33239192
2023,92102,Solar PV,3.19682612
2023,92103,Solar PV,3.14819865
2023,92104,Solar PV,3.86405557
2023,92105,Solar PV,5.2078815
2023,92106,Solar PV,5.28283385
2023,92107,Solar PV,2.8841324
2023,92108,Solar PV,4.55351704
2023,92109,Solar PV,4.10869905
2023,92110,Solar PV,6.19534278
2023,92111,Solar PV,9.27997713
2023,92112,Solar PV,0.00743447
2023,92113,Solar PV,5.6829898
2023,92114,Solar PV,10.35706615
2023,92115,Solar PV,7.23462549
2023,92116,Solar PV,2.71035985
2023,92117,Solar PV,8.39479069
2023,92118,Solar PV,3.91037901
2023,92119,Solar PV,5.84186366
2023,92120,Solar PV,9.63719263
2023,92121,Solar PV,8.10278781
2023,92122,Solar PV,4.91402605
2023,92123,Solar PV,9.89338366
2023,92124,Solar PV,4.94900097
2023,92126,Solar PV,11.91114195
2023,92127,Solar PV,19.34350555
2023,92128,Solar PV,9.20242473
2023,92129,Solar PV,12.16228389
2023,92130,Solar PV,19.66707645
2023,92131,Solar PV,13.16111112
2023,92132,Solar PV,0.00011251
2023,92136,Solar PV,1.27995424
2023,92139,Solar PV,4.48486356
2023,92145,Solar PV,0.09345567
2023,92152,Solar PV,0.00002067
2023,92154,Solar PV,13.36245523
2023,92158,Solar PV,0.0014665
2023,92161,Solar PV,0.00000045
2023,92173,Solar PV,3.55467339
2023,92179,Solar PV,0.21423278
2023,92182,Solar PV,0.03552392
2023,92199,Solar PV,0.00194197
2023,92536,Solar PV,0.04545034
2023,92624,Solar PV,0.68467423
2023,92629,Solar PV,2.19023806
2023,92651,Solar PV,0.37168055
2023,92653,Solar PV,6.09356777
2023,92656,Solar PV,0.39809797
2023,92672,Solar PV,5.79267625
2023,92673,Solar PV,8.27959459
2023,92674,Solar PV,0.00002827
2023,92675,Solar PV,8.32549342
2023,92676,Solar PV,0.00004763
2023,92677,Solar PV,6.85916629
2023,92679,Solar PV,4.56981186
2023,92688,Solar PV,1.84710423
2023,92690,Solar PV,0.00005147
2023,92691,Solar PV,4.68748981
2023,92692,Solar PV,3.39917205
2023,92693,Solar PV,0.00000148
2023,92694,Solar PV,8.57548736
2023,92697,Solar PV,0.00000003
2024,91901,Solar PV,9.31399875
2024,91902,Solar PV,6.41807528
2024,91905,Solar PV,0.47571884
2024,91906,Solar PV,1.14547383
2024,91910,Solar PV,11.84650759
2024,91911,Solar PV,13.65416608
2024,91913,Solar PV,11.65181506
2024,91914,Solar PV,6.92872883
2024,91915,Solar PV,7.46863512
2024,91916,Solar PV,0.53895036
2024,91917,Solar PV,0.19853173
2024,91931,Solar PV,0.02906827
2024,91932,Solar PV,2.53722997
2024,91934,Solar PV,0.10548938
2024,91935,Solar PV,6.02487518
2024,91941,Solar PV,8.99172285
2024,91942,Solar PV,8.50060378
2024,91945,Solar PV,4.4558454
2024,91948,Solar PV,0.00082125
2024,91950,Solar PV,4.40762234
2024,91962,Solar PV,0.58565995
2024,91963,Solar PV,0.1600282
2024,91977,Solar PV,11.52941025
2024,91978,Solar PV,3.7214617
2024,91980,Solar PV,0.15276282
2024,92003,Solar PV,2.88408748
2024,92004,Solar PV,3.08789904
2024,92007,Solar PV,1.85238486
2024,92008,Solar PV,8.01809563
2024,92009,Solar PV,16.31501358
2024,92010,Solar PV,3.98539341
2024,92011,Solar PV,5.46335075
2024,92014,Solar PV,4.85797046
2024,92019,Solar PV,20.13909284
2024,92020,Solar PV,14.70834236
2024,92021,Solar PV,16.6669191
2024,92024,Solar PV,16.97932726
2024,92025,Solar PV,14.42469704
2024,92026,Solar PV,13.58982226
2024,92027,Solar PV,16.898673
2024,92028,Solar PV,23.89883022
2024,92029,Solar PV,10.63255289
2024,92036,Solar PV,1.26407397
2024,92037,Solar PV,13.04367259
2024,92040,Solar PV,14.36152772
2024,92054,Solar PV,5.95704878
2024,92055,Solar PV,1.29416122
2024,92056,Solar PV,10.79008901
2024,92057,Solar PV,10.68981422
2024,92058,Solar PV,2.83891268
2024,92059,Solar PV,1.16081635
2024,92060,Solar PV,0.05742655
2024,92061,Solar PV,2.47452979
2024,92064,Solar PV,30.02109438
2024,92065,Solar PV,19.90483014
2024,92066,Solar PV,0.09016697
2024,92067,Solar PV,9.64567793
2024,92068,Solar PV,0
2024,92069,Solar PV,14.42515471
2024,92070,Solar PV,0.18592138
2024,92071,Solar PV,18.42223714
2024,92072,Solar PV,0.00008306
2024,92075,Solar PV,3.29830511
2024,92078,Solar PV,14.27029534
2024,92081,Solar PV,8.89547037
2024,92082,Solar PV,14.45279517
2024,92083,Solar PV,4.94555923
2024,92084,Solar PV,12.91619943
2024,92085,Solar PV,0.00003138
2024,92086,Solar PV,0.59940449
2024,92091,Solar PV,0.95333773
2024,92092,Solar PV,0.01102101
2024,92093,Solar PV,0.00000553
2024,92096,Solar PV,0.00190023
2024,92101,Solar PV,5.34151659
2024,92102,Solar PV,3.5055046
2024,92103,Solar PV,3.31011711
2024,92104,Solar PV,4.40776696
2024,92105,Solar PV,5.53757208
2024,92106,Solar PV,5.52614795
2024,92107,Solar PV,3.05268998
2024,92108,Solar PV,5.40017886
2024,92109,Solar PV,4.30514857
2024,92110,Solar PV,6.87425155
2024,92111,Solar PV,9.71679241
2024,92112,Solar PV,0.007611
2024,92113,Solar PV,6.88151304
2024,92114,Solar PV,11.72367638
2024,92115,Solar PV,7.43785996
2024,92116,Solar PV,2.83586188
2024,92117,Solar PV,8.69958174
2024,92118,Solar PV,4.3312039
2024,92119,Solar PV,5.9466186
2024,92120,Solar PV,10.27020598
2024,92121,Solar PV,9.71834556
2024,92122,Solar PV,5.46829597
2024,92123,Solar PV,10.62945539
2024,92124,Solar PV,5.38292439
2024,92126,Solar PV,12.86980798
2024,92127,Solar PV,20.27628804
2024,92128,Solar PV,9.84282931
2024,92129,Solar PV,12.84351135
2024,92130,Solar PV,21.67117521
2024,92131,Solar PV,13.45820033
2024,92132,Solar PV,0.00016946
2024,92136,Solar PV,1.30562889
2024,92139,Solar PV,4.78522661
2024,92145,Solar PV,0.11352836
2024,92152,Solar PV,0.00003114
2024,92154,Solar PV,14.25380628
2024,92158,Solar PV,0.00220526
2024,92161,Solar PV,0.00000068
2024,92173,Solar PV,4.05855631
2024,92179,Solar PV,0.22126346
2024,92182,Solar PV,0.03557507
2024,92199,Solar PV,0.00292025
2024,92536,Solar PV,0.05025043
2024,92624,Solar PV,0.77393201
2024,92629,Solar PV,2.61149395
2024,92651,Solar PV,0.40572169
2024,92653,Solar PV,6.15797066
2024,92656,Solar PV,0.45988987
2024,92672,Solar PV,6.31172173
2024,92673,Solar PV,8.81633385
2024,92674,Solar PV,0.00004258
2024,92675,Solar PV,8.88353705
2024,92676,Solar PV,0.0000737
2024,92677,Solar PV,7.54000564
2024,92679,Solar PV,4.66481244
2024,92688,Solar PV,1.90329325
2024,92690,Solar PV,0.00007752
2024,92691,Solar PV,5.29452341
2024,92692,Solar PV,3.56389159
2024,92693,Solar PV,0.00000224
2024,92694,Solar PV,9.29364332
2024,92697,Solar PV,0.00000005
2025,91901,Solar PV,9.43647863
2025,91902,Solar PV,6.5245478
2025,91905,Solar PV,0.48792128
2025,91906,Solar PV,1.20439766
2025,91910,Solar PV,12.34256812
2025,91911,Solar PV,14.71062696
2025,91913,Solar PV,12.56809835
2025,91914,Solar PV,7.15773742
2025,91915,Solar PV,7.98877344
2025,91916,Solar PV,0.54244622
2025,91917,Solar PV,0.19968608
2025,91931,Solar PV,0.02968404
2025,91932,Solar PV,2.70313067
2025,91934,Solar PV,0.11676209
2025,91935,Solar PV,6.08577598
2025,91941,Solar PV,9.10743249
2025,91942,Solar PV,8.87792011
2025,91945,Solar PV,4.67969481
2025,91948,Solar PV,0.00082125
2025,91950,Solar PV,4.64727986
2025,91962,Solar PV,0.62371859
2025,91963,Solar PV,0.16655245
2025,91977,Solar PV,11.85998082
2025,91978,Solar PV,3.98500014
2025,91980,Solar PV,0.19304151
2025,92003,Solar PV,2.9408611
2025,92004,Solar PV,3.18243721
2025,92007,Solar PV,1.8962963
2025,92008,Solar PV,8.66261373
2025,92009,Solar PV,16.80623486
2025,92010,Solar PV,4.13859166
2025,92011,Solar PV,5.72199691
2025,92014,Solar PV,4.99227306
2025,92019,Solar PV,21.34676421
2025,92020,Solar PV,15.17787669
2025,92021,Solar PV,17.12828108
2025,92024,Solar PV,17.6196241
2025,92025,Solar PV,15.27486892
2025,92026,Solar PV,13.77888439
2025,92027,Solar PV,17.33624625
2025,92028,Solar PV,24.39914023
2025,92029,Solar PV,10.83935886
2025,92036,Solar PV,1.40086642
2025,92037,Solar PV,13.69321038
2025,92040,Solar PV,14.53219662
2025,92054,Solar PV,6.31763574
2025,92055,Solar PV,1.29416122
2025,92056,Solar PV,11.24203152
2025,92057,Solar PV,11.22450801
2025,92058,Solar PV,2.9918134
2025,92059,Solar PV,1.2768873
2025,92060,Solar PV,0.05742655
2025,92061,Solar PV,2.47452979
2025,92064,Solar PV,30.97654097
2025,92065,Solar PV,20.28395658
2025,92066,Solar PV,0.09331014
2025,92067,Solar PV,9.77970576
2025,92068,Solar PV,0
2025,92069,Solar PV,15.20787159
2025,92070,Solar PV,0.18783154
2025,92071,Solar PV,19.11727626
2025,92072,Solar PV,0.0001011
2025,92075,Solar PV,3.43196052
2025,92078,Solar PV,15.04560445
2025,92081,Solar PV,9.32287126
2025,92082,Solar PV,14.82594458
2025,92083,Solar PV,5.11540112
2025,92084,Solar PV,13.4740353
2025,92085,Solar PV,0.00003833
2025,92086,Solar PV,0.66454879
2025,92091,Solar PV,1.11814047
2025,92092,Solar PV,0.01387699
2025,92093,Solar PV,0.00000676
2025,92096,Solar PV,0.00231288
2025,92101,Solar PV,5.98268113
2025,92102,Solar PV,3.69303527
2025,92103,Solar PV,3.41789142
2025,92104,Solar PV,4.74820138
2025,92105,Solar PV,5.83364923
2025,92106,Solar PV,5.67879738
2025,92107,Solar PV,3.1961187
2025,92108,Solar PV,5.93300404
2025,92109,Solar PV,4.42619794
2025,92110,Solar PV,7.29539754
2025,92111,Solar PV,10.13842532
2025,92112,Solar PV,0.00810643
2025,92113,Solar PV,7.61533086
2025,92114,Solar PV,12.54487995
2025,92115,Solar PV,7.63464687
2025,92116,Solar PV,2.92558463
2025,92117,Solar PV,8.90264316
2025,92118,Solar PV,4.64346776
2025,92119,Solar PV,6.02224255
2025,92120,Solar PV,10.65537607
2025,92121,Solar PV,10.77489212
2025,92122,Solar PV,5.80951789
2025,92123,Solar PV,11.18776241
2025,92124,Solar PV,5.63573708
2025,92126,Solar PV,13.49635347
2025,92127,Solar PV,20.92412432
2025,92128,Solar PV,10.22814081
2025,92129,Solar PV,13.24525538
2025,92130,Solar PV,22.89553971
2025,92131,Solar PV,13.68827348
2025,92132,Solar PV,0.00020703
2025,92136,Solar PV,1.36349702
2025,92139,Solar PV,5.04429933
2025,92145,Solar PV,0.12566614
2025,92152,Solar PV,0.00003804
2025,92154,Solar PV,15.0044926
2025,92158,Solar PV,0.00268416
2025,92161,Solar PV,0.00000084
2025,92173,Solar PV,4.38154243
2025,92179,Solar PV,0.24145873
2025,92182,Solar PV,0.03560882
2025,92199,Solar PV,0.00355442
2025,92536,Solar PV,0.05287251
2025,92624,Solar PV,0.82471764
2025,92629,Solar PV,2.85405643
2025,92651,Solar PV,0.42640397
2025,92653,Solar PV,6.22666852
2025,92656,Solar PV,0.51187193
2025,92672,Solar PV,6.78470447
2025,92673,Solar PV,9.21519214
2025,92674,Solar PV,0.00005201
2025,92675,Solar PV,9.35139923
2025,92676,Solar PV,0.0000908
2025,92677,Solar PV,7.945932
2025,92679,Solar PV,4.71850464
2025,92688,Solar PV,1.95505209
2025,92690,Solar PV,0.00009471
2025,92691,Solar PV,5.71121696
2025,92692,Solar PV,3.67008044
2025,92693,Solar PV,0.00000273
2025,92694,Solar PV,9.71773422
2025,92697,Solar PV,0.00000006
2026,91901,Solar PV,9.54870156
2026,91902,Solar PV,6.61978884
2026,91905,Solar PV,0.50245967
2026,91906,Solar PV,1.27260681
2026,91910,Solar PV,12.90259881
2026,91911,Solar PV,15.67564958
2026,91913,Solar PV,13.45135021
2026,91914,Solar PV,7.38318594
2026,91915,Solar PV,8.48613286
2026,91916,Solar PV,0.54622543
2026,91917,Solar PV,0.2018454
2026,91931,Solar PV,0.03016002
2026,91932,Solar PV,2.84206167
2026,91934,Solar PV,0.12607799
2026,91935,Solar PV,6.14084248
2026,91941,Solar PV,9.20796434
2026,91942,Solar PV,9.20234447
2026,91945,Solar PV,4.87469683
2026,91948,Solar PV,0.00082125
2026,91950,Solar PV,4.91019983
2026,91962,Solar PV,0.65635858
2026,91963,Solar PV,0.17291556
2026,91977,Solar PV,12.15930126
2026,91978,Solar PV,4.23107212
2026,91980,Solar PV,0.23415355
2026,92003,Solar PV,3.00345498
2026,92004,Solar PV,3.30038948
2026,92007,Solar PV,1.93302742
2026,92008,Solar PV,9.25104595
2026,92009,Solar PV,17.28548182
2026,92010,Solar PV,4.29264238
2026,92011,Solar PV,5.9502792
2026,92014,Solar PV,5.12361997
2026,92019,Solar PV,22.4241536
2026,92020,Solar PV,15.72629068
2026,92021,Solar PV,17.59631189
2026,92024,Solar PV,18.20224202
2026,92025,Solar PV,16.05548901
2026,92026,Solar PV,14.02549103
2026,92027,Solar PV,17.84427779
2026,92028,Solar PV,25.10348518
2026,92029,Solar PV,11.18559425
2026,92036,Solar PV,1.52002475
2026,92037,Solar PV,14.28442552
2026,92040,Solar PV,14.6846918
2026,92054,Solar PV,6.72150072
2026,92055,Solar PV,1.29416122
2026,92056,Solar PV,11.73937315
2026,92057,Solar PV,11.69273838
2026,92058,Solar PV,3.16334944
2026,92059,Solar PV,1.39084838
2026,92060,Solar PV,0.05742655
2026,92061,Solar PV,2.4855507
2026,92064,Solar PV,31.88553556
2026,92065,Solar PV,20.60292096
2026,92066,Solar PV,0.09577237
2026,92067,Solar PV,9.99719422
2026,92068,Solar PV,0.00000001
2026,92069,Solar PV,15.87489523
2026,92070,Solar PV,0.19265324
2026,92071,Solar PV,19.75022001
2026,92072,Solar PV,0.00011788
2026,92075,Solar PV,3.55398351
2026,92078,Solar PV,15.87501938
2026,92081,Solar PV,9.77694904
2026,92082,Solar PV,15.17646159
2026,92083,Solar PV,5.28622599
2026,92084,Solar PV,14.01908148
2026,92085,Solar PV,0.00004491
2026,92086,Solar PV,0.72424141
2026,92091,Solar PV,1.26464691
2026,92092,Solar PV,0.01624069
2026,92093,Solar PV,0.00000792
2026,92096,Solar PV,0.0026966
2026,92101,Solar PV,6.57679988
2026,92102,Solar PV,3.86486458
2026,92103,Solar PV,3.53707429
2026,92104,Solar PV,5.05788405
2026,92105,Solar PV,6.15932943
2026,92106,Solar PV,5.81956919
2026,92107,Solar PV,3.34465469
2026,92108,Solar PV,6.42582161
2026,92109,Solar PV,4.5844199
2026,92110,Solar PV,7.67884935
2026,92111,Solar PV,10.5978775
2026,92112,Solar PV,0.00878162
2026,92113,Solar PV,8.28207963
2026,92114,Solar PV,13.2290331
2026,92115,Solar PV,7.86892184
2026,92116,Solar PV,3.01468663
2026,92117,Solar PV,9.19769572
2026,92118,Solar PV,4.95887972
2026,92119,Solar PV,6.09551487
2026,92120,Solar PV,11.00039019
2026,92121,Solar PV,11.77503994
2026,92122,Solar PV,6.118144
2026,92123,Solar PV,11.74930443
2026,92124,Solar PV,5.85005964
2026,92126,Solar PV,14.08199222
2026,92127,Solar PV,21.54165181
2026,92128,Solar PV,10.56618426
2026,92129,Solar PV,13.59496936
2026,92130,Solar PV,23.94037404
2026,92131,Solar PV,13.92518823
2026,92132,Solar PV,0.00024254
2026,92136,Solar PV,1.4404324
2026,92139,Solar PV,5.30582787
2026,92145,Solar PV,0.1367645
2026,92152,Solar PV,0.00004456
2026,92154,Solar PV,15.7796811
2026,92158,Solar PV,0.00312947
2026,92161,Solar PV,0.00000098
2026,92173,Solar PV,4.68300038
2026,92179,Solar PV,0.26840658
2026,92182,Solar PV,0.03564072
2026,92199,Solar PV,0.00414411
2026,92536,Solar PV,0.0549368
2026,92624,Solar PV,0.86751606
2026,92629,Solar PV,3.06103204
2026,92651,Solar PV,0.44435962
2026,92653,Solar PV,6.31413235
2026,92656,Solar PV,0.56636997
2026,92672,Solar PV,7.29468239
2026,92673,Solar PV,9.60966339
2026,92674,Solar PV,0.00006094
2026,92675,Solar PV,9.8338298
2026,92676,Solar PV,0.00010717
2026,92677,Solar PV,8.29769966
2026,92679,Solar PV,4.76327125
2026,92688,Solar PV,2.01241
2026,92690,Solar PV,0.00011096
2026,92691,Solar PV,6.11067302
2026,92692,Solar PV,3.76634034
2026,92693,Solar PV,0.0000032
2026,92694,Solar PV,10.08765882
2026,92697,Solar PV,0.00000007
2027,91901,Solar PV,9.70897022
2027,91902,Solar PV,6.73620022
2027,91905,Solar PV,0.51510049
2027,91906,Solar PV,1.33313729
2027,91910,Solar PV,13.43032801
2027,91911,Solar PV,16.57331419
2027,91913,Solar PV,14.23289474
2027,91914,Solar PV,7.58423546
2027,91915,Solar PV,8.93873209
2027,91916,Solar PV,0.55685618
2027,91917,Solar PV,0.20477117
2027,91931,Solar PV,0.03052501
2027,91932,Solar PV,2.95409177
2027,91934,Solar PV,0.13370692
2027,91935,Solar PV,6.28910616
2027,91941,Solar PV,9.35988736
2027,91942,Solar PV,9.51991334
2027,91945,Solar PV,5.03513284
2027,91948,Solar PV,0.00082125
2027,91950,Solar PV,5.15719727
2027,91962,Solar PV,0.68395509
2027,91963,Solar PV,0.17879749
2027,91977,Solar PV,12.50269575
2027,91978,Solar PV,4.45365704
2027,91980,Solar PV,0.27568586
2027,92003,Solar PV,3.0832495
2027,92004,Solar PV,3.4154802
2027,92007,Solar PV,1.96281856
2027,92008,Solar PV,9.77331999
2027,92009,Solar PV,17.71593784
2027,92010,Solar PV,4.43079084
2027,92011,Solar PV,6.14548436
2027,92014,Solar PV,5.27720802
2027,92019,Solar PV,23.48012637
2027,92020,Solar PV,16.37222957
2027,92021,Solar PV,18.23447035
2027,92024,Solar PV,18.83287603
2027,92025,Solar PV,16.88084607
2027,92026,Solar PV,14.44522256
2027,92027,Solar PV,18.55626031
2027,92028,Solar PV,26.02616303
2027,92029,Solar PV,11.59078644
2027,92036,Solar PV,1.62079064
2027,92037,Solar PV,14.80198375
2027,92040,Solar PV,14.91907419
2027,92054,Solar PV,7.09444437
2027,92055,Solar PV,1.29416122
2027,92056,Solar PV,12.18925606
2027,92057,Solar PV,12.0941509
2027,92058,Solar PV,3.31683531
2027,92059,Solar PV,1.49871473
2027,92060,Solar PV,0.05742655
2027,92061,Solar PV,2.51471261
2027,92064,Solar PV,33.06616426
2027,92065,Solar PV,21.10258783
2027,92066,Solar PV,0.09768355
2027,92067,Solar PV,10.31548557
2027,92068,Solar PV,0.00000001
2027,92069,Solar PV,16.42077234
2027,92070,Solar PV,0.19832511
2027,92071,Solar PV,20.317781
2027,92072,Solar PV,0.00013238
2027,92075,Solar PV,3.68256351
2027,92078,Solar PV,16.67041735
2027,92081,Solar PV,10.20909204
2027,92082,Solar PV,15.68060118
2027,92083,Solar PV,5.43824766
2027,92084,Solar PV,14.6838155
2027,92085,Solar PV,0.00005068
2027,92086,Solar PV,0.77605764
2027,92091,Solar PV,1.39196121
2027,92092,Solar PV,0.01813545
2027,92093,Solar PV,0.00000894
2027,92096,Solar PV,0.00302848
2027,92101,Solar PV,7.10259405
2027,92102,Solar PV,4.0350259
2027,92103,Solar PV,3.64127462
2027,92104,Solar PV,5.32788504
2027,92105,Solar PV,6.4729648
2027,92106,Solar PV,6.00029629
2027,92107,Solar PV,3.48334182
2027,92108,Solar PV,6.86666238
2027,92109,Solar PV,4.75508278
2027,92110,Solar PV,8.01529553
2027,92111,Solar PV,11.05041911
2027,92112,Solar PV,0.00940117
2027,92113,Solar PV,8.87619124
2027,92114,Solar PV,13.71334486
2027,92115,Solar PV,8.16187311
2027,92116,Solar PV,3.09019848
2027,92117,Solar PV,9.52824106
2027,92118,Solar PV,5.24981996
2027,92119,Solar PV,6.24154007
2027,92120,Solar PV,11.30561599
2027,92121,Solar PV,12.66922499
2027,92122,Solar PV,6.38746268
2027,92123,Solar PV,12.27849143
2027,92124,Solar PV,6.02240126
2027,92126,Solar PV,14.60792917
2027,92127,Solar PV,22.26494172
2027,92128,Solar PV,10.84847427
2027,92129,Solar PV,13.89070736
2027,92130,Solar PV,24.79646677
2027,92131,Solar PV,14.24128328
2027,92132,Solar PV,0.00027373
2027,92136,Solar PV,1.51068531
2027,92139,Solar PV,5.53731756
2027,92145,Solar PV,0.14733082
2027,92152,Solar PV,0.00005029
2027,92154,Solar PV,16.50503731
2027,92158,Solar PV,0.00351462
2027,92161,Solar PV,0.00000111
2027,92173,Solar PV,4.95068427
2027,92179,Solar PV,0.29308862
2027,92182,Solar PV,0.03566874
2027,92199,Solar PV,0.00465414
2027,92536,Solar PV,0.0564767
2027,92624,Solar PV,0.90288955
2027,92629,Solar PV,3.23417779
2027,92651,Solar PV,0.45927781
2027,92653,Solar PV,6.49533487
2027,92656,Solar PV,0.61408467
2027,92672,Solar PV,7.76012657
2027,92673,Solar PV,9.95401382
2027,92674,Solar PV,0.00006877
2027,92675,Solar PV,10.28807189
2027,92676,Solar PV,0.00012217
2027,92677,Solar PV,8.59324273
2027,92679,Solar PV,4.81864587
2027,92688,Solar PV,2.08424349
2027,92690,Solar PV,0.00012523
2027,92691,Solar PV,6.47501563
2027,92692,Solar PV,3.84962425
2027,92693,Solar PV,0.00000361
2027,92694,Solar PV,10.4042515
2027,92697,Solar PV,0.00000008
2028,91901,Solar PV,9.84507718
2028,91902,Solar PV,6.83048495
2028,91905,Solar PV,0.52049091
2028,91906,Solar PV,1.35959715
2028,91910,Solar PV,13.6990222
2028,91911,Solar PV,17.01169898
2028,91913,Solar PV,14.58081176
2028,91914,Solar PV,7.67398514
2028,91915,Solar PV,9.14542288
2028,91916,Solar PV,0.56437032
2028,91917,Solar PV,0.20714549
2028,91931,Solar PV,0.03066786
2028,91932,Solar PV,3.00010355
2028,91934,Solar PV,0.13689125
2028,91935,Solar PV,6.39030226
2028,91941,Solar PV,9.49302072
2028,91942,Solar PV,9.67272855
2028,91945,Solar PV,5.11929571
2028,91948,Solar PV,0.00082125
2028,91950,Solar PV,5.2699537
2028,91962,Solar PV,0.69585105
2028,91963,Solar PV,0.18117949
2028,91977,Solar PV,12.70890676
2028,91978,Solar PV,4.56228389
2028,91980,Solar PV,0.29710576
2028,92003,Solar PV,3.13348502
2028,92004,Solar PV,3.46825432
2028,92007,Solar PV,1.98077567
2028,92008,Solar PV,10.00927006
2028,92009,Solar PV,17.90808134
2028,92010,Solar PV,4.49194777
2028,92011,Solar PV,6.23045562
2028,92014,Solar PV,5.35843019
2028,92019,Solar PV,24.03879586
2028,92020,Solar PV,16.69130816
2028,92021,Solar PV,18.57263426
2028,92024,Solar PV,19.18398942
2028,92025,Solar PV,17.29179633
2028,92026,Solar PV,14.67827884
2028,92027,Solar PV,18.92817526
2028,92028,Solar PV,26.50341922
2028,92029,Solar PV,11.79305887
2028,92036,Solar PV,1.66408722
2028,92037,Solar PV,15.05384105
2028,92040,Solar PV,15.13914162
2028,92054,Solar PV,7.2629367
2028,92055,Solar PV,1.29416122
2028,92056,Solar PV,12.38809971
2028,92057,Solar PV,12.26956922
2028,92058,Solar PV,3.38469266
2028,92059,Solar PV,1.54917618
2028,92060,Solar PV,0.05742655
2028,92061,Solar PV,2.529952
2028,92064,Solar PV,33.69714216
2028,92065,Solar PV,21.44073272
2028,92066,Solar PV,0.0984396
2028,92067,Solar PV,10.48632068
2028,92068,Solar PV,0.00000001
2028,92069,Solar PV,16.66765037
2028,92070,Solar PV,0.20115736
2028,92071,Solar PV,20.63978264
2028,92072,Solar PV,0.00013875
2028,92075,Solar PV,3.75013784
