Allocation Row Number,CEC Forecast Years,Spatial ID,Output DER Types,Value
2629,2022,92040,Electric Vehicles,0.1335801
2630,2022,92054,Electric Vehicles,0.23222447
2631,2022,92055,Electric Vehicles,0.00434
2632,2022,92056,Electric Vehicles,0.28300236
2633,2022,92057,Electric Vehicles,0.30861278
2634,2022,92058,Electric Vehicles,0.14423438
2635,2022,92059,Electric Vehicles,0.00530197
2636,2022,92060,Electric Vehicles,0.00306471
2637,2022,92061,Electric Vehicles,0.01254261
2638,2022,92064,Electric Vehicles,0.55093037
2639,2022,92065,Electric Vehicles,0.2146954
2640,2022,92066,Electric Vehicles,0
2641,2022,92067,Electric Vehicles,0.45237345
2642,2022,92068,Electric Vehicles,0
2643,2022,92069,Electric Vehicles,0.25016522
2644,2022,92070,Electric Vehicles,0.00308847
2645,2022,92071,Electric Vehicles,0.21496784
2646,2022,92072,Electric Vehicles,0.00448412
2647,2022,92075,Electric Vehicles,0.26811544
2648,2022,92078,Electric Vehicles,0.59355759
2649,2022,92081,Electric Vehicles,0.00429935
2650,2022,92082,Electric Vehicles,0.13975036
2651,2022,92083,Electric Vehicles,0.11286285
2652,2022,92084,Electric Vehicles,0.24194658
2653,2022,92085,Electric Vehicles,0.00170063
2654,2022,92086,Electric Vehicles,0.0069616
2655,2022,92091,Electric Vehicles,0.15948308
2656,2022,92092,Electric Vehicles,0.00433437
2657,2022,92093,Electric Vehicles,0.16609099
2658,2022,92096,Electric Vehicles,0.00534861
2659,2022,92101,Electric Vehicles,0.42337084
2660,2022,92102,Electric Vehicles,0.13638224
2661,2022,92103,Electric Vehicles,0.43079689
2662,2022,92104,Electric Vehicles,0.30574559
2663,2022,92105,Electric Vehicles,0.09854675
2664,2022,92106,Electric Vehicles,0.2989365
2665,2022,92107,Electric Vehicles,0.29818167
2666,2022,92108,Electric Vehicles,0.18028153
2667,2022,92109,Electric Vehicles,0.46019123
2668,2022,92110,Electric Vehicles,0.19736646
2669,2022,92111,Electric Vehicles,0.26241374
2670,2022,92112,Electric Vehicles,0.02572289
2671,2022,92113,Electric Vehicles,0.09199062
2672,2022,92114,Electric Vehicles,0.10229175
2673,2022,92115,Electric Vehicles,0.23065392
2674,2022,92116,Electric Vehicles,0.24856948
2675,2022,92117,Electric Vehicles,0.35126012
2676,2022,92118,Electric Vehicles,0.56927196
2677,2022,92119,Electric Vehicles,0.1345917
2678,2022,92120,Electric Vehicles,0.25085339
2679,2022,92121,Electric Vehicles,0.16001892
2680,2022,92122,Electric Vehicles,0.41868188
2681,2022,92123,Electric Vehicles,0.33440964
2682,2022,92124,Electric Vehicles,0.19729749
2683,2022,92126,Electric Vehicles,0.45423857
2684,2022,92127,Electric Vehicles,0.90658475
2685,2022,92128,Electric Vehicles,0.45041919
2686,2022,92129,Electric Vehicles,0.58779682
2687,2022,92130,Electric Vehicles,1.24664142
2688,2022,92131,Electric Vehicles,0.55823776
2689,2022,92132,Electric Vehicles,0
2690,2022,92136,Electric Vehicles,0.00248785
2691,2022,92139,Electric Vehicles,0.04837801
2692,2022,92145,Electric Vehicles,0.001102
2693,2022,92152,Electric Vehicles,0.00123544
2694,2022,92154,Electric Vehicles,0.17860156
2695,2022,92158,Electric Vehicles,0
2696,2022,92161,Electric Vehicles,0
2697,2022,92173,Electric Vehicles,0.02880516
2698,2022,92179,Electric Vehicles,0
2699,2022,92182,Electric Vehicles,0.01140689
2700,2022,92199,Electric Vehicles,0
2701,2022,92536,Electric Vehicles,0.00054164
2702,2022,92624,Electric Vehicles,0.10778143
2703,2022,92629,Electric Vehicles,0.5470904
2704,2022,92651,Electric Vehicles,0.12462207
2705,2022,92653,Electric Vehicles,0.31473137
2706,2022,92656,Electric Vehicles,0.09385405
2707,2022,92672,Electric Vehicles,0.84565459
2708,2022,92673,Electric Vehicles,0.75226387
2709,2022,92674,Electric Vehicles,0.00850601
2710,2022,92675,Electric Vehicles,0.52949696
2711,2022,92676,Electric Vehicles,0.04985586
2712,2022,92677,Electric Vehicles,1.06600762
2713,2022,92679,Electric Vehicles,0.23596837
2714,2022,92688,Electric Vehicles,0.07519514
2715,2022,92690,Electric Vehicles,0.01077671
2716,2022,92691,Electric Vehicles,0.15553425
2717,2022,92692,Electric Vehicles,0.24777883
2718,2022,92693,Electric Vehicles,0.00269169
2719,2022,92694,Electric Vehicles,0.89046744
2720,2022,92697,Electric Vehicles,0.02979211
2721,2023,91901,Electric Vehicles,0.12458028
2722,2023,91902,Electric Vehicles,0.15274034
2723,2023,91905,Electric Vehicles,0.00190675
2724,2023,91906,Electric Vehicles,0.01116518
2725,2023,91910,Electric Vehicles,0.24909579
2726,2023,91911,Electric Vehicles,0.1858396
2727,2023,91913,Electric Vehicles,0.30115114
2728,2023,91914,Electric Vehicles,0.211302
2729,2023,91915,Electric Vehicles,0.21542972
2730,2023,91916,Electric Vehicles,0.00552109
2731,2023,91917,Electric Vehicles,0.00681729
2732,2023,91931,Electric Vehicles,0
2733,2023,91932,Electric Vehicles,0.096209
2734,2023,91934,Electric Vehicles,0.00272204
2735,2023,91935,Electric Vehicles,0.08874848
2736,2023,91941,Electric Vehicles,0.33616453
2737,2023,91942,Electric Vehicles,0.17720921
2738,2023,91945,Electric Vehicles,0.06934628
2739,2023,91948,Electric Vehicles,0.00094324
2740,2023,91950,Electric Vehicles,0.08903275
2741,2023,91962,Electric Vehicles,0.01165555
2742,2023,91963,Electric Vehicles,0.00088206
2743,2023,91977,Electric Vehicles,0.17494002
2744,2023,91978,Electric Vehicles,0.0314491
2745,2023,91980,Electric Vehicles,0.00225032
2746,2023,92003,Electric Vehicles,0.08195102
2747,2023,92004,Electric Vehicles,0.01493479
2748,2023,92007,Electric Vehicles,0.2569696
2749,2023,92008,Electric Vehicles,0.47259982
2750,2023,92009,Electric Vehicles,1.05577993
2751,2023,92010,Electric Vehicles,1.0347775
2752,2023,92011,Electric Vehicles,1.04636562
2753,2023,92014,Electric Vehicles,0.60162101
2754,2023,92019,Electric Vehicles,0.21477839
2755,2023,92020,Electric Vehicles,0.18266677
2756,2023,92021,Electric Vehicles,0.19567108
2757,2023,92024,Electric Vehicles,1.23354764
2758,2023,92025,Electric Vehicles,0.25066663
2759,2023,92026,Electric Vehicles,0.29816344
2760,2023,92027,Electric Vehicles,0.24428997
2761,2023,92028,Electric Vehicles,0.31287883
2762,2023,92029,Electric Vehicles,0.28651853
2763,2023,92036,Electric Vehicles,0.01362152
2764,2023,92037,Electric Vehicles,1.2198399
2765,2023,92040,Electric Vehicles,0.16122261
2766,2023,92054,Electric Vehicles,0.28291337
2767,2023,92055,Electric Vehicles,0.00509879
2768,2023,92056,Electric Vehicles,0.34427138
2769,2023,92057,Electric Vehicles,0.37772715
2770,2023,92058,Electric Vehicles,0.17583411
2771,2023,92059,Electric Vehicles,0.00627898
2772,2023,92060,Electric Vehicles,0.00364026
2773,2023,92061,Electric Vehicles,0.0149595
2774,2023,92064,Electric Vehicles,0.67491089
2775,2023,92065,Electric Vehicles,0.26089901
2776,2023,92066,Electric Vehicles,0
2777,2023,92067,Electric Vehicles,0.55338077
2778,2023,92068,Electric Vehicles,0
2779,2023,92069,Electric Vehicles,0.30541994
2780,2023,92070,Electric Vehicles,0.00367208
2781,2023,92071,Electric Vehicles,0.26043984
2782,2023,92072,Electric Vehicles,0.00546125
2783,2023,92075,Electric Vehicles,0.33168551
2784,2023,92078,Electric Vehicles,0.73807149
2785,2023,92081,Electric Vehicles,0.00520398
2786,2023,92082,Electric Vehicles,0.16965318
2787,2023,92083,Electric Vehicles,0.13694605
2788,2023,92084,Electric Vehicles,0.29436312
2789,2023,92085,Electric Vehicles,0.00204849
2790,2023,92086,Electric Vehicles,0.00861514
2791,2023,92091,Electric Vehicles,0.19535681
2792,2023,92092,Electric Vehicles,0.00526032
2793,2023,92093,Electric Vehicles,0.18548319
2794,2023,92096,Electric Vehicles,0.00592516
2795,2023,92101,Electric Vehicles,0.51773404
2796,2023,92102,Electric Vehicles,0.16537951
2797,2023,92103,Electric Vehicles,0.5326838
2798,2023,92104,Electric Vehicles,0.37426408
2799,2023,92105,Electric Vehicles,0.11907806
2800,2023,92106,Electric Vehicles,0.36917589
2801,2023,92107,Electric Vehicles,0.36620803
2802,2023,92108,Electric Vehicles,0.22140463
2803,2023,92109,Electric Vehicles,0.56512389
2804,2023,92110,Electric Vehicles,0.24194778
2805,2023,92111,Electric Vehicles,0.31897307
2806,2023,92112,Electric Vehicles,0.0319084
2807,2023,92113,Electric Vehicles,0.11124451
2808,2023,92114,Electric Vehicles,0.12333865
2809,2023,92115,Electric Vehicles,0.27973059
2810,2023,92116,Electric Vehicles,0.30374807
2811,2023,92117,Electric Vehicles,0.42776069
2812,2023,92118,Electric Vehicles,0.71070653
2813,2023,92119,Electric Vehicles,0.16312
2814,2023,92120,Electric Vehicles,0.30774375
2815,2023,92121,Electric Vehicles,0.19902075
2816,2023,92122,Electric Vehicles,0.51587105
2817,2023,92123,Electric Vehicles,0.41431384
2818,2023,92124,Electric Vehicles,0.24118958
2819,2023,92126,Electric Vehicles,0.5544193
2820,2023,92127,Electric Vehicles,1.13141331
2821,2023,92128,Electric Vehicles,0.55200023
2822,2023,92129,Electric Vehicles,0.72618202
2823,2023,92130,Electric Vehicles,1.54736304
2824,2023,92131,Electric Vehicles,0.69186432
2825,2023,92132,Electric Vehicles,0
2826,2023,92136,Electric Vehicles,0.00299212
2827,2023,92139,Electric Vehicles,0.05836181
2828,2023,92145,Electric Vehicles,0.00138518
2829,2023,92152,Electric Vehicles,0.00143349
2830,2023,92154,Electric Vehicles,0.21636293
2831,2023,92158,Electric Vehicles,0
2832,2023,92161,Electric Vehicles,0
2833,2023,92173,Electric Vehicles,0.03471191
2834,2023,92179,Electric Vehicles,0
2835,2023,92182,Electric Vehicles,0.01402464
2836,2023,92199,Electric Vehicles,0
2837,2023,92536,Electric Vehicles,0.00064062
2838,2023,92624,Electric Vehicles,0.13367406
2839,2023,92629,Electric Vehicles,0.68345242
2840,2023,92651,Electric Vehicles,0.15253914
2841,2023,92653,Electric Vehicles,0.38910586
2842,2023,92656,Electric Vehicles,0.11686503
2843,2023,92672,Electric Vehicles,1.05165059
2844,2023,92673,Electric Vehicles,0.93694197
2845,2023,92674,Electric Vehicles,0.01046842
2846,2023,92675,Electric Vehicles,0.65915969
2847,2023,92676,Electric Vehicles,0.06278567
2848,2023,92677,Electric Vehicles,1.32803801
2849,2023,92679,Electric Vehicles,0.29204269
2850,2023,92688,Electric Vehicles,0.09313971
2851,2023,92690,Electric Vehicles,0.01335512
2852,2023,92691,Electric Vehicles,0.19198927
2853,2023,92692,Electric Vehicles,0.30658865
2854,2023,92693,Electric Vehicles,0.00327854
2855,2023,92694,Electric Vehicles,1.10497164
2856,2023,92697,Electric Vehicles,0.03564333
2857,2024,91901,Electric Vehicles,0.15341292
2858,2024,91902,Electric Vehicles,0.18912838
2859,2024,91905,Electric Vehicles,0.00229577
2860,2024,91906,Electric Vehicles,0.01359396
2861,2024,91910,Electric Vehicles,0.30456791
2862,2024,91911,Electric Vehicles,0.22636202
2863,2024,91913,Electric Vehicles,0.37897728
2864,2024,91914,Electric Vehicles,0.26524268
2865,2024,91915,Electric Vehicles,0.26973268
2866,2024,91916,Electric Vehicles,0.0066208
2867,2024,91917,Electric Vehicles,0.00827666
2868,2024,91931,Electric Vehicles,0
2869,2024,91932,Electric Vehicles,0.11775494
2870,2024,91934,Electric Vehicles,0.00325413
2871,2024,91935,Electric Vehicles,0.10944171
2872,2024,91941,Electric Vehicles,0.4156753
2873,2024,91942,Electric Vehicles,0.21609475
2874,2024,91945,Electric Vehicles,0.08436759
2875,2024,91948,Electric Vehicles,0.00113729
2876,2024,91950,Electric Vehicles,0.10832285
2877,2024,91962,Electric Vehicles,0.01452894
2878,2024,91963,Electric Vehicles,0.0010477
2879,2024,91977,Electric Vehicles,0.21389852
2880,2024,91978,Electric Vehicles,0.0387359
2881,2024,91980,Electric Vehicles,0.0031475
2882,2024,92003,Electric Vehicles,0.10251349
2883,2024,92004,Electric Vehicles,0.01796281
2884,2024,92007,Electric Vehicles,0.32451814
2885,2024,92008,Electric Vehicles,0.59310148
2886,2024,92009,Electric Vehicles,1.34262419
2887,2024,92010,Electric Vehicles,1.31161109
2888,2024,92011,Electric Vehicles,1.32867842
2889,2024,92014,Electric Vehicles,0.75233003
2890,2024,92019,Electric Vehicles,0.26236301
2891,2024,92020,Electric Vehicles,0.22119788
2892,2024,92021,Electric Vehicles,0.23792059
2893,2024,92024,Electric Vehicles,1.55528601
2894,2024,92025,Electric Vehicles,0.30765676
2895,2024,92026,Electric Vehicles,0.36490358
2896,2024,92027,Electric Vehicles,0.29797375
2897,2024,92028,Electric Vehicles,0.38587255
2898,2024,92029,Electric Vehicles,0.35600766
2899,2024,92036,Electric Vehicles,0.01648163
2900,2024,92037,Electric Vehicles,1.52154898
2901,2024,92040,Electric Vehicles,0.19676433
2902,2024,92054,Electric Vehicles,0.34942043
2903,2024,92055,Electric Vehicles,0.00602438
2904,2024,92056,Electric Vehicles,0.4243706
2905,2024,92057,Electric Vehicles,0.46907347
2906,2024,92058,Electric Vehicles,0.21727605
2907,2024,92059,Electric Vehicles,0.00748817
2908,2024,92060,Electric Vehicles,0.00435995
2909,2024,92061,Electric Vehicles,0.01800186
2910,2024,92064,Electric Vehicles,0.83956113
2911,2024,92065,Electric Vehicles,0.32118238
2912,2024,92066,Electric Vehicles,0
2913,2024,92067,Electric Vehicles,0.68587171
2914,2024,92068,Electric Vehicles,0
2915,2024,92069,Electric Vehicles,0.37810234
2916,2024,92070,Electric Vehicles,0.00440021
2917,2024,92071,Electric Vehicles,0.31937368
2918,2024,92072,Electric Vehicles,0.00674061
2919,2024,92075,Electric Vehicles,0.41742584
2920,2024,92078,Electric Vehicles,0.9349237
2921,2024,92081,Electric Vehicles,0.00637399
2922,2024,92082,Electric Vehicles,0.20862926
2923,2024,92083,Electric Vehicles,0.16821599
2924,2024,92084,Electric Vehicles,0.36289116
2925,2024,92085,Electric Vehicles,0.00249269
2926,2024,92086,Electric Vehicles,0.01083638
2927,2024,92091,Electric Vehicles,0.24229231
2928,2024,92092,Electric Vehicles,0.0064661
2929,2024,92093,Electric Vehicles,0.20720428
2930,2024,92096,Electric Vehicles,0.00656153
2931,2024,92101,Electric Vehicles,0.64247394
2932,2024,92102,Electric Vehicles,0.20301496
2933,2024,92103,Electric Vehicles,0.6702561
2934,2024,92104,Electric Vehicles,0.46499234
2935,2024,92105,Electric Vehicles,0.1454845
2936,2024,92106,Electric Vehicles,0.46388765
2937,2024,92107,Electric Vehicles,0.45696314
2938,2024,92108,Electric Vehicles,0.27617021
2939,2024,92109,Electric Vehicles,0.70508289
2940,2024,92110,Electric Vehicles,0.30108715
2941,2024,92111,Electric Vehicles,0.39281362
2942,2024,92112,Electric Vehicles,0.04027597
2943,2024,92113,Electric Vehicles,0.13606036
2944,2024,92114,Electric Vehicles,0.15029752
2945,2024,92115,Electric Vehicles,0.3435477
2946,2024,92116,Electric Vehicles,0.3766367
2947,2024,92117,Electric Vehicles,0.52809241
2948,2024,92118,Electric Vehicles,0.90319679
2949,2024,92119,Electric Vehicles,0.20020114
2950,2024,92120,Electric Vehicles,0.3833742
2951,2024,92121,Electric Vehicles,0.25217426
2952,2024,92122,Electric Vehicles,0.64626409
2953,2024,92123,Electric Vehicles,0.52236904
2954,2024,92124,Electric Vehicles,0.29919187
2955,2024,92126,Electric Vehicles,0.68626685
2956,2024,92127,Electric Vehicles,1.43885484
2957,2024,92128,Electric Vehicles,0.68693217
2958,2024,92129,Electric Vehicles,0.91260097
2959,2024,92130,Electric Vehicles,1.95427138
2960,2024,92131,Electric Vehicles,0.87306445
2961,2024,92132,Electric Vehicles,0
2962,2024,92136,Electric Vehicles,0.00363551
2963,2024,92139,Electric Vehicles,0.07115931
2964,2024,92145,Electric Vehicles,0.00177485
2965,2024,92152,Electric Vehicles,0.00166884
2966,2024,92154,Electric Vehicles,0.26516378
2967,2024,92158,Electric Vehicles,0
2968,2024,92161,Electric Vehicles,0
2969,2024,92173,Electric Vehicles,0.04225799
2970,2024,92179,Electric Vehicles,0
2971,2024,92182,Electric Vehicles,0.01749182
2972,2024,92199,Electric Vehicles,0
2973,2024,92536,Electric Vehicles,0.00076319
2974,2024,92624,Electric Vehicles,0.1687898
2975,2024,92629,Electric Vehicles,0.87051862
2976,2024,92651,Electric Vehicles,0.18918641
2977,2024,92653,Electric Vehicles,0.48951426
2978,2024,92656,Electric Vehicles,0.14828679
2979,2024,92672,Electric Vehicles,1.33156436
2980,2024,92673,Electric Vehicles,1.18830668
2981,2024,92674,Electric Vehicles,0.01309293
2982,2024,92675,Electric Vehicles,0.83619776
2983,2024,92676,Electric Vehicles,0.08074882
2984,2024,92677,Electric Vehicles,1.68583826
2985,2024,92679,Electric Vehicles,0.36756763
2986,2024,92688,Electric Vehicles,0.1174393
2987,2024,92690,Electric Vehicles,0.016848
2988,2024,92691,Electric Vehicles,0.24106012
2989,2024,92692,Electric Vehicles,0.38609201
2990,2024,92693,Electric Vehicles,0.00404705
2991,2024,92694,Electric Vehicles,1.39365939
2992,2024,92697,Electric Vehicles,0.04293253
2993,2025,91901,Electric Vehicles,0.16171146
2994,2025,91902,Electric Vehicles,0.19968757
2995,2025,91905,Electric Vehicles,0.00240331
2996,2025,91906,Electric Vehicles,0.01427825
2997,2025,91910,Electric Vehicles,0.32031786
2998,2025,91911,Electric Vehicles,0.23778638
2999,2025,91913,Electric Vehicles,0.40205403
3000,2025,91914,Electric Vehicles,0.28123069
3001,2025,91915,Electric Vehicles,0.28573642
3002,2025,91916,Electric Vehicles,0.00692296
3003,2025,91917,Electric Vehicles,0.00868757
3004,2025,91931,Electric Vehicles,0
3005,2025,91932,Electric Vehicles,0.12388745
3006,2025,91934,Electric Vehicles,0.00339971
3007,2025,91935,Electric Vehicles,0.11541524
3008,2025,91941,Electric Vehicles,0.43873819
3009,2025,91942,Electric Vehicles,0.22711602
3010,2025,91945,Electric Vehicles,0.08859743
3011,2025,91948,Electric Vehicles,0.00119121
3012,2025,91950,Electric Vehicles,0.11374927
3013,2025,91962,Electric Vehicles,0.01536812
3014,2025,91963,Electric Vehicles,0.00109235
3015,2025,91977,Electric Vehicles,0.22495416
3016,2025,91978,Electric Vehicles,0.04082677
3017,2025,91980,Electric Vehicles,0.00345131
3018,2025,92003,Electric Vehicles,0.10858175
3019,2025,92004,Electric Vehicles,0.01879991
3020,2025,92007,Electric Vehicles,0.34469463
3021,2025,92008,Electric Vehicles,0.6288489
3022,2025,92009,Electric Vehicles,1.42902745
3023,2025,92010,Electric Vehicles,1.39464767
3024,2025,92011,Electric Vehicles,1.41355841
3025,2025,92014,Electric Vehicles,0.79637347
3026,2025,92019,Electric Vehicles,0.2758793
3027,2025,92020,Electric Vehicles,0.23198721
3028,2025,92021,Electric Vehicles,0.24981555
3029,2025,92024,Electric Vehicles,1.65114181
3030,2025,92025,Electric Vehicles,0.32397005
3031,2025,92026,Electric Vehicles,0.38393338
3032,2025,92027,Electric Vehicles,0.31318693
3033,2025,92028,Electric Vehicles,0.40692518
3034,2025,92029,Electric Vehicles,0.37632332
3035,2025,92036,Electric Vehicles,0.01728058
3036,2025,92037,Electric Vehicles,1.60962342
3037,2025,92040,Electric Vehicles,0.20683034
3038,2025,92054,Electric Vehicles,0.36865996
3039,2025,92055,Electric Vehicles,0.00627313
3040,2025,92056,Electric Vehicles,0.44745123
3041,2025,92057,Electric Vehicles,0.49567596
3042,2025,92058,Electric Vehicles,0.22925307
3043,2025,92059,Electric Vehicles,0.00781748
3044,2025,92060,Electric Vehicles,0.00455836
3045,2025,92061,Electric Vehicles,0.01884535
3046,2025,92064,Electric Vehicles,0.88778625
3047,2025,92065,Electric Vehicles,0.33852177
3048,2025,92066,Electric Vehicles,0
3049,2025,92067,Electric Vehicles,0.723995
3050,2025,92068,Electric Vehicles,0
3051,2025,92069,Electric Vehicles,0.39917739
3052,2025,92070,Electric Vehicles,0.0046
3053,2025,92071,Electric Vehicles,0.33620517
3054,2025,92072,Electric Vehicles,0.00711126
3055,2025,92075,Electric Vehicles,0.44288138
3056,2025,92078,Electric Vehicles,0.99403141
3057,2025,92081,Electric Vehicles,0.00670751
3058,2025,92082,Electric Vehicles,0.21983265
3059,2025,92083,Electric Vehicles,0.17716092
3060,2025,92084,Electric Vehicles,0.38263775
3061,2025,92085,Electric Vehicles,0.00261808
3062,2025,92086,Electric Vehicles,0.01149401
3063,2025,92091,Electric Vehicles,0.25573831
3064,2025,92092,Electric Vehicles,0.00681211
3065,2025,92093,Electric Vehicles,0.21262365
3066,2025,92096,Electric Vehicles,0.00671835
3067,2025,92101,Electric Vehicles,0.6788361
3068,2025,92102,Electric Vehicles,0.21377636
3069,2025,92103,Electric Vehicles,0.71119943
3070,2025,92104,Electric Vehicles,0.49147364
3071,2025,92105,Electric Vehicles,0.15296002
3072,2025,92106,Electric Vehicles,0.49202705
3073,2025,92107,Electric Vehicles,0.48365309
3074,2025,92108,Electric Vehicles,0.29225228
3075,2025,92109,Electric Vehicles,0.74623918
3076,2025,92110,Electric Vehicles,0.31838753
3077,2025,92111,Electric Vehicles,0.41407024
3078,2025,92112,Electric Vehicles,0.0427743
3079,2025,92113,Electric Vehicles,0.14310334
3080,2025,92114,Electric Vehicles,0.1578968
3081,2025,92115,Electric Vehicles,0.36183754
3082,2025,92116,Electric Vehicles,0.39786157
3083,2025,92117,Electric Vehicles,0.55709806
3084,2025,92118,Electric Vehicles,0.96069981
3085,2025,92119,Electric Vehicles,0.21082419
3086,2025,92120,Electric Vehicles,0.4055406
3087,2025,92121,Electric Vehicles,0.26817817
3088,2025,92122,Electric Vehicles,0.68482357
3089,2025,92123,Electric Vehicles,0.55459075
3090,2025,92124,Electric Vehicles,0.31608788
3091,2025,92126,Electric Vehicles,0.72452162
3092,2025,92127,Electric Vehicles,1.53133676
3093,2025,92128,Electric Vehicles,0.72644878
3094,2025,92129,Electric Vehicles,0.96794846
3095,2025,92130,Electric Vehicles,2.0753055
3096,2025,92131,Electric Vehicles,0.92720407
3097,2025,92132,Electric Vehicles,0
3098,2025,92136,Electric Vehicles,0.0038162
3099,2025,92139,Electric Vehicles,0.07476895
3100,2025,92145,Electric Vehicles,0.00189286
3101,2025,92152,Electric Vehicles,0.00173056
3102,2025,92154,Electric Vehicles,0.27905119
3103,2025,92158,Electric Vehicles,0
3104,2025,92161,Electric Vehicles,0
3105,2025,92173,Electric Vehicles,0.0443795
3106,2025,92179,Electric Vehicles,0
3107,2025,92182,Electric Vehicles,0.01850316
3108,2025,92199,Electric Vehicles,0
3109,2025,92536,Electric Vehicles,0.00079666
3110,2025,92624,Electric Vehicles,0.17928676
3111,2025,92629,Electric Vehicles,0.92700777
3112,2025,92651,Electric Vehicles,0.19973547
3113,2025,92653,Electric Vehicles,0.51937077
3114,2025,92656,Electric Vehicles,0.15773428
3115,2025,92672,Electric Vehicles,1.41522132
3116,2025,92673,Electric Vehicles,1.26353515
3117,2025,92674,Electric Vehicles,0.01386959
3118,2025,92675,Electric Vehicles,0.88947532
3119,2025,92676,Electric Vehicles,0.08625955
3120,2025,92677,Electric Vehicles,1.79337121
3121,2025,92679,Electric Vehicles,0.38992994
3122,2025,92688,Electric Vehicles,0.1246907
3123,2025,92690,Electric Vehicles,0.01789449
3124,2025,92691,Electric Vehicles,0.25562313
3125,2025,92692,Electric Vehicles,0.40977921
3126,2025,92693,Electric Vehicles,0.00426974
3127,2025,92694,Electric Vehicles,1.47890175
3128,2025,92697,Electric Vehicles,0.04492761
3129,2026,91901,Electric Vehicles,0.17446161
3130,2026,91902,Electric Vehicles,0.21604455
3131,2026,91905,Electric Vehicles,0.00256171
3132,2026,91906,Electric Vehicles,0.01530624
3133,2026,91910,Electric Vehicles,0.34417354
3134,2026,91911,Electric Vehicles,0.25496168
3135,2026,91913,Electric Vehicles,0.43857184
3136,2026,91914,Electric Vehicles,0.30652643
3137,2026,91915,Electric Vehicles,0.31091155
3138,2026,91916,Electric Vehicles,0.00736593
3139,2026,91917,Electric Vehicles,0.00930572
3140,2026,91931,Electric Vehicles,0
3141,2026,91932,Electric Vehicles,0.13320146
3142,2026,91934,Electric Vehicles,0.00361238
3143,2026,91935,Electric Vehicles,0.12462148
3144,2026,91941,Electric Vehicles,0.47445492
3145,2026,91942,Electric Vehicles,0.24378923
3146,2026,91945,Electric Vehicles,0.09495012
3147,2026,91948,Electric Vehicles,0.0012712
3148,2026,91950,Electric Vehicles,0.1218877
3149,2026,91962,Electric Vehicles,0.01667548
3150,2026,91963,Electric Vehicles,0.00115655
3151,2026,91977,Electric Vehicles,0.24168905
3152,2026,91978,Electric Vehicles,0.04402693
3153,2026,91980,Electric Vehicles,0.00399963
3154,2026,92003,Electric Vehicles,0.11814142
3155,2026,92004,Electric Vehicles,0.02003511
3156,2026,92007,Electric Vehicles,0.37680985
3157,2026,92008,Electric Vehicles,0.68544312
3158,2026,92009,Electric Vehicles,1.56766648
3159,2026,92010,Electric Vehicles,1.52732532
3160,2026,92011,Electric Vehicles,1.54950099
3161,2026,92014,Electric Vehicles,0.86474296
3162,2026,92019,Electric Vehicles,0.29637048
3163,2026,92020,Electric Vehicles,0.24810711
3164,2026,92021,Electric Vehicles,0.26768076
3165,2026,92024,Electric Vehicles,1.80328901
3166,2026,92025,Electric Vehicles,0.34889419
3167,2026,92026,Electric Vehicles,0.41289933
3168,2026,92027,Electric Vehicles,0.33619618
3169,2026,92028,Electric Vehicles,0.43933718
3170,2026,92029,Electric Vehicles,0.40803358
3171,2026,92036,Electric Vehicles,0.0184709
3172,2026,92037,Electric Vehicles,1.7463026
3173,2026,92040,Electric Vehicles,0.22203991
3174,2026,92054,Electric Vehicles,0.39837379
3175,2026,92055,Electric Vehicles,0.00663056
3176,2026,92056,Electric Vehicles,0.48295233
3177,2026,92057,Electric Vehicles,0.53702945
3178,2026,92058,Electric Vehicles,0.24772775
3179,2026,92059,Electric Vehicles,0.00829634
3180,2026,92060,Electric Vehicles,0.00485097
3181,2026,92061,Electric Vehicles,0.02009496
3182,2026,92064,Electric Vehicles,0.96319015
3183,2026,92065,Electric Vehicles,0.36514407
3184,2026,92066,Electric Vehicles,0
3185,2026,92067,Electric Vehicles,0.78220085
3186,2026,92068,Electric Vehicles,0
3187,2026,92069,Electric Vehicles,0.43179593
3188,2026,92070,Electric Vehicles,0.00489249
3189,2026,92071,Electric Vehicles,0.36185857
3190,2026,92072,Electric Vehicles,0.0076845
3191,2026,92075,Electric Vehicles,0.4831269
3192,2026,92078,Electric Vehicles,1.08873525
3193,2026,92081,Electric Vehicles,0.00721484
3194,2026,92082,Electric Vehicles,0.23702527
3195,2026,92083,Electric Vehicles,0.19081282
3196,2026,92084,Electric Vehicles,0.41300992
3197,2026,92085,Electric Vehicles,0.00280675
3198,2026,92086,Electric Vehicles,0.01253276
3199,2026,92091,Electric Vehicles,0.27615436
3200,2026,92092,Electric Vehicles,0.00734213
3201,2026,92093,Electric Vehicles,0.21983372
3202,2026,92096,Electric Vehicles,0.00692459
3203,2026,92101,Electric Vehicles,0.73542659
3204,2026,92102,Electric Vehicles,0.23019655
3205,2026,92103,Electric Vehicles,0.77621262
3206,2026,92104,Electric Vehicles,0.53273732
3207,2026,92105,Electric Vehicles,0.16424438
3208,2026,92106,Electric Vehicles,0.536601
3209,2026,92107,Electric Vehicles,0.52554926
3210,2026,92108,Electric Vehicles,0.31746383
3211,2026,92109,Electric Vehicles,0.81083916
3212,2026,92110,Electric Vehicles,0.34540567
3213,2026,92111,Electric Vehicles,0.44673536
3214,2026,92112,Electric Vehicles,0.0467451
3215,2026,92113,Electric Vehicles,0.15376403
