Allocation Row Number,CEC Forecast Years,Spatial ID,Output DER Types,Value
2042,2018,91902,Electric Vehicles,0.0278835
2043,2018,91905,Electric Vehicles,0.00039457
2044,2018,91906,Electric Vehicles,0.00218785
2045,2018,91910,Electric Vehicles,0.04802689
2046,2018,91911,Electric Vehicles,0.0364008
2047,2018,91913,Electric Vehicles,0.05025345
2048,2018,91914,Electric Vehicles,0.03619797
2049,2018,91915,Electric Vehicles,0.03704943
2050,2018,91916,Electric Vehicles,0.00117314
2051,2018,91917,Electric Vehicles,0.00137697
2052,2018,91931,Electric Vehicles,0
2053,2018,91932,Electric Vehicles,0.01852743
2054,2018,91934,Electric Vehicles,0.00058628
2055,2018,91935,Electric Vehicles,0.01658156
2056,2018,91941,Electric Vehicles,0.06234735
2057,2018,91942,Electric Vehicles,0.03491099
2058,2018,91945,Electric Vehicles,0.01370177
2059,2018,91948,Electric Vehicles,0.00019605
2060,2018,91950,Electric Vehicles,0.01749831
2061,2018,91962,Electric Vehicles,0.00202459
2062,2018,91963,Electric Vehicles,0.00019488
2063,2018,91977,Electric Vehicles,0.0336933
2064,2018,91978,Electric Vehicles,0.00581752
2065,2018,91980,Electric Vehicles,0.00021653
2066,2018,92003,Electric Vehicles,0.01431024
2067,2018,92004,Electric Vehicles,0.00313639
2068,2018,92007,Electric Vehicles,0.04311064
2069,2018,92008,Electric Vehicles,0.08149635
2070,2018,92009,Electric Vehicles,0.17012108
2071,2018,92010,Electric Vehicles,0.16964707
2072,2018,92011,Electric Vehicles,0.16990588
2073,2018,92014,Electric Vehicles,0.10381726
2074,2018,92019,Electric Vehicles,0.04192215
2075,2018,92020,Electric Vehicles,0.0371425
2076,2018,92021,Electric Vehicles,0.03887267
2077,2018,92024,Electric Vehicles,0.20825735
2078,2018,92025,Electric Vehicles,0.04766567
2079,2018,92026,Electric Vehicles,0.05783623
2080,2018,92027,Electric Vehicles,0.04802879
2081,2018,92028,Electric Vehicles,0.05817239
2082,2018,92029,Electric Vehicles,0.0517373
2083,2018,92036,Electric Vehicles,0.00276737
2084,2018,92037,Electric Vehicles,0.21500105
2085,2018,92040,Electric Vehicles,0.03142725
2086,2018,92054,Electric Vehicles,0.05241549
2087,2018,92055,Electric Vehicles,0.0011644
2088,2018,92056,Electric Vehicles,0.0642024
2089,2018,92057,Electric Vehicles,0.06780305
2090,2018,92058,Electric Vehicles,0.03229062
2091,2018,92059,Electric Vehicles,0.00136648
2092,2018,92060,Electric Vehicles,0.00078191
2093,2018,92061,Electric Vehicles,0.00313596
2094,2018,92064,Electric Vehicles,0.12168963
2095,2018,92065,Electric Vehicles,0.04895257
2096,2018,92066,Electric Vehicles,0
2097,2018,92067,Electric Vehicles,0.09924902
2098,2018,92068,Electric Vehicles,0
2099,2018,92069,Electric Vehicles,0.05560855
2100,2018,92070,Electric Vehicles,0.0007827
2101,2018,92071,Electric Vehicles,0.04966628
2102,2018,92072,Electric Vehicles,0.00100073
2103,2018,92075,Electric Vehicles,0.05636521
2104,2018,92078,Electric Vehicles,0.12118123
2105,2018,92081,Electric Vehicles,0.00099671
2106,2018,92082,Electric Vehicles,0.03210515
2107,2018,92083,Electric Vehicles,0.0257937
2108,2018,92084,Electric Vehicles,0.05481959
2109,2018,92085,Electric Vehicles,0.00039776
2110,2018,92086,Electric Vehicles,0.00142632
2111,2018,92091,Electric Vehicles,0.03433748
2112,2018,92092,Electric Vehicles,0.00099743
2113,2018,92093,Electric Vehicles,0.06590094
2114,2018,92096,Electric Vehicles,0.00224637
2115,2018,92101,Electric Vehicles,0.09387738
2116,2018,92102,Electric Vehicles,0.03135156
2117,2018,92103,Electric Vehicles,0.09090796
2118,2018,92104,Electric Vehicles,0.06747703
2119,2018,92105,Electric Vehicles,0.02294035
2120,2018,92106,Electric Vehicles,0.06381448
2121,2018,92107,Electric Vehicles,0.06509988
2122,2018,92108,Electric Vehicles,0.03907564
2123,2018,92109,Electric Vehicles,0.10046156
2124,2018,92110,Electric Vehicles,0.04306815
2125,2018,92111,Electric Vehicles,0.05974632
2126,2018,92112,Electric Vehicles,0.00526832
2127,2018,92113,Electric Vehicles,0.02134828
2128,2018,92114,Electric Vehicles,0.02408902
2129,2018,92115,Electric Vehicles,0.05323177
2130,2018,92116,Electric Vehicles,0.05548883
2131,2018,92117,Electric Vehicles,0.07957088
2132,2018,92118,Electric Vehicles,0.11238657
2133,2018,92119,Electric Vehicles,0.03125365
2134,2018,92120,Electric Vehicles,0.05472582
2135,2018,92121,Electric Vehicles,0.03249719
2136,2018,92122,Electric Vehicles,0.08987921
2137,2018,92123,Electric Vehicles,0.06922301
2138,2018,92124,Electric Vehicles,0.04390501
2139,2018,92126,Electric Vehicles,0.10144407
2140,2018,92127,Electric Vehicles,0.1815138
2141,2018,92128,Electric Vehicles,0.09915875
2142,2018,92129,Electric Vehicles,0.12415512
2143,2018,92130,Electric Vehicles,0.25626135
2144,2018,92131,Electric Vehicles,0.11668861
2145,2018,92132,Electric Vehicles,0
2146,2018,92136,Electric Vehicles,0.00059528
2147,2018,92139,Electric Vehicles,0.01135583
2148,2018,92145,Electric Vehicles,0.00020675
2149,2018,92152,Electric Vehicles,0.00037
2150,2018,92154,Electric Vehicles,0.04098957
2151,2018,92158,Electric Vehicles,0
2152,2018,92161,Electric Vehicles,0
2153,2018,92173,Electric Vehicles,0.00677299
2154,2018,92179,Electric Vehicles,0
2155,2018,92182,Electric Vehicles,0.00241983
2156,2018,92199,Electric Vehicles,0
2157,2018,92536,Electric Vehicles,0.00014088
2158,2018,92624,Electric Vehicles,0.0223144
2159,2018,92629,Electric Vehicles,0.10931637
2160,2018,92651,Electric Vehicles,0.02725218
2161,2018,92653,Electric Vehicles,0.06672076
2162,2018,92656,Electric Vehicles,0.01912148
2163,2018,92672,Electric Vehicles,0.17239868
2164,2018,92673,Electric Vehicles,0.15177068
2165,2018,92674,Electric Vehicles,0.0018129
2166,2018,92675,Electric Vehicles,0.10773375
2167,2018,92676,Electric Vehicles,0.00944943
2168,2018,92677,Electric Vehicles,0.21621725
2169,2018,92679,Electric Vehicles,0.0493087
2170,2018,92688,Electric Vehicles,0.01572879
2171,2018,92690,Electric Vehicles,0.00222572
2172,2018,92691,Electric Vehicles,0.03307269
2173,2018,92692,Electric Vehicles,0.05212613
2174,2018,92693,Electric Vehicles,0.00060047
2175,2018,92694,Electric Vehicles,0.18127282
2176,2018,92697,Electric Vehicles,0.00712764
2177,2019,91901,Electric Vehicles,0.03873711
2178,2019,91902,Electric Vehicles,0.04650622
2179,2019,91905,Electric Vehicles,0.00064072
2180,2019,91906,Electric Vehicles,0.0035978
2181,2019,91910,Electric Vehicles,0.07920206
2182,2019,91911,Electric Vehicles,0.05984091
2183,2019,91913,Electric Vehicles,0.085753
2184,2019,91914,Electric Vehicles,0.06122881
2185,2019,91915,Electric Vehicles,0.06271811
2186,2019,91916,Electric Vehicles,0.00189192
2187,2019,91917,Electric Vehicles,0.00224293
2188,2019,91931,Electric Vehicles,0
2189,2019,91932,Electric Vehicles,0.03053942
2190,2019,91934,Electric Vehicles,0.00094333
2191,2019,91935,Electric Vehicles,0.02749331
2192,2019,91941,Electric Vehicles,0.10341679
2193,2019,91942,Electric Vehicles,0.05719908
2194,2019,91945,Electric Vehicles,0.0224673
2195,2019,91948,Electric Vehicles,0.00031753
2196,2019,91950,Electric Vehicles,0.02875671
2197,2019,91962,Electric Vehicles,0.00342714
2198,2019,91963,Electric Vehicles,0.00031201
2199,2019,91977,Electric Vehicles,0.0555865
2200,2019,91978,Electric Vehicles,0.00969661
2201,2019,91980,Electric Vehicles,0.00042273
2202,2019,92003,Electric Vehicles,0.02409014
2203,2019,92004,Electric Vehicles,0.00506902
2204,2019,92007,Electric Vehicles,0.07309229
2205,2019,92008,Electric Vehicles,0.13748962
2206,2019,92009,Electric Vehicles,0.29147535
2207,2019,92010,Electric Vehicles,0.28943537
2208,2019,92011,Electric Vehicles,0.2905716
2209,2019,92014,Electric Vehicles,0.17535003
2210,2019,92019,Electric Vehicles,0.06883798
2211,2019,92020,Electric Vehicles,0.06044451
2212,2019,92021,Electric Vehicles,0.06362991
2213,2019,92024,Electric Vehicles,0.35267877
2214,2019,92025,Electric Vehicles,0.07879977
2215,2019,92026,Electric Vehicles,0.09505507
2216,2019,92027,Electric Vehicles,0.07873375
2217,2019,92028,Electric Vehicles,0.09664416
2218,2019,92029,Electric Vehicles,0.08642121
2219,2019,92036,Electric Vehicles,0.00450851
2220,2019,92037,Electric Vehicles,0.36086177
2221,2019,92040,Electric Vehicles,0.05167648
2222,2019,92054,Electric Vehicles,0.08709077
2223,2019,92055,Electric Vehicles,0.00185083
2224,2019,92056,Electric Vehicles,0.10657261
2225,2019,92057,Electric Vehicles,0.11358315
2226,2019,92058,Electric Vehicles,0.0538263
2227,2019,92059,Electric Vehicles,0.00219426
2228,2019,92060,Electric Vehicles,0.00125851
2229,2019,92061,Electric Vehicles,0.00507241
2230,2019,92064,Electric Vehicles,0.20313763
2231,2019,92065,Electric Vehicles,0.08115242
2232,2019,92066,Electric Vehicles,0
2233,2019,92067,Electric Vehicles,0.16625003
2234,2019,92068,Electric Vehicles,0
2235,2019,92069,Electric Vehicles,0.09287786
2236,2019,92070,Electric Vehicles,0.00126147
2237,2019,92071,Electric Vehicles,0.08206616
2238,2019,92072,Electric Vehicles,0.00167357
2239,2019,92075,Electric Vehicles,0.09534253
2240,2019,92078,Electric Vehicles,0.20689894
2241,2019,92081,Electric Vehicles,0.00164585
2242,2019,92082,Electric Vehicles,0.05308693
2243,2019,92083,Electric Vehicles,0.04277688
2244,2019,92084,Electric Vehicles,0.09104166
2245,2019,92085,Electric Vehicles,0.00065769
2246,2019,92086,Electric Vehicles,0.00244376
2247,2019,92091,Electric Vehicles,0.05794148
2248,2019,92092,Electric Vehicles,0.00164824
2249,2019,92093,Electric Vehicles,0.09081186
2250,2019,92096,Electric Vehicles,0.00303793
2251,2019,92101,Electric Vehicles,0.15671201
2252,2019,92102,Electric Vehicles,0.05188021
2253,2019,92103,Electric Vehicles,0.15362654
2254,2019,92104,Electric Vehicles,0.11277455
2255,2019,92105,Electric Vehicles,0.03786706
2256,2019,92106,Electric Vehicles,0.10735952
2257,2019,92107,Electric Vehicles,0.10898927
2258,2019,92108,Electric Vehicles,0.06566159
2259,2019,92109,Electric Vehicles,0.16821998
2260,2019,92110,Electric Vehicles,0.07227389
2261,2019,92111,Electric Vehicles,0.09909053
2262,2019,92112,Electric Vehicles,0.00900428
2263,2019,92113,Electric Vehicles,0.03526419
2264,2019,92114,Electric Vehicles,0.03962843
2265,2019,92115,Electric Vehicles,0.08790948
2266,2019,92116,Electric Vehicles,0.09239128
2267,2019,92117,Electric Vehicles,0.13202737
2268,2019,92118,Electric Vehicles,0.19401957
2269,2019,92119,Electric Vehicles,0.0514948
2270,2019,92120,Electric Vehicles,0.09177042
2271,2019,92121,Electric Vehicles,0.055636
2272,2019,92122,Electric Vehicles,0.15119432
2273,2019,92123,Electric Vehicles,0.11786248
2274,2019,92124,Electric Vehicles,0.07318577
2275,2019,92126,Electric Vehicles,0.16909394
2276,2019,92127,Electric Vehicles,0.31150126
2277,2019,92128,Electric Vehicles,0.16572083
2278,2019,92129,Electric Vehicles,0.20992118
2279,2019,92130,Electric Vehicles,0.43658396
2280,2019,92131,Electric Vehicles,0.19760173
2281,2019,92132,Electric Vehicles,0
2282,2019,92136,Electric Vehicles,0.00097435
2283,2019,92139,Electric Vehicles,0.01870045
2284,2019,92145,Electric Vehicles,0.00036367
2285,2019,92152,Electric Vehicles,0.00056153
2286,2019,92154,Electric Vehicles,0.06795094
2287,2019,92158,Electric Vehicles,0
2288,2019,92161,Electric Vehicles,0
2289,2019,92173,Electric Vehicles,0.01115741
2290,2019,92179,Electric Vehicles,0
2291,2019,92182,Electric Vehicles,0.0041015
2292,2019,92199,Electric Vehicles,0
2293,2019,92536,Electric Vehicles,0.00022567
2294,2019,92624,Electric Vehicles,0.03794356
2295,2019,92629,Electric Vehicles,0.1876165
2296,2019,92651,Electric Vehicles,0.0456906
2297,2019,92653,Electric Vehicles,0.11249157
2298,2019,92656,Electric Vehicles,0.03262179
2299,2019,92672,Electric Vehicles,0.29434422
2300,2019,92673,Electric Vehicles,0.26000754
2301,2019,92674,Electric Vehicles,0.00306643
2302,2019,92675,Electric Vehicles,0.18401299
2303,2019,92676,Electric Vehicles,0.01651079
2304,2019,92677,Electric Vehicles,0.36944746
2305,2019,92679,Electric Vehicles,0.08359138
2306,2019,92688,Electric Vehicles,0.02664528
2307,2019,92690,Electric Vehicles,0.00379454
2308,2019,92691,Electric Vehicles,0.05578716
2309,2019,92692,Electric Vehicles,0.08815559
2310,2019,92693,Electric Vehicles,0.0010043
2311,2019,92694,Electric Vehicles,0.31024216
2312,2019,92697,Electric Vehicles,0.01171911
2313,2020,91901,Electric Vehicles,0.05845057
2314,2020,91902,Electric Vehicles,0.07058848
2315,2020,91905,Electric Vehicles,0.00094739
2316,2020,91906,Electric Vehicles,0.0053824
2317,2020,91910,Electric Vehicles,0.11887355
2318,2020,91911,Electric Vehicles,0.08952697
2319,2020,91913,Electric Vehicles,0.13276974
2320,2020,91914,Electric Vehicles,0.09417932
2321,2020,91915,Electric Vehicles,0.09644826
2322,2020,91916,Electric Vehicles,0.00277986
2323,2020,91917,Electric Vehicles,0.00332953
2324,2020,91931,Electric Vehicles,0
2325,2020,91932,Electric Vehicles,0.04583839
2326,2020,91934,Electric Vehicles,0.00138226
2327,2020,91935,Electric Vehicles,0.04151409
2328,2020,91941,Electric Vehicles,0.15635291
2329,2020,91942,Electric Vehicles,0.08540758
2330,2020,91945,Electric Vehicles,0.03354468
2331,2020,91948,Electric Vehicles,0.00046864
2332,2020,91950,Electric Vehicles,0.04299545
2333,2020,91962,Electric Vehicles,0.00526271
2334,2020,91963,Electric Vehicles,0.00045488
2335,2020,91977,Electric Vehicles,0.08345542
2336,2020,91978,Electric Vehicles,0.01468761
2337,2020,91980,Electric Vehicles,0.00073693
2338,2020,92003,Electric Vehicles,0.03689677
2339,2020,92004,Electric Vehicles,0.00746549
2340,2020,92007,Electric Vehicles,0.11286434
2341,2020,92008,Electric Vehicles,0.21109096
2342,2020,92009,Electric Vehicles,0.45413208
2343,2020,92010,Electric Vehicles,0.44924692
2344,2020,92011,Electric Vehicles,0.45196116
2345,2020,92014,Electric Vehicles,0.26944984
2346,2020,92019,Electric Vehicles,0.10299964
2347,2020,92020,Electric Vehicles,0.08965754
2348,2020,92021,Electric Vehicles,0.0948762
2349,2020,92024,Electric Vehicles,0.54387564
2350,2020,92025,Electric Vehicles,0.11857629
2351,2020,92026,Electric Vehicles,0.14239023
2352,2020,92027,Electric Vehicles,0.11762328
2353,2020,92028,Electric Vehicles,0.14612331
2354,2020,92029,Electric Vehicles,0.13141074
2355,2020,92036,Electric Vehicles,0.00669039
2356,2020,92037,Electric Vehicles,0.55172273
2357,2020,92040,Electric Vehicles,0.07736993
2358,2020,92054,Electric Vehicles,0.1317493
2359,2020,92055,Electric Vehicles,0.00267812
2360,2020,92056,Electric Vehicles,0.16103028
2361,2020,92057,Electric Vehicles,0.17305498
2362,2020,92058,Electric Vehicles,0.08161614
2363,2020,92059,Electric Vehicles,0.00320846
2364,2020,92060,Electric Vehicles,0.0018445
2365,2020,92061,Electric Vehicles,0.00747337
2366,2020,92064,Electric Vehicles,0.30892275
2367,2020,92065,Electric Vehicles,0.12245885
2368,2020,92066,Electric Vehicles,0
2369,2020,92067,Electric Vehicles,0.25343859
2370,2020,92068,Electric Vehicles,0
2371,2020,92069,Electric Vehicles,0.14107887
2372,2020,92070,Electric Vehicles,0.00185235
2373,2020,92071,Electric Vehicles,0.12343314
2374,2020,92072,Electric Vehicles,0.00253829
2375,2020,92075,Electric Vehicles,0.14684325
2376,2020,92078,Electric Vehicles,0.32109051
2377,2020,92081,Electric Vehicles,0.0024733
2378,2020,92082,Electric Vehicles,0.07994337
2379,2020,92083,Electric Vehicles,0.06452689
2380,2020,92084,Electric Vehicles,0.13761027
2381,2020,92085,Electric Vehicles,0.00098595
2382,2020,92086,Electric Vehicles,0.00379174
2383,2020,92091,Electric Vehicles,0.08881057
2384,2020,92092,Electric Vehicles,0.00248132
2385,2020,92093,Electric Vehicles,0.11815071
2386,2020,92096,Electric Vehicles,0.00389118
2387,2020,92101,Electric Vehicles,0.23813461
2388,2020,92102,Electric Vehicles,0.07813656
2389,2020,92103,Electric Vehicles,0.23637266
2390,2020,92104,Electric Vehicles,0.17158689
2391,2020,92105,Electric Vehicles,0.05686182
2392,2020,92106,Electric Vehicles,0.16466362
2393,2020,92107,Electric Vehicles,0.16624891
2394,2020,92108,Electric Vehicles,0.1003651
2395,2020,92109,Electric Vehicles,0.25660148
2396,2020,92110,Electric Vehicles,0.11028834
2397,2020,92111,Electric Vehicles,0.14957763
2398,2020,92112,Electric Vehicles,0.01395726
2399,2020,92113,Electric Vehicles,0.05299105
2400,2020,92114,Electric Vehicles,0.05933034
2401,2020,92115,Electric Vehicles,0.13224199
2402,2020,92116,Electric Vehicles,0.14014889
2403,2020,92117,Electric Vehicles,0.19954206
2404,2020,92118,Electric Vehicles,0.30390372
2405,2020,92119,Electric Vehicles,0.07733509
2406,2020,92120,Electric Vehicles,0.14004011
2407,2020,92121,Electric Vehicles,0.08642609
2408,2020,92122,Electric Vehicles,0.23162881
2409,2020,92123,Electric Vehicles,0.18229293
2410,2020,92124,Electric Vehicles,0.11111031
2411,2020,92126,Electric Vehicles,0.2565129
2412,2020,92127,Electric Vehicles,0.48590326
2413,2020,92128,Electric Vehicles,0.25226426
2414,2020,92129,Electric Vehicles,0.32297047
2415,2020,92130,Electric Vehicles,0.67650084
2416,2020,92131,Electric Vehicles,0.30475067
2417,2020,92132,Electric Vehicles,0
2418,2020,92136,Electric Vehicles,0.00145264
2419,2020,92139,Electric Vehicles,0.02802192
2420,2020,92145,Electric Vehicles,0.00057739
2421,2020,92152,Electric Vehicles,0.00078884
2422,2020,92154,Electric Vehicles,0.102407
2423,2020,92158,Electric Vehicles,0
2424,2020,92161,Electric Vehicles,0
2425,2020,92173,Electric Vehicles,0.01671257
2426,2020,92179,Electric Vehicles,0
2427,2020,92182,Electric Vehicles,0.00630361
2428,2020,92199,Electric Vehicles,0
2429,2020,92536,Electric Vehicles,0.00032914
2430,2020,92624,Electric Vehicles,0.05867568
2431,2020,92629,Electric Vehicles,0.29276984
2432,2020,92651,Electric Vehicles,0.06971643
2433,2020,92653,Electric Vehicles,0.17285743
2434,2020,92656,Electric Vehicles,0.05064755
2435,2020,92672,Electric Vehicles,0.4570237
2436,2020,92673,Electric Vehicles,0.40482485
2437,2020,92674,Electric Vehicles,0.00470471
2438,2020,92675,Electric Vehicles,0.28579273
2439,2020,92676,Electric Vehicles,0.02610593
2440,2020,92677,Electric Vehicles,0.57429996
2441,2020,92679,Electric Vehicles,0.12897715
2442,2020,92688,Electric Vehicles,0.04109068
2443,2020,92690,Electric Vehicles,0.00586811
2444,2020,92691,Electric Vehicles,0.08566799
2445,2020,92692,Electric Vehicles,0.13574481
2446,2020,92693,Electric Vehicles,0.00152336
2447,2020,92694,Electric Vehicles,0.48217018
2448,2020,92697,Electric Vehicles,0.01747901
2449,2021,91901,Electric Vehicles,0.07444787
2450,2021,91902,Electric Vehicles,0.09028478
2451,2021,91905,Electric Vehicles,0.00118852
2452,2021,91906,Electric Vehicles,0.00680873
2453,2021,91910,Electric Vehicles,0.15075623
2454,2021,91911,Electric Vehicles,0.11326009
2455,2021,91913,Electric Vehicles,0.17213557
2456,2021,91914,Electric Vehicles,0.12165172
2457,2021,91915,Electric Vehicles,0.12448158
2458,2021,91916,Electric Vehicles,0.00347368
2459,2021,91917,Electric Vehicles,0.00419361
2460,2021,91931,Electric Vehicles,0
2461,2021,91932,Electric Vehicles,0.05814648
2462,2021,91934,Electric Vehicles,0.00172338
2463,2021,91935,Electric Vehicles,0.05291312
2464,2021,91941,Electric Vehicles,0.19953168
2465,2021,91942,Electric Vehicles,0.10797401
2466,2021,91945,Electric Vehicles,0.04238257
2467,2021,91948,Electric Vehicles,0.00058763
2468,2021,91950,Electric Vehicles,0.05436376
2469,2021,91962,Electric Vehicles,0.00678063
2470,2021,91963,Electric Vehicles,0.0005649
2471,2021,91977,Electric Vehicles,0.10585365
2472,2021,91978,Electric Vehicles,0.0187438
2473,2021,91980,Electric Vehicles,0.00103971
2474,2021,92003,Electric Vehicles,0.04752272
2475,2021,92004,Electric Vehicles,0.00934611
2476,2021,92007,Electric Vehicles,0.14630772
2477,2021,92008,Electric Vehicles,0.27243799
2478,2021,92009,Electric Vehicles,0.59230181
2479,2021,92010,Electric Vehicles,0.58439558
2480,2021,92011,Electric Vehicles,0.58878371
2481,2021,92014,Electric Vehicles,0.34775551
2482,2021,92019,Electric Vehicles,0.13039588
2483,2021,92020,Electric Vehicles,0.11279402
2484,2021,92021,Electric Vehicles,0.11977815
2485,2021,92024,Electric Vehicles,0.70435609
2486,2021,92025,Electric Vehicles,0.15071326
2487,2021,92026,Electric Vehicles,0.1804458
2488,2021,92027,Electric Vehicles,0.14874451
2489,2021,92028,Electric Vehicles,0.18636973
2490,2021,92029,Electric Vehicles,0.16838937
2491,2021,92036,Electric Vehicles,0.0084175
2492,2021,92037,Electric Vehicles,0.70981761
2493,2021,92040,Electric Vehicles,0.09795962
2494,2021,92054,Electric Vehicles,0.16813932
2495,2021,92055,Electric Vehicles,0.00330792
2496,2021,92056,Electric Vehicles,0.20528799
2497,2021,92057,Electric Vehicles,0.22190237
2498,2021,92058,Electric Vehicles,0.10428642
2499,2021,92059,Electric Vehicles,0.0039937
2500,2021,92060,Electric Vehicles,0.00230036
2501,2021,92061,Electric Vehicles,0.00935734
2502,2021,92064,Electric Vehicles,0.39597506
2503,2021,92065,Electric Vehicles,0.15597004
2504,2021,92066,Electric Vehicles,0
2505,2021,92067,Electric Vehicles,0.32516468
2506,2021,92068,Electric Vehicles,0
2507,2021,92069,Electric Vehicles,0.18050676
2508,2021,92070,Electric Vehicles,0.00231356
2509,2021,92071,Electric Vehicles,0.15681148
2510,2021,92072,Electric Vehicles,0.00324451
2511,2021,92075,Electric Vehicles,0.18998107
2512,2021,92078,Electric Vehicles,0.41750102
2513,2021,92081,Electric Vehicles,0.00313999
2514,2021,92082,Electric Vehicles,0.10169394
2515,2021,92083,Electric Vehicles,0.08212613
2516,2021,92084,Electric Vehicles,0.17546567
2517,2021,92085,Electric Vehicles,0.0012489
2518,2021,92086,Electric Vehicles,0.0049213
2519,2021,92091,Electric Vehicles,0.11427331
2520,2021,92092,Electric Vehicles,0.00315537
2521,2021,92093,Electric Vehicles,0.13731784
2522,2021,92096,Electric Vehicles,0.00447963
2523,2021,92101,Electric Vehicles,0.30492765
2524,2021,92102,Electric Vehicles,0.09935406
2525,2021,92103,Electric Vehicles,0.30556846
2526,2021,92104,Electric Vehicles,0.21990308
2527,2021,92105,Electric Vehicles,0.07211569
2528,2021,92106,Electric Vehicles,0.21249491
2529,2021,92107,Electric Vehicles,0.21356288
2530,2021,92108,Electric Vehicles,0.12904581
2531,2021,92109,Electric Vehicles,0.32962643
2532,2021,92110,Electric Vehicles,0.14161068
2533,2021,92111,Electric Vehicles,0.19056176
2534,2021,92112,Electric Vehicles,0.01813614
2535,2021,92113,Electric Vehicles,0.06724836
2536,2021,92114,Electric Vehicles,0.07508963
2537,2021,92115,Electric Vehicles,0.1680719
2538,2021,92116,Electric Vehicles,0.17926352
2539,2021,92117,Electric Vehicles,0.25450616
2540,2021,92118,Electric Vehicles,0.39744862
2541,2021,92119,Electric Vehicles,0.09819172
2542,2021,92120,Electric Vehicles,0.17985264
2543,2021,92121,Electric Vehicles,0.11247929
2544,2021,92122,Electric Vehicles,0.29846835
2545,2021,92123,Electric Vehicles,0.23635923
2546,2021,92124,Electric Vehicles,0.14219302
2547,2021,92126,Electric Vehicles,0.32797922
2548,2021,92127,Electric Vehicles,0.63414699
2549,2021,92128,Electric Vehicles,0.32351508
2550,2021,92129,Electric Vehicles,0.41733974
2551,2021,92130,Electric Vehicles,0.87862202
2552,2021,92131,Electric Vehicles,0.39471595
2553,2021,92132,Electric Vehicles,0
2554,2021,92136,Electric Vehicles,0.00183342
2555,2021,92139,Electric Vehicles,0.03548489
2556,2021,92145,Electric Vehicles,0.00076124
2557,2021,92152,Electric Vehicles,0.00096001
2558,2021,92154,Electric Vehicles,0.13021072
2559,2021,92158,Electric Vehicles,0
2560,2021,92161,Electric Vehicles,0
2561,2021,92173,Electric Vehicles,0.02115346
2562,2021,92179,Electric Vehicles,0
2563,2021,92182,Electric Vehicles,0.00813541
2564,2021,92199,Electric Vehicles,0
2565,2021,92536,Electric Vehicles,0.00040897
2566,2021,92624,Electric Vehicles,0.07609997
2567,2021,92629,Electric Vehicles,0.38227529
2568,2021,92651,Electric Vehicles,0.08949853
2569,2021,92653,Electric Vehicles,0.22333926
2570,2021,92656,Electric Vehicles,0.06590475
2571,2021,92672,Electric Vehicles,0.59450128
2572,2021,92673,Electric Vehicles,0.52754802
2573,2021,92674,Electric Vehicles,0.00606719
2574,2021,92675,Electric Vehicles,0.37190166
2575,2021,92676,Electric Vehicles,0.03440395
2576,2021,92677,Electric Vehicles,0.74785706
2577,2021,92679,Electric Vehicles,0.16702321
2578,2021,92688,Electric Vehicles,0.05320512
2579,2021,92690,Electric Vehicles,0.00761331
2580,2021,92691,Electric Vehicles,0.11058422
2581,2021,92692,Electric Vehicles,0.17558604
2582,2021,92693,Electric Vehicles,0.00194735
2583,2021,92694,Electric Vehicles,0.62706176
2584,2021,92697,Electric Vehicles,0.02204887
2585,2022,91901,Electric Vehicles,0.10249725
2586,2022,91902,Electric Vehicles,0.12510158
2587,2022,91905,Electric Vehicles,0.00159691
2588,2022,91906,Electric Vehicles,0.00926658
2589,2022,91910,Electric Vehicles,0.20606299
2590,2022,91911,Electric Vehicles,0.15419158
2591,2022,91913,Electric Vehicles,0.24333608
2592,2022,91914,Electric Vehicles,0.17117815
2593,2022,91915,Electric Vehicles,0.17482677
2594,2022,91916,Electric Vehicles,0.00464088
2595,2022,91917,Electric Vehicles,0.00567567
2596,2022,91931,Electric Vehicles,0
2597,2022,91932,Electric Vehicles,0.07953373
2598,2022,91934,Electric Vehicles,0.00229403
2599,2022,91935,Electric Vehicles,0.07294204
2600,2022,91941,Electric Vehicles,0.27573489
2601,2022,91942,Electric Vehicles,0.14696752
2602,2022,91945,Electric Vehicles,0.05759892
2603,2022,91948,Electric Vehicles,0.00078953
2604,2022,91950,Electric Vehicles,0.07393339
2605,2022,91962,Electric Vehicles,0.00948852
2606,2022,91963,Electric Vehicles,0.00074705
2607,2022,91977,Electric Vehicles,0.14470968
2608,2022,91978,Electric Vehicles,0.02585596
2609,2022,91980,Electric Vehicles,0.00166726
2610,2022,92003,Electric Vehicles,0.06658378
2611,2022,92004,Electric Vehicles,0.01252494
2612,2022,92007,Electric Vehicles,0.20717812
2613,2022,92008,Electric Vehicles,0.38300864
2614,2022,92009,Electric Vehicles,0.8461901
2615,2022,92010,Electric Vehicles,0.83161071
2616,2022,92011,Electric Vehicles,0.83967517
2617,2022,92014,Electric Vehicles,0.48840247
2618,2022,92019,Electric Vehicles,0.17786463
2619,2022,92020,Electric Vehicles,0.15234255
2620,2022,92021,Electric Vehicles,0.16261764
2621,2022,92024,Electric Vehicles,0.9957693
2622,2022,92025,Electric Vehicles,0.20677223
2623,2022,92026,Electric Vehicles,0.24657349
2624,2022,92027,Electric Vehicles,0.20254705
2625,2022,92028,Electric Vehicles,0.2570875
2626,2022,92029,Electric Vehicles,0.23407801
2627,2022,92036,Electric Vehicles,0.01136547
2628,2022,92037,Electric Vehicles,0.99273856
